Name,Nodes,SomaSurface,Stems,Bifurcations,Branches,Tips,OverallWidth,OverallHeight,OverallDepth,AverageDiameter,Length,Surface,Volume,MaxEuclideanDistance,MaxPathDistance,MaxBranchOrder,AverageContraction,AverageFragmentation,AverageParent-daughterRatio,AverageBifurcationAngleLocal,AverageBifurcationAngleRemote,HausdorffDimension,cell_type,Normalized_Name
31612013575_sort.swc,18208,129563000.0,3,983,1969,987,647290.0,546270.0,124113,452.05,5604630.0,8185600000.0,2208080000000.0,578551.0,665375.0,195,0.927526,8.24683,0.826948,101.931,95.1267,1.4922,,31612013575
1683217893_sort.swc,31915,101133000.0,3,2547,5105,2559,336380.0,422272.0,119559,428.941,9605220.0,13062300000.0,3089860000000.0,369423.0,447507.0,268,0.928451,5.25152,0.832567,101.251,95.2899,1.68347,,1683217893
37831222440_sort.swc,22666,179620000.0,3,1803,3615,1813,234080.0,416284.0,97416,336.241,6798410.0,7339950000.0,1641480000000.0,287672.0,363893.0,234,0.924425,5.26971,0.794907,101.666,96.2711,1.75752,,37831222440
30719398094_sort.swc,13714,357265000.0,3,676,1356,681,551646.0,512386.0,117216,684.936,4264300.0,9575570000.0,5158150000000.0,570489.0,667522.0,132,0.928981,9.11283,0.812095,100.634,93.1742,1.41637,,30719398094
6122859623_sort.swc,4956,269640000.0,3,293,587,295,165630.0,92960.0,54450,735.746,1534430.0,3753800000.0,2613620000000.0,100403.0,131749.0,48,0.923544,7.44123,0.88327,103.018,96.1132,1.37287,,6122859623
3558556330_sort.swc,9480,209366000.0,3,852,1709,858,258110.0,178980.0,58047,461.643,2847890.0,4518120000.0,2219650000000.0,198483.0,266733.0,60,0.922332,4.54652,0.818167,105.506,100.027,1.40923,,3558556330
59609533118_sort.swc,4843,147665000.0,3,83,167,85,397510.0,189920.0,41448,411.002,1542920.0,2137370000.0,951459000000.0,280948.0,400964.0,29,0.921676,27.994,0.926256,100.691,91.2063,1.50251,,59609533118
3183573389_sort.swc,59984,210585000.0,3,5105,10240,5136,425180.0,690462.0,174141,394.161,17902100.0,22278500000.0,4811500000000.0,456832.0,691019.0,424,0.932905,4.85771,0.835761,100.755,95.1602,1.99329,,3183573389
33071676971_sort.swc,15695,215075000.0,3,1297,2602,1306,346270.0,225920.0,86592,556.54,4754670.0,8573150000.0,4025830000000.0,217131.0,270099.0,169,0.929132,5.03151,0.847122,101.37,95.2665,1.66762,,33071676971
12237931142_sort.swc,13926,109394000.0,3,308,617,310,347460.0,441792.0,147147,465.91,4395870.0,6591340000.0,1777140000000.0,374393.0,440268.0,32,0.917364,21.5689,0.899115,107.24,95.9148,1.39078,,12237931142
1391140193_sort.swc,66378,136592000.0,3,5272,10564,5293,518180.0,596992.0,119559,489.417,20091400.0,31109100000.0,8578570000000.0,447506.0,545236.0,323,0.928452,5.28332,0.840787,100.208,95.5829,1.86542,,1391140193
4128739414_sort.swc,94187,488090000.0,3,7873,15785,7913,636580.0,684062.0,174273,421.514,28224500.0,37336000000.0,10144800000000.0,479070.0,838599.0,514,0.930784,4.9668,0.840299,99.795,94.5261,2.13651,,4128739414
4913485826_sort.swc,80979,158562000.0,4,6044,12111,6068,781980.0,690880.0,174009,467.167,24517100.0,36310300000.0,9784900000000.0,733405.0,1110000.0,591,0.926973,5.68632,0.821085,100.979,94.8845,2.08854,,4913485826
2847633401_sort.swc,22494,264404000.0,3,1565,3139,1575,474760.0,621828.0,174405,480.054,6876690.0,10705600000.0,3601780000000.0,562299.0,674342.0,238,0.928891,6.16566,0.819162,100.675,95.3457,1.7181,,2847633401
3541925551_sort.swc,7691,348622000.0,3,429,859,431,348190.0,288410.0,57123,925.761,2412240.0,7776840000.0,8204390000000.0,265461.0,361887.0,135,0.925012,7.95227,0.829128,104.445,97.9043,1.4444,,3541925551
38144720132_sort.swc,14063,312989000.0,3,743,1488,746,395680.0,526880.0,114048,499.82,4332180.0,6957120000.0,2733350000000.0,314071.0,392225.0,125,0.926096,8.45027,0.81402,102.29,92.9806,1.42131,,38144720132
29600770411_sort.swc,6708,192708000.0,3,159,319,161,490940.0,571580.0,114906,734.43,2131110.0,5218700000.0,2584050000000.0,560272.0,624192.0,56,0.930488,20.0251,0.857059,108.959,93.8464,1.26335,,29600770411
6327241569_sort.swc,18356,201612000.0,3,1159,2320,1162,454660.0,336260.0,57750,570.4,5652590.0,10505200000.0,4001130000000.0,351425.0,463462.0,193,0.922888,6.91164,0.836829,103.144,94.7567,1.53565,,6327241569
29736864868_sort.swc,22600,224713000.0,3,1769,3542,1774,269790.0,363168.0,101607,396.083,6810030.0,8658500000.0,2572270000000.0,224120.0,294103.0,170,0.926812,5.38029,0.807337,101.24,95.7541,1.72869,,29736864868
47068485796_sort.swc,10009,290177000.0,3,666,1334,669,252830.0,336416.0,85668,615.726,3083750.0,6396290000.0,2952430000000.0,289558.0,399356.0,144,0.932208,6.50225,0.842725,101.342,94.3061,1.38699,,47068485796
3096186173_sort.swc,59800,156297000.0,3,4712,9455,4744,619900.0,623298.0,172359,375.739,17971000.0,21337100000.0,4641570000000.0,407626.0,712201.0,432,0.933261,5.32459,0.821365,100.024,94.9071,1.99786,,3096186173
3149187866_sort.swc,21972,358355000.0,3,927,1857,931,511040.0,367590.0,174042,624.32,6882410.0,14176400000.0,7180270000000.0,348680.0,519294.0,70,0.92415,10.8314,0.834172,103.578,93.5841,1.74304,,3149187866
4522981658_sort.swc,8290,125387000.0,3,347,696,350,249210.0,297950.0,146157,438.761,2573950.0,3577820000.0,822616000000.0,233832.0,475629.0,228,0.92423,10.9095,0.839525,104.306,94.2199,1.31456,,4522981658
2641525789_sort.swc,31222,19760800.0,4,2098,4204,2107,502850.0,639420.0,174570,418.47,9477090.0,12563800000.0,2455040000000.0,434075.0,539028.0,174,0.924861,6.4265,0.804441,101.894,95.1623,1.61105,,2641525789
4595679400_sort.swc,58859,449556000.0,3,4769,9566,4798,808990.0,641060.0,173316,409.601,17714200.0,23128100000.0,7865970000000.0,581091.0,725101.0,650,0.932357,5.15283,0.832413,100.267,94.7651,1.81663,,4595679400
39533216278_sort.swc,5962,111767000.0,3,127,255,129,364480.0,363196.0,79728,447.147,1877020.0,2699760000.0,790769000000.0,384113.0,499372.0,54,0.912321,22.3765,0.88707,104.187,92.8654,1.26572,,39533216278
4131659687_sort.swc,15598,156093000.0,4,1184,2373,1190,275270.0,280220.0,59202,506.845,4733960.0,7848150000.0,2871410000000.0,210102.0,283443.0,196,0.923815,5.57269,0.849694,101.464,96.0705,1.63229,,4131659687
31461725447_sort.swc,42214,253626000.0,3,2846,5696,2851,559740.0,839356.0,124014,460.861,12837500.0,19073500000.0,5420560000000.0,608148.0,721824.0,309,0.931813,6.41099,0.835346,100.886,94.0469,1.70464,,31461725447
32413185358_sort.swc,4577,155105000.0,3,85,171,87,341540.0,198790.0,115830,627.609,1452470.0,2905740000.0,1259750000000.0,351449.0,420747.0,26,0.915387,25.7602,0.859481,107.53,94.9331,1.31677,,32413185358
28423768899_sort.swc,34157,263959000.0,3,2300,4607,2308,628570.0,574496.0,119526,441.943,10404700.0,14732200000.0,4820420000000.0,700607.0,799010.0,161,0.929834,6.41394,0.820859,100.994,94.7024,1.82506,,28423768899
2192763626_sort.swc,2063,60434300.0,3,69,139,71,110650.0,88864.0,66792,796.73,651119.0,1655570000.0,636853000000.0,129575.0,163702.0,28,0.906461,13.8345,0.948804,108.385,97.2381,1.19952,,2192763626
40619822451_sort.swc,1692,91147300.0,3,66,133,68,106050.0,52320.0,107481,687.725,534261.0,1296040000.0,836910000000.0,123700.0,159639.0,26,0.914652,11.7143,0.810256,105.099,97.6164,1.23806,,40619822451
33404462020_sort.swc,35442,185157000.0,3,2683,5378,2696,793400.0,521850.0,115269,534.093,10726700.0,18558300000.0,6379840000000.0,617098.0,941407.0,405,0.92689,5.59,0.848369,100.896,94.9381,1.83308,,33404462020
4218507821_sort.swc,10480,124657000.0,3,815,1634,820,182020.0,198880.0,83952,384.397,3170060.0,4012800000.0,1188440000000.0,144843.0,200880.0,133,0.929231,5.4131,0.822292,100.87,95.1547,1.42983,,4218507821
29664109175_sort.swc,23841,30318200.0,3,2135,4283,2149,289500.0,331396.0,105039,354.492,7077040.0,7944260000.0,1313110000000.0,241348.0,327929.0,241,0.935064,4.56619,0.817878,100.846,96.4389,1.62156,,29664109175
31156125745_sort.swc,34043,403703000.0,3,2074,4157,2084,877700.0,1070140.0,123915,566.18,10483000.0,19393500000.0,9157690000000.0,1018800.0,1272580.0,351,0.932802,7.18908,0.844315,99.7899,94.4008,1.81427,,31156125745
40553739391_sort.swc,1490,96398900.0,3,38,77,40,93660.0,53790.0,80388,917.226,477012.0,1413900000.0,980454000000.0,81333.8,118447.0,14,0.920467,18.3377,0.874434,103.716,91.2915,1.21459,,40553739391
2875303429_sort.swc,53794,399232000.0,3,4101,8216,4116,597400.0,692860.0,174405,436.683,16226200.0,22917500000.0,7496880000000.0,519999.0,599795.0,273,0.927646,5.54735,0.809912,101.616,95.687,1.95781,,2875303429
3637008624_sort.swc,1456,41877300.0,3,79,159,81,77860.0,88130.0,48774,550.468,448519.0,796636000.0,293130000000.0,107555.0,136170.0,26,0.916984,8.15094,0.910946,103.317,96.4812,1.16269,,3637008624
5942169441_sort.swc,7449,54964200.0,3,414,831,418,281240.0,252546.0,109758,414.768,2276360.0,2971970000.0,609728000000.0,232350.0,317277.0,81,0.930656,7.9627,0.807816,101.293,95.7623,1.31474,,5942169441
2456488265_sort.swc,6601,92016400.0,3,339,679,341,201600.0,217792.0,54846,424.138,2027910.0,2753300000.0,962709000000.0,178028.0,236977.0,59,0.919294,8.72018,0.809559,101.918,94.7995,1.41667,,2456488265
4838990553_sort.swc,15648,142431000.0,3,720,1442,723,408290.0,361700.0,173580,506.593,4873460.0,8051230000.0,2815440000000.0,372512.0,685087.0,125,0.920428,9.8509,0.817799,102.699,93.2984,1.42843,,4838990553
4938131993_sort.swc,10961,358097000.0,4,651,1306,656,230240.0,381500.0,126357,639.736,3394910.0,7379820000.0,4158390000000.0,255341.0,284831.0,73,0.924755,7.39204,0.86722,102.584,94.6955,1.36599,,4938131993
4550957160_sort.swc,1756,21748600.0,3,34,69,36,210690.0,76830.0,62040,642.108,560076.0,1140760000.0,331572000000.0,189094.0,230442.0,19,0.914415,24.4348,0.916951,110.942,105.984,1.29407,,4550957160
3413247483_sort.swc,11707,232147000.0,3,329,659,331,660710.0,721444.0,158862,578.49,3676200.0,6920510000.0,3218050000000.0,765219.0,855928.0,87,0.920415,16.7633,0.828589,107.487,92.5719,1.35992,,3413247483
30389501261_sort.swc,19937,622783000.0,3,1219,2441,1223,497700.0,342210.0,122001,541.192,6133870.0,10852100000.0,5054540000000.0,292198.0,520859.0,224,0.931961,7.16714,0.79813,99.7739,94.8096,1.52423,,30389501261
31184292736_sort.swc,32768,350350000.0,3,2086,4185,2100,533152.0,683296.0,114840,572.208,10077900.0,18796300000.0,7729580000000.0,649108.0,804998.0,327,0.924923,6.82963,0.86321,101.819,95.5849,1.63786,,31184292736
3401697382_sort.swc,68573,473090000.0,3,5299,10629,5331,622170.0,710846.0,174372,397.108,20621800.0,26096400000.0,6998710000000.0,496445.0,607474.0,388,0.930175,5.45141,0.83739,99.9512,95.5332,2.02962,,3401697382
1710435819_sort.swc,3028,82183300.0,3,45,91,47,203560.0,225792.0,55605,631.175,968802.0,2033340000.0,973201000000.0,171309.0,228520.0,14,0.917245,32.2637,0.896646,107.631,92.5465,1.14312,,1710435819
2351622489_sort.swc,73201,26049700.0,4,5969,11976,6008,800290.0,686180.0,174471,449.185,22009600.0,31052200000.0,7699030000000.0,639630.0,793736.0,449,0.931827,5.11222,0.829594,100.028,94.584,1.902,,2351622489
4633875577_sort.swc,36085,509323000.0,3,1889,3783,1895,576550.0,572420.0,174042,600.824,11241600.0,22362700000.0,13228200000000.0,506018.0,606255.0,168,0.92792,8.53846,0.821792,102.601,94.2562,1.68478,,4633875577
33882950806_sort.swc,17384,991079000.0,3,1036,2076,1041,533020.0,349730.0,114114,823.66,5413620.0,15436400000.0,18524900000000.0,408959.0,605225.0,252,0.92754,7.37331,0.860332,103.233,94.6485,1.42535,,33882950806
32580994930_sort.swc,8073,260373000.0,3,351,704,354,393060.0,107880.0,117348,871.805,2537000.0,7235490000.0,4071230000000.0,291096.0,400482.0,108,0.905627,10.4659,0.901036,106.416,96.2975,1.44989,,32580994930
4159358243_sort.swc,75680,163438000.0,3,5788,11604,5817,836830.0,883076.0,173844,468.996,22801200.0,34211400000.0,9083330000000.0,641871.0,816159.0,402,0.931002,5.5218,0.843487,100.259,95.2455,1.88422,,4159358243
4228814924_sort.swc,19119,35752100.0,3,1207,2417,1211,470690.0,407684.0,173250,445.529,5814420.0,8199720000.0,1608570000000.0,451360.0,524630.0,186,0.924984,6.90981,0.829822,101.064,94.0475,1.65407,,4228814924
7069440678_sort.swc,5224,33136500.0,3,470,943,474,199270.0,159300.0,54054,409.431,1554890.0,2039650000.0,409105000000.0,198247.0,227784.0,52,0.932215,4.53871,0.848309,104.581,99.651,1.35623,,7069440678
6384842151_sort.swc,35602,214662000.0,3,2246,4499,2254,396120.0,377410.0,173943,488.678,10877500.0,17211700000.0,5551260000000.0,281258.0,419338.0,123,0.923483,6.91309,0.834844,101.7,95.1097,1.85283,,6384842151
42414533411_sort.swc,6552,256667000.0,3,114,229,116,262780.0,521188.0,111606,853.464,2115110.0,6168580000.0,3733260000000.0,359331.0,422942.0,19,0.927653,27.607,0.914324,111.193,99.2562,1.43073,,42414533411
27157731194_sort.swc,9811,166327000.0,3,792,1591,800,213570.0,203560.0,54285,408.559,2949480.0,4001180000.0,1400930000000.0,158120.0,219974.0,180,0.931981,5.16593,0.809917,101.346,94.1661,1.49163,,27157731194
24697621878_sort.swc,32289,207707000.0,4,2200,4406,2207,1125920.0,737700.0,141306,627.422,9947530.0,20204000000.0,8442700000000.0,1074960.0,1295330.0,375,0.926896,6.32819,0.827756,101.49,95.2592,1.83083,,24697621878
2265184554_sort.swc,54255,70551900.0,3,4234,8481,4248,546720.0,786780.0,174438,478.49,16328800.0,24870800000.0,5733920000000.0,583057.0,728837.0,300,0.92904,5.39712,0.837886,100.729,94.6751,1.80344,,2265184554
1363047491_sort.swc,7183,70882200.0,3,271,543,273,337920.0,539938.0,55143,375.415,2230700.0,2719800000.0,725880000000.0,336955.0,553151.0,105,0.931279,12.2265,0.855808,97.4509,92.182,1.43793,,1363047491
664273973_sort.swc,2924,156989000.0,3,69,139,71,120000.0,156000.0,88506,466.758,924704.0,1431020000.0,627032000000.0,104278.0,125819.0,16,0.925176,20.0288,0.912348,106.09,93.8242,1.24774,,664273973
2933503119_sort.swc,2461,149553000.0,3,79,159,81,201180.0,204608.0,61941,577.806,782405.0,1514900000.0,628153000000.0,211125.0,242016.0,22,0.925485,14.4717,0.874135,103.507,96.0174,1.24606,,2933503119
30086866777_sort.swc,37858,535866000.0,3,3170,6356,3187,428260.0,484356.0,106722,435.542,11318400.0,15868700000.0,5053970000000.0,247948.0,484264.0,317,0.933165,4.9561,0.857147,100.868,95.8607,1.70237,,30086866777
4796691510_sort.swc,44843,443815000.0,3,2202,4409,2208,1098180.0,843872.0,174306,565.368,13937700.0,25385100000.0,11414900000000.0,1066550.0,1269090.0,262,0.924644,9.17056,0.813071,102.517,94.1996,1.72757,,4796691510
33169487596_sort.swc,14624,121310000.0,3,899,1799,901,484130.0,249030.0,118932,474.867,4474850.0,6829160000.0,1647380000000.0,361986.0,419633.0,178,0.921464,7.1284,0.843383,101.754,94.9601,1.47572,,33169487596
3519995546_sort.swc,30022,156264000.0,3,2641,5291,2651,343580.0,437990.0,66462,418.796,8950370.0,12052100000.0,3518970000000.0,249791.0,296677.0,250,0.935647,4.67397,0.841988,101.509,96.5735,1.82531,,3519995546
4058524248_sort.swc,5356,134384000.0,3,78,157,80,106050.0,204710.0,54054,455.226,1725120.0,2621030000.0,1137640000000.0,116662.0,142749.0,21,0.931989,33.1083,0.919901,112.103,99.7686,1.3545,,4058524248
39010354800_sort.swc,21327,157108000.0,3,1611,3227,1617,341600.0,427650.0,94908,345.14,6414890.0,7100550000.0,1378920000000.0,278202.0,366080.0,177,0.930807,5.60861,0.804638,100.729,95.6404,1.7063,,39010354800
4851125101_sort.swc,18088,463062000.0,3,1325,2654,1330,354500.0,297280.0,173976,613.58,5514550.0,10995700000.0,5923360000000.0,223119.0,321784.0,186,0.925476,5.815,0.85358,100.721,95.1773,1.69905,,4851125101
6498380644_sort.swc,24388,318279000.0,3,1301,2607,1307,937890.0,435390.0,140085,622.925,7550590.0,15311700000.0,6482590000000.0,747120.0,888129.0,354,0.918261,8.35443,0.848644,102.687,94.841,1.53861,,6498380644
329209038_sort.swc,21134,202877000.0,3,1764,3538,1775,261350.0,288032.0,54681,460.661,6359260.0,9409720000.0,3122730000000.0,191235.0,232671.0,170,0.929489,4.97315,0.835247,99.9597,95.9995,1.60793,,329209038
32354575619_sort.swc,14244,71993200.0,3,698,1399,702,541560.0,523680.0,122034,495.141,4397310.0,6955840000.0,1623930000000.0,485846.0,546910.0,139,0.923539,9.18084,0.844197,101.781,95.3073,1.40959,,32354575619
39781579347_sort.swc,19476,105988000.0,3,1720,3450,1731,228100.0,300320.0,80784,388.66,5797900.0,7189690000.0,1884870000000.0,218786.0,273861.0,230,0.931201,4.64493,0.81857,100.884,95.1949,1.53075,,39781579347
28308537194_sort.swc,28972,267858000.0,3,1966,3935,1970,356480.0,447232.0,107448,402.02,8773490.0,11257800000.0,3265050000000.0,270496.0,342244.0,181,0.930602,6.36239,0.811714,100.608,95.1371,1.76723,,28308537194
32436474574_sort.swc,31165,337122000.0,3,2151,4310,2160,720000.0,714370.0,114741,513.531,9512110.0,15747000000.0,5311560000000.0,780803.0,928857.0,412,0.931624,6.23063,0.835362,100.031,95.4043,1.62853,,32436474574
5075775279_sort.swc,121077,641445000.0,3,10074,20204,10131,1271620.0,647810.0,174075,408.788,36324900.0,47486200000.0,14730800000000.0,730855.0,857182.0,612,0.929709,4.99267,0.826329,100.149,94.8568,2.20994,,5075775279
5752313539_sort.swc,6546,234010000.0,3,373,750,378,288160.0,216350.0,114774,839.373,2060300.0,5883760000.0,3853710000000.0,299522.0,373773.0,190,0.927929,7.72667,0.840813,100.227,95.3803,1.47028,,5752313539
32232235791_sort.swc,30179,289142000.0,3,1804,3613,1810,651972.0,566530.0,124278,601.974,9270880.0,18188700000.0,8092440000000.0,389657.0,513526.0,295,0.927571,7.35262,0.841715,101.868,95.047,1.80552,,32232235791
4706880730_sort.swc,45845,329124000.0,3,2793,5588,2796,875900.0,1006590.0,174042,545.178,14113500.0,24668100000.0,8882320000000.0,973168.0,1155480.0,391,0.930781,7.20401,0.830003,100.516,94.9965,1.74372,,4706880730
605037556_sort.swc,26117,94274400.0,3,2132,4271,2140,319130.0,256352.0,173811,521.447,7876370.0,13150900000.0,3941620000000.0,217783.0,302583.0,183,0.929033,5.11473,0.868795,101.354,94.8892,1.82281,,605037556
39665384528_sort.swc,15606,134368000.0,3,1270,2545,1276,212510.0,350270.0,80949,457.01,4693770.0,6977920000.0,2617500000000.0,199850.0,268483.0,221,0.923788,5.13163,0.824256,100.289,95.5043,1.48848,,39665384528
5934357455_sort.swc,75750,165882000.0,3,6378,12782,6405,642560.0,554910.0,173778,406.92,22640400.0,29427700000.0,7625700000000.0,475499.0,615276.0,347,0.927784,4.92622,0.822911,100.168,94.5413,1.89872,,5934357455
3503042812_sort.swc,75171,88664800.0,3,6223,12471,6249,729380.0,668988.0,174240,448.877,22518200.0,31991900000.0,6875590000000.0,575310.0,683688.0,471,0.932377,5.02758,0.843646,100.301,94.9201,1.89444,,3503042812
4825309288_sort.swc,1458,90924100.0,3,27,55,29,109820.0,122270.0,60555,786.864,479896.0,1246090000.0,854611000000.0,109049.0,148739.0,9,0.940311,25.4909,0.93252,101.464,86.2051,1.1246,,4825309288
37014339461_sort.swc,15079,128796000.0,3,1046,2096,1051,322850.0,402016.0,107448,401.291,4568960.0,5818470000.0,1315050000000.0,229858.0,266540.0,109,0.933967,6.1937,0.781034,100.507,94.9487,1.4431,,37014339461
32326644952_sort.swc,42849,193569000.0,3,3219,6444,3226,568290.0,548350.0,119625,394.13,12914100.0,16438400000.0,4133020000000.0,417708.0,535572.0,213,0.92289,5.64929,0.825649,101.569,94.6155,1.89747,,32326644952
37103345919_sort.swc,3688,112905000.0,3,242,486,245,105020.0,103520.0,80454,477.199,1136570.0,1860040000.0,799331000000.0,105374.0,121160.0,52,0.937722,6.58642,0.845359,107.38,100.414,1.49916,,37103345919
5171630412_sort.swc,38256,182442000.0,3,2541,5088,2548,709210.0,855484.0,119790,537.018,11704800.0,20340400000.0,7103330000000.0,829416.0,1039900.0,340,0.933867,6.51867,0.827005,101.246,95.2008,1.84864,,5171630412
58925330304_sort.swc,2983,177527000.0,3,158,319,162,127620.0,97530.0,41448,480.064,930224.0,1515490000.0,760087000000.0,73990.4,92967.1,27,0.923229,8.34796,0.88323,101.786,97.105,1.39334,,58925330304
2150611127_sort.swc,26006,143015000.0,3,2016,4038,2023,334850.0,556674.0,163614,405.346,7822920.0,10152300000.0,2440030000000.0,349680.0,426174.0,257,0.930196,5.44007,0.825342,100.609,95.0622,1.59855,,2150611127
38595394591_sort.swc,12065,355086000.0,3,395,791,397,388100.0,251460.0,113916,697.244,3801160.0,8896390000.0,5677070000000.0,274616.0,389542.0,58,0.922224,14.2516,0.877634,104.259,93.1234,1.5579,,38595394591
39373569399_sort.swc,9443,108881000.0,3,268,537,270,323070.0,318970.0,105864,348.416,2965570.0,3337750000.0,914555000000.0,321186.0,456567.0,55,0.929266,16.5829,0.86504,104.676,94.6635,1.51998,,39373569399
5505658324_sort.swc,66943,646822000.0,3,4627,9268,4642,605086.0,687870.0,172326,527.968,20500000.0,34902800000.0,14073400000000.0,588912.0,778965.0,262,0.921508,6.22292,0.836464,101.958,95.6693,1.87615,,5505658324
1931553044_sort.swc,15229,32857200.0,3,714,1431,718,1006880.0,693150.0,172590,587.248,4738480.0,8851070000.0,2232040000000.0,850488.0,970668.0,233,0.922203,9.64151,0.833902,100.452,94.4736,1.61131,,1931553044
2137208420_sort.swc,1760,91314600.0,3,54,109,56,52890.0,107552.0,53460,634.201,565654.0,1204350000.0,658781000000.0,63660.3,88573.3,13,0.930251,15.1376,0.944178,112.584,94.5697,1.17123,,2137208420
5585146225_sort.swc,30684,110998000.0,3,2149,4307,2159,438680.0,609510.0,173613,498.389,9325340.0,14879300000.0,4274380000000.0,316561.0,433364.0,185,0.92399,6.12398,0.822132,100.359,94.5345,1.73842,,5585146225
5832867018_sort.swc,8575,66423500.0,3,537,1076,540,536000.0,295290.0,54450,579.825,2630300.0,4860230000.0,1541720000000.0,463238.0,545579.0,229,0.931219,6.9684,0.865653,100.106,94.43,1.47987,,5832867018
64377357540_sort.swc,1569,91959300.0,3,58,117,60,54790.0,67136.0,62238,820.067,506458.0,1379770000.0,677873000000.0,70126.6,87862.1,21,0.896535,12.4017,0.880274,108.48,99.6831,1.25639,,64377357540
3657813334_sort.swc,4629,229015000.0,3,225,451,227,201120.0,129350.0,54219,741.698,1457480.0,3659480000.0,3519650000000.0,117141.0,172350.0,28,0.920122,9.26164,0.87991,107.879,100.856,1.37769,,3657813334
4942439940_sort.swc,27083,196767000.0,3,1233,2469,1237,392450.0,428030.0,121902,570.589,8454670.0,15951400000.0,6497980000000.0,279531.0,358329.0,77,0.918128,9.96881,0.818339,102.513,93.5886,1.59633,,4942439940
28656479493_sort.swc,16256,172021000.0,3,1084,2170,1087,367360.0,609120.0,115170,484.14,4951990.0,7759010000.0,2210800000000.0,454233.0,518240.0,154,0.932233,6.49078,0.79589,100.501,93.9352,1.61227,,28656479493
3823768399_sort.swc,44180,34002400.0,3,3884,7801,3918,405640.0,506716.0,174207,407.844,13128800.0,16799100000.0,2833260000000.0,325467.0,574821.0,438,0.933345,4.66325,0.837472,100.039,95.686,1.92725,,3823768399
4012647790_sort.swc,4363,75626200.0,3,143,287,145,257890.0,184640.0,49797,468.006,1359020.0,2027750000.0,674611000000.0,210859.0,265297.0,41,0.911959,14.1986,0.869935,104.981,90.8454,1.3439,,4012647790
32104651608_sort.swc,7486,260528000.0,3,137,276,140,412990.0,220070.0,118602,542.55,2368510.0,4068010000.0,1924850000000.0,269365.0,349817.0,24,0.933665,26.1196,0.875822,105.893,94.0414,1.29848,,32104651608
3431367679_sort.swc,50274,166473000.0,4,4191,8407,4217,402460.0,626494.0,174174,404.84,14990000.0,19351300000.0,4215270000000.0,391062.0,483109.0,304,0.932577,4.9799,0.837468,100.176,94.774,1.93828,,3431367679
59143556542_sort.swc,5042,52355200.0,3,331,666,336,132710.0,157850.0,41448,502.368,1527410.0,2460710000.0,885747000000.0,118678.0,151088.0,86,0.927683,6.56907,0.827821,102.637,96.6821,1.33826,,59143556542
2499574436_sort.swc,62657,177847000.0,3,5288,10611,5324,511650.0,624382.0,174273,403.839,18728300.0,23952400000.0,5184690000000.0,453496.0,540936.0,350,0.931238,4.90482,0.832539,100.117,95.9204,1.83317,,2499574436
74084773160_sort.swc,1002,20597100.0,3,45,91,47,103910.0,43170.0,50160,819.716,315373.0,817896000.0,290362000000.0,108080.0,125765.0,19,0.914422,10.0,0.888887,108.159,91.7291,1.19387,,74084773160
32284184756_sort.swc,17916,106163000.0,3,1333,2667,1335,482660.0,413660.0,119229,432.134,5422310.0,7453620000.0,1849260000000.0,392990.0,453929.0,280,0.927958,5.71729,0.821619,99.8253,94.973,1.4991,,32284184756
30167230705_sort.swc,19635,405962000.0,3,1116,2238,1123,441760.0,369500.0,121770,905.703,6190100.0,19157900000.0,15312100000000.0,284566.0,365042.0,92,0.932701,7.77301,0.854158,104.096,96.0237,1.47309,,30167230705
6729981313_sort.swc,45008,132002000.0,3,2841,5689,2849,1459070.0,936870.0,173976,567.012,13774300.0,25067500000.0,8671570000000.0,1393100.0,1625250.0,909,0.928984,6.91123,0.863178,99.6893,93.7554,1.95381,,6729981313
6922452087_sort.swc,28662,565048000.0,3,985,1973,989,904190.0,440540.0,115830,513.639,8965050.0,14944600000.0,5790230000000.0,553672.0,726976.0,159,0.922009,13.5266,0.826222,100.996,92.4783,1.59833,,6922452087
31320941695_sort.swc,15525,233428000.0,3,1202,2405,1204,273890.0,288890.0,122001,481.719,4699810.0,7444750000.0,3266880000000.0,206901.0,292468.0,97,0.925839,5.45489,0.815502,99.9716,96.0384,1.52022,,31320941695
4169432754_sort.swc,8908,145953000.0,3,450,902,453,335170.0,515170.0,170907,459.278,2754890.0,4118850000.0,1279670000000.0,401648.0,461020.0,175,0.930839,8.87472,0.81547,102.579,94.8076,1.47154,,4169432754
1754164405_sort.swc,55624,137881000.0,3,3926,7865,3940,591010.0,708284.0,174438,468.033,16900500.0,25304500000.0,6705690000000.0,465969.0,634978.0,248,0.933226,6.07222,0.819333,100.987,95.1961,1.97016,,1754164405
5614976036_sort.swc,69736,648901000.0,3,5538,11111,5574,693660.0,628070.0,173811,466.344,20980700.0,31757000000.0,11442300000000.0,560740.0,669596.0,329,0.932697,5.27621,0.843558,101.191,95.053,2.03243,,5614976036
5490619460_sort.swc,40339,480209000.0,3,2706,5423,2718,482684.0,554976.0,119394,582.469,12341100.0,23540100000.0,14086700000000.0,326334.0,566230.0,188,0.931183,6.43832,0.843029,101.679,95.3898,1.70865,,5490619460
36545442829_sort.swc,2713,94287500.0,3,301,605,305,65510.0,74624.0,45573,482.884,796420.0,1324580000.0,656733000000.0,61151.9,73919.6,40,0.937492,3.48264,0.908771,107.056,103.261,1.31844,,36545442829
