Name,Nodes,SomaSurface,Stems,Bifurcations,Branches,Tips,OverallWidth,OverallHeight,OverallDepth,AverageDiameter,Length,Surface,Volume,MaxEuclideanDistance,MaxPathDistance,MaxBranchOrder,AverageContraction,AverageFragmentation,AverageParent-daughterRatio,AverageBifurcationAngleLocal,AverageBifurcationAngleRemote,HausdorffDimension,Normalized_Name
2251927076.swc,71687,129496.0,1,5708,10656,5768,454272.0,654688.0,174240,399.966,21544900.0,27295700000.0,8189090000000.0,501098.0,822940.0,408,0.930043,5.29824,0.82243,93.1607,88.6522,1.8908,2251927076
2409938892.swc,75533,12868.0,1,5789,11202,5860,1011710.0,550176.0,173910,470.952,22816400.0,34779600000.0,13170000000000.0,930297.0,1305040.0,610,0.923824,5.52687,0.835869,97.239,91.5405,2.07432,2409938892
2528821146.swc,34761,1107460.0,1,2899,5429,2920,399840.0,462656.0,163944,390.63,10431500.0,12893700000.0,2566220000000.0,286814.0,472585.0,324,0.927318,4.99226,0.816142,94.0633,89.6061,1.83911,2528821146
2643657082.swc,11195,116628.0,1,788,1510,794,265472.0,291328.0,66858,577.732,3425970.0,6808820000.0,3753370000000.0,227774.0,346407.0,212,0.935473,6.07881,0.847311,96.5455,91.2166,1.43151,2643657082
2674041949.swc,3090,959581.0,1,70,113,73,147392.0,197824.0,138501,585.532,980959.0,1831790000.0,435086000000.0,170784.0,278482.0,22,0.912091,24.9469,0.990508,90.8401,87.446,1.1495,2674041949
2703113569.swc,4995,13684.8,1,135,43,137,256640.0,214528.0,107349,481.216,1567630.0,2437390000.0,1122840000000.0,178741.0,31736.4,12,0.953876,6.93023,0.880792,14.8286,13.4548,1.24897,2703113569
2759793803.swc,40861,1088460.0,1,3417,6174,3446,330752.0,406848.0,174504,459.176,12283300.0,18274000000.0,5789730000000.0,303256.0,448485.0,296,0.931258,5.01846,0.823141,89.9561,85.7029,1.71617,2759793803
27697734565.swc,996,1367670.0,1,41,79,43,45568.0,51744.0,38412,849.107,320693.0,908379000.0,703961000000.0,36916.2,82219.1,18,0.920397,11.0759,1.08335,102.93,89.746,1.36002,27697734565
2775051486.swc,58173,106211.0,1,4579,8305,4614,675296.0,630144.0,174438,453.07,17530900.0,25190500000.0,6987070000000.0,523820.0,652317.0,477,0.930536,5.39843,0.836035,91.0531,86.7207,1.81709,2775051486
27918718136.swc,4557,12868.0,1,215,313,220,93376.0,160800.0,79695,437.67,1432090.0,2137020000.0,826714000000.0,129970.0,203257.0,27,0.925922,12.5399,0.842918,73.0366,68.7477,1.41169,27918718136
27973794753.swc,27475,51471.9,1,2061,3893,2079,326112.0,394048.0,117975,445.413,8324800.0,11762200000.0,3334430000000.0,339456.0,640370.0,385,0.926287,5.61906,0.815837,94.5917,90.1591,1.73522,27973794753
28031103342.swc,59400,51471.9,1,4752,8812,4787,456896.0,559552.0,119592,434.021,17821800.0,24878100000.0,6761890000000.0,436827.0,579261.0,305,0.933887,5.25431,0.828082,92.4961,88.49,1.82753,28031103342
28059706424.swc,83907,116628.0,1,7061,13822,7141,698560.0,657728.0,128700,463.955,25287100.0,37805400000.0,12168200000000.0,687132.0,903203.0,467,0.934953,4.92389,0.81485,97.6143,93.0374,1.92376,28059706424
28422790604.swc,43893,12868.0,1,3229,6169,3245,590560.0,604896.0,115335,445.657,13309400.0,18839000000.0,4639270000000.0,367691.0,635185.0,225,0.931699,5.83968,0.820362,96.2961,90.9548,1.91014,28422790604
28597885803.swc,5569,116628.0,1,190,364,199,209504.0,398976.0,100584,748.483,1753830.0,4269030000.0,2239030000000.0,233264.0,469239.0,28,0.927629,13.9615,0.910136,99.0738,93.0297,1.35987,28597885803
28599228248.swc,41687,106211.0,1,2968,5776,2993,614528.0,701760.0,119625,508.472,12667400.0,20578100000.0,6124460000000.0,482474.0,676150.0,324,0.931374,6.00485,0.823314,96.568,92.5926,1.72906,28599228248
28655808067.swc,5844,39420.7,1,135,223,137,284864.0,352832.0,117810,535.229,1840410.0,3124350000.0,882646000000.0,304923.0,449302.0,25,0.92414,24.4529,0.918963,90.4557,82.3048,1.28763,28655808067
2875303429.swc,57755,12868.0,1,4279,8216,4306,597408.0,692864.0,174405,431.351,17443100.0,24306700000.0,7724390000000.0,660476.0,822451.0,351,0.927695,5.54735,0.810228,97.0654,91.5948,1.78657,2875303429
28760131820.swc,40748,1249610.0,1,3071,5602,3096,521408.0,619520.0,115269,391.316,12304700.0,15374400000.0,3922890000000.0,529632.0,779329.0,325,0.932385,5.66905,0.818528,90.0334,85.4585,1.7519,28760131820
2888180644.swc,7237,67607.1,1,441,792,446,197536.0,336960.0,58476,570.268,2217230.0,4163290000.0,1843480000000.0,242563.0,341852.0,110,0.919433,7.32071,0.858457,92.3672,87.1163,1.34378,2888180644
28921459401.swc,3497,54739.1,1,227,405,234,61472.0,170976.0,106161,432.822,1070570.0,1539550000.0,465462000000.0,190924.0,246640.0,140,0.934052,7.07901,0.867044,87.1037,84.5052,1.37948,28921459401
28931606131.swc,16839,128680.0,1,884,1626,888,383264.0,554368.0,115170,477.166,5191930.0,7924540000.0,2579580000000.0,518586.0,640863.0,171,0.925668,8.40652,0.784578,92.8351,86.8379,1.62085,28931606131
29387975124.swc,48640,54739.1,1,3818,7048,3863,488032.0,641216.0,124806,458.717,14605200.0,21180700000.0,4956840000000.0,526205.0,716589.0,497,0.93263,5.3618,0.859093,91.0679,87.4249,1.93152,29387975124
2948000722.swc,108715,12868.0,1,8777,16879,8878,856960.0,940928.0,174504,434.799,32737900.0,45455900000.0,12970400000000.0,693664.0,895622.0,410,0.929584,5.1807,0.822235,96.0701,91.4248,2.01977,2948000722
2948045470.swc,50816,39420.7,1,4065,7656,4090,547904.0,676032.0,171798,473.797,15321600.0,23283400000.0,6266500000000.0,531766.0,631459.0,314,0.931416,5.20455,0.824738,93.9401,89.9326,1.94521,2948045470
29590929026.swc,35748,115812.0,1,2727,4958,2748,515904.0,613344.0,116061,405.728,10737800.0,13908200000.0,4086950000000.0,514725.0,734636.0,263,0.931235,5.55123,0.839476,91.2791,85.9885,1.66828,29590929026
29706714784.swc,1495,67607.1,1,89,153,92,71872.0,76832.0,33660,744.803,463424.0,1123390000.0,493735000000.0,54936.3,80817.1,22,0.904183,8.14379,0.841444,87.0024,86.3074,1.27513,29706714784
29795094810.swc,17903,116628.0,1,1462,2861,1470,282272.0,391840.0,91674,361.968,5357230.0,6259490000.0,1432670000000.0,250819.0,462070.0,257,0.929268,5.09577,0.810516,97.9011,92.1648,1.52194,29795094810
29926431713.swc,3940,65156.6,1,154,267,162,128928.0,202912.0,86889,572.559,1236160.0,2287190000.0,668554000000.0,134785.0,268285.0,35,0.921587,12.8464,1.01232,92.5683,86.4073,1.37146,29926431713
29977695430.swc,16460,102944.0,1,453,850,462,470848.0,771008.0,115269,626.253,5190510.0,10646500000.0,5310220000000.0,684568.0,931516.0,84,0.922584,17.8012,0.867561,95.6946,89.6296,1.415,29977695430
30056758414.swc,27555,1109910.0,1,2094,3771,2109,386080.0,485248.0,115929,344.696,8249820.0,9097280000.0,2680420000000.0,338660.0,531785.0,272,0.927325,5.61522,0.807285,91.067,86.5167,1.68462,30056758414
30064834099.swc,9799,64339.8,1,406,705,419,277440.0,279168.0,114576,721.568,3082170.0,7596450000.0,4969940000000.0,200501.0,451277.0,64,0.930855,12.5518,0.815109,88.9381,82.1068,1.32224,30064834099
3007515155.swc,61268,54739.1,1,4579,8798,4609,648800.0,867616.0,174405,447.473,18525900.0,26514300000.0,7322340000000.0,761503.0,1051510.0,652,0.931827,5.65799,0.829369,96.3381,91.3058,1.84431,3007515155
3008098100.swc,51129,119079.0,1,3884,6990,3917,581248.0,625248.0,174405,430.753,15465900.0,21507700000.0,6280500000000.0,583273.0,1084920.0,498,0.935387,5.70329,0.822159,89.3524,86.2337,1.93808,3008098100
30085172559.swc,4877,128680.0,1,161,301,165,274592.0,288736.0,116193,486.114,1538960.0,2599630000.0,1139730000000.0,267639.0,392329.0,71,0.932261,14.8306,0.851179,93.0157,87.8636,1.33128,30085172559
30314773371.swc,13213,102944.0,1,275,551,277,415072.0,505728.0,117018,452.462,4179150.0,6201050000.0,2221590000000.0,458269.0,527110.0,39,0.923384,22.2341,0.830394,104.958,96.0707,1.55531,30314773371
3039637673.swc,1611,25735.9,1,83,133,88,46816.0,77312.0,55308,551.475,502545.0,908232000.0,397526000000.0,92049.0,109614.0,21,0.934619,9.97744,0.899521,83.1546,76.9943,1.22037,3039637673
30679637536.swc,4945,23468100.0,1,117,203,124,158272.0,155968.0,75735,426.288,1564190.0,2139630000.0,604640000000.0,115661.0,229006.0,16,0.918711,22.0148,0.906948,90.232,76.1886,1.28131,30679637536
30902216115.swc,6505,1764330.0,1,525,958,533,119744.0,264736.0,85767,429.643,1949470.0,2731970000.0,718341000000.0,186315.0,228242.0,120,0.926761,5.3382,0.835927,94.4797,89.2824,1.49707,30902216115
31072608612.swc,14211,78024.6,1,754,1415,763,491776.0,539680.0,118371,512.476,4395180.0,7289220000.0,2417280000000.0,584258.0,733877.0,182,0.927998,8.55477,0.818342,95.7956,89.3837,1.60069,31072608612
3151231662.swc,19219,119079.0,1,741,1326,754,473440.0,580448.0,174207,546.606,6002580.0,10565600000.0,3563620000000.0,342135.0,500586.0,84,0.928085,12.5822,0.817336,91.409,82.7003,1.69407,3151231662
31521969610.swc,3008,54739.1,1,125,241,127,200864.0,137760.0,101343,532.775,936231.0,1658630000.0,736127000000.0,171611.0,222839.0,36,0.918756,10.9087,0.924257,101.298,94.7776,1.35211,31521969610
31629535416.swc,49955,65156.6,1,4171,7609,4207,451744.0,413760.0,92763,433.42,14905300.0,20346700000.0,4289440000000.0,338907.0,683985.0,429,0.934242,5.04679,0.854045,90.9519,86.2288,1.99834,31629535416
31679777345.swc,3993,682819.0,1,95,161,98,139008.0,97856.0,111078,559.788,1268770.0,2344270000.0,1120300000000.0,127558.0,367972.0,20,0.912074,22.0683,0.898432,94.333,83.3426,1.22128,31679777345
3183208409.swc,34510,115812.0,1,2767,5017,2801,588576.0,855200.0,174372,494.976,10434700.0,16688400000.0,6601850000000.0,869509.0,1165960.0,832,0.935185,5.28682,0.858479,90.5408,85.7022,1.82079,3183208409
3183938170.swc,34632,106211.0,1,2551,4825,2574,414944.0,592320.0,172425,418.22,10484900.0,13990400000.0,3896760000000.0,398806.0,531360.0,256,0.928579,5.85326,0.835862,94.9157,90.0793,1.84894,3183938170
32221255000.swc,6190,2503740.0,1,215,356,218,244640.0,272512.0,114807,576.267,1940470.0,3671770000.0,1998570000000.0,216334.0,294546.0,56,0.928655,15.6489,0.857575,87.3899,78.5899,1.24762,32221255000
3237699645.swc,24312,25735.9,1,2562,4614,2624,297856.0,352512.0,174174,388.681,7098180.0,9243840000.0,3905890000000.0,257022.0,482516.0,122,0.927334,3.78544,0.853575,93.9984,89.9283,1.76544,3237699645
3243525664.swc,12390,54739.1,1,991,1902,998,200128.0,334560.0,66132,370.553,3723330.0,4455140000.0,1224960000000.0,276318.0,418395.0,254,0.930299,5.2571,0.844652,96.8498,92.4214,1.4873,3243525664
32464726297.swc,2466,44991300.0,1,120,193,125,81152.0,60672.0,102993,691.779,771210.0,1720100000.0,937062000000.0,86402.0,137901.0,29,0.913691,10.7409,0.890374,83.8447,75.4574,1.27636,32464726297
32516852996.swc,47974,78024.6,1,3452,6628,3487,765568.0,600064.0,115830,500.227,14560600.0,23351600000.0,7465580000000.0,447464.0,739476.0,380,0.925975,5.94991,0.84861,97.8226,91.5863,1.72681,32516852996
32517012434.swc,42763,116628.0,1,3013,5816,3044,881824.0,455584.0,119559,559.926,13009100.0,23450800000.0,8501370000000.0,668325.0,1012850.0,288,0.929978,6.06946,0.848968,97.0233,91.7213,1.92439,32517012434
3252534822.swc,14875,51471.9,1,765,1484,771,660736.0,809440.0,174570,536.106,4595900.0,7896090000.0,2764250000000.0,800289.0,957306.0,269,0.932833,8.76482,0.820328,96.1237,91.3328,1.42029,3252534822
32576233830.swc,25289,13684.8,1,2159,3677,2179,367936.0,267584.0,85800,390.124,7534070.0,9532680000.0,2843900000000.0,249550.0,284420.0,201,0.934125,5.19064,0.826544,85.4712,80.3868,1.61522,32576233830
32689888445.swc,4421,39420.7,1,274,477,276,219136.0,144288.0,119559,459.72,1355010.0,2135450000.0,1002920000000.0,144067.0,280317.0,80,0.928014,7.64361,0.82251,86.7692,81.4432,1.2779,32689888445
32852179423.swc,4247,64339.8,1,235,429,241,271840.0,157184.0,86229,428.305,1301350.0,1809500000.0,511159000000.0,193941.0,243032.0,59,0.920328,8.10956,0.846071,90.4152,84.0309,1.20365,32852179423
32908465182.swc,24498,116628.0,1,1760,3419,1773,749120.0,520896.0,119559,411.654,7409050.0,9721520000.0,2058470000000.0,587136.0,789748.0,434,0.92717,5.86955,0.849239,98.6163,93.2641,1.59688,32908465182
32996188484.swc,12462,51471.9,1,716,1370,731,411392.0,266560.0,115830,480.477,3809360.0,5887480000.0,1658590000000.0,298657.0,516885.0,163,0.928768,7.69781,0.858735,96.5892,90.5532,1.58065,32996188484
33355168741.swc,6059,78024.6,1,338,665,340,298976.0,314368.0,115236,668.272,1875150.0,3994840000.0,1191180000000.0,301088.0,514611.0,154,0.924311,7.88271,0.840907,102.568,93.8256,1.36972,33355168741
3342140940.swc,48305,1628710.0,1,3698,7253,3731,421792.0,535968.0,174372,452.006,14587700.0,20946500000.0,4836950000000.0,394287.0,507895.0,222,0.930107,5.51455,0.818524,97.4327,93.4749,1.96916,3342140940
33491951624.swc,9464,106211.0,1,647,1277,650,374208.0,177152.0,115038,535.601,2879140.0,5151580000.0,2455130000000.0,215268.0,335144.0,143,0.936994,6.19734,0.837913,102.811,96.2785,1.34061,33491951624
3373210802.swc,15481,746342.0,1,1155,2119,1168,372704.0,472512.0,163713,432.452,4670860.0,6584390000.0,2144920000000.0,313249.0,421452.0,249,0.935005,5.78197,0.836397,92.6863,87.9445,1.48729,3373210802
33881359232.swc,41031,2246580.0,1,2566,4755,2609,701760.0,330208.0,115005,587.457,12621600.0,23948100000.0,8559490000000.0,465674.0,690983.0,323,0.928323,7.01935,0.841196,93.84,88.3106,1.88368,33881359232
33882950806.swc,18548,67607.1,1,1136,2076,1159,533024.0,349728.0,114906,816.243,5770370.0,16303800000.0,19089900000000.0,542264.0,915214.0,328,0.92772,7.37331,0.860707,94.0064,86.6521,1.44539,33882950806
33980865318.swc,9164,78024.6,1,347,685,355,283968.0,189856.0,114972,760.096,2882420.0,7161960000.0,4176530000000.0,185271.0,306873.0,49,0.913963,11.9956,0.866545,104.437,93.48,1.48396,33980865318
34056264908.swc,36519,25735.9,1,2532,4722,2566,686176.0,343200.0,115038,576.509,11122200.0,20727600000.0,7292150000000.0,357973.0,908783.0,288,0.927746,6.23846,0.850927,93.9847,88.4636,1.66758,34056264908
3426840498.swc,9741,67607.1,1,216,403,222,260032.0,387904.0,172788,694.718,3114570.0,7165910000.0,4149390000000.0,358242.0,469912.0,31,0.921359,22.3573,0.905117,98.6736,86.6624,1.47706,3426840498
3521018165.swc,3872,51471.9,1,112,124,118,98144.0,199936.0,49005,460.395,1219730.0,1856390000.0,775642000000.0,137182.0,190733.0,19,0.930569,27.4677,0.905326,59.0251,52.5799,1.37366,3521018165
3543064091.swc,6609,115812.0,1,277,507,288,201536.0,173376.0,58080,518.76,2061460.0,3556490000.0,1946530000000.0,208094.0,283027.0,55,0.911733,11.2998,0.84185,93.3566,87.5357,1.36342,3543064091
3577566230.swc,10127,13684.8,1,451,890,456,627744.0,425312.0,54582,379.025,3132720.0,3872440000.0,1218870000000.0,405773.0,677237.0,112,0.921849,9.8809,0.830435,102.6,94.4506,1.35744,3577566230
35820226888.swc,38614,51471.9,1,3473,6578,3502,364128.0,435904.0,107349,412.759,11499800.0,15071900000.0,2859650000000.0,303333.0,383740.0,232,0.930887,4.67087,0.828989,96.1284,91.6226,1.89546,35820226888
36022099181.swc,3129,38542800.0,2,117,214,120,115680.0,149696.0,77748,505.239,985672.0,1711290000.0,849601000000.0,128084.0,208469.0,22,0.92736,13.1916,0.879534,99.2696,91.086,1.24936,36022099181
36284756264.swc,6724,25735.9,1,101,191,103,276416.0,310528.0,93654,521.84,2129880.0,3534390000.0,1144680000000.0,301536.0,396956.0,32,0.932027,32.4398,0.88714,97.5612,86.251,1.27399,36284756264
36329712895.swc,41079,78024.6,1,3326,6340,3356,462912.0,431232.0,114081,387.505,12410200.0,15401700000.0,3813940000000.0,319017.0,461602.0,346,0.927778,5.18233,0.815705,95.427,90.9236,1.73463,36329712895
3633123064.swc,41835,106211.0,1,2690,5279,2708,696896.0,1039230.0,174471,460.906,12719900.0,18749700000.0,5464700000000.0,707315.0,1059400.0,502,0.931294,6.75961,0.835501,98.9289,93.2345,1.88326,3633123064
36373180994.swc,5262,13684.8,1,373,725,380,68416.0,110976.0,88077,402.13,1599000.0,2132980000.0,843906000000.0,79149.6,141126.0,53,0.924413,5.87172,0.836224,102.018,95.2134,1.45605,36373180994
36561942110.swc,1528,91109600.0,1,33,57,36,160832.0,151616.0,39435,650.667,487321.0,1058130000.0,568618000000.0,150946.0,177752.0,12,0.916701,25.2105,0.861179,88.5015,72.3139,1.42432,36561942110
3659318301.swc,13303,106211.0,1,716,1280,726,351968.0,476128.0,173976,490.938,4092800.0,6407660000.0,1717810000000.0,427935.0,560434.0,120,0.924078,8.85859,0.817991,90.3896,84.9625,1.42428,3659318301
36735621484.swc,2453,998184.0,1,91,155,93,139360.0,261408.0,62007,669.936,765319.0,1707240000.0,842083000000.0,197722.0,256796.0,39,0.935306,13.3677,0.866848,88.4259,81.796,1.26531,36735621484
37679326943.swc,731,102944.0,1,23,39,26,43136.0,60864.0,89925,1041.1,234995.0,880467000.0,696677000000.0,101917.0,132010.0,16,0.930015,16.8974,0.99764,91.5563,87.8461,1.11785,37679326943
3775409797.swc,8493,12868.0,1,286,523,291,263840.0,560064.0,54351,731.835,2687850.0,6439440000.0,3165140000000.0,307306.0,461291.0,63,0.926866,14.0382,0.859222,93.8775,85.0478,1.44163,3775409797
37911979774.swc,17393,123163.0,1,465,851,470,539584.0,621856.0,114048,646.685,5491800.0,11568500000.0,5342740000000.0,565474.0,716649.0,76,0.932301,18.0999,0.828757,95.8197,86.1538,1.66084,37911979774
38032919913.swc,1845,64421500.0,1,99,185,105,76992.0,75968.0,112200,565.246,567754.0,1070210000.0,542328000000.0,109995.0,136504.0,15,0.928522,8.65405,0.873614,97.4023,93.3753,1.2262,38032919913
38144720132.swc,14932,26552.7,1,754,1488,758,395680.0,526880.0,114048,484.47,4606050.0,7162740000.0,2787120000000.0,349991.0,493375.0,128,0.926188,8.45027,0.81552,100.343,91.2816,1.6166,38144720132
38159671587.swc,4956,78024.6,1,201,391,203,161856.0,203680.0,107151,595.071,1547270.0,3034050000.0,1574570000000.0,171001.0,250920.0,41,0.927219,11.0614,0.85268,99.7229,89.0141,1.34836,38159671587
3850927821.swc,9356,106211.0,1,159,283,164,549248.0,797856.0,171369,735.611,2976700.0,7239190000.0,3100100000000.0,786223.0,1058150.0,51,0.92659,31.3887,0.880794,90.9442,80.3053,1.30934,3850927821
38587465923.swc,17629,64339.8,1,1374,2561,1383,192032.0,281504.0,94875,353.327,5294760.0,6150460000.0,1877660000000.0,218903.0,408269.0,196,0.928623,5.41624,0.80214,93.646,89.3366,1.48547,38587465923
3882173260.swc,66470,102944.0,1,5390,10066,5434,681408.0,648224.0,174372,492.27,20041400.0,31785200000.0,9630620000000.0,804182.0,1016340.0,459,0.929129,5.15597,0.838377,93.2514,88.3361,1.88991,3882173260
38889779157.swc,11674,51471.9,1,268,514,274,241088.0,192352.0,111210,342.863,3684140.0,4080170000.0,1060430000000.0,175331.0,400304.0,50,0.922745,19.9825,0.878622,99.9044,91.133,1.58634,38889779157
3892992905.swc,73982,25735.9,1,5081,9634,5143,629984.0,720128.0,174174,547.56,22622000.0,39580400000.0,13195900000000.0,559737.0,819276.0,248,0.925109,6.27081,0.838591,95.8718,90.4049,1.9009,3892992905
39533216278.swc,6619,51471.9,1,147,255,151,372992.0,409472.0,79728,440.374,2080500.0,2932600000.0,799377000000.0,483503.0,709500.0,69,0.912677,22.3765,0.889344,89.5493,83.7822,1.25455,39533216278
3984292251.swc,39266,2676540.0,1,2855,5146,2869,737248.0,723264.0,174141,466.02,11858000.0,17760800000.0,4729120000000.0,617693.0,755700.0,380,0.932624,5.89118,0.848901,90.7841,86.2026,1.70241,3984292251
39869317185.swc,1808,123163.0,1,53,97,56,232416.0,155520.0,74217,608.437,574472.0,1181840000.0,717095000000.0,159963.0,215662.0,24,0.908451,16.5464,0.881889,97.0748,89.8392,1.18016,39869317185
39910302060.swc,11629,78024.6,1,257,401,271,441792.0,338336.0,107415,506.878,3663630.0,5944010000.0,1721240000000.0,435866.0,512763.0,34,0.927079,26.813,0.91949,80.7374,75.145,1.61222,39910302060
39941884677.swc,2954,65156.6,1,110,153,114,155584.0,147840.0,53031,404.038,931802.0,1251900000.0,320002000000.0,216544.0,260716.0,24,0.928218,16.9216,0.88783,71.6913,63.9086,1.28443,39941884677
4039308332.swc,26972,1467150.0,1,1655,3137,1666,645152.0,616864.0,174504,415.406,8216890.0,10777200000.0,1981170000000.0,522634.0,641731.0,245,0.923278,7.08224,0.836816,95.1073,89.6528,1.77447,4039308332
40626086435.swc,2115,106211.0,1,30,57,32,176800.0,144864.0,74349,564.906,676797.0,1244390000.0,545895000000.0,181071.0,222807.0,14,0.932873,33.2982,0.935601,98.0697,111.398,1.14027,40626086435
40780243575.swc,11743,64339.8,1,554,1071,559,258944.0,156416.0,110385,314.466,3615690.0,3710630000.0,1228970000000.0,228041.0,434313.0,78,0.928488,9.7423,0.869755,96.3616,89.5457,1.56968,40780243575
4079680017.swc,22349,157683.0,1,1033,1831,1041,349536.0,438848.0,174009,613.152,6936740.0,13924900000.0,6736710000000.0,391488.0,525340.0,92,0.927383,10.3943,0.844322,91.9087,83.3999,1.54906,4079680017
41265450123.swc,2765,128783000.0,1,49,97,53,207552.0,174400.0,111705,712.058,874419.0,2000740000.0,1310200000000.0,180185.0,216599.0,14,0.933444,26.7216,0.927792,103.676,93.0947,1.23634,41265450123
4128856200.swc,59971,64339.8,1,4371,8285,4391,952032.0,712576.0,174339,464.094,18121600.0,26978100000.0,7982110000000.0,587632.0,735179.0,440,0.930653,5.89777,0.840076,94.4925,89.9149,1.81318,4128856200
4130842009.swc,88222,26552.7,1,7382,14204,7440,1069860.0,694528.0,173943,404.704,26317300.0,33803700000.0,7733730000000.0,1092770.0,1306320.0,660,0.933101,4.97627,0.838132,96.0827,91.1767,2.11394,4130842009
41383397438.swc,772,54739.1,1,44,87,46,44640.0,50912.0,33396,728.614,238575.0,561441000.0,197117000000.0,57333.4,93266.0,23,0.922713,7.06897,0.964548,110.529,98.5896,1.26268,41383397438
4140770831.swc,10569,1741650.0,1,373,720,377,357312.0,276864.0,172491,507.998,3302020.0,5529690000.0,2119790000000.0,211370.0,455100.0,51,0.919879,13.3806,0.829615,95.7774,86.7852,1.54865,4140770831
4140858954.swc,34959,12868.0,1,2559,343,2579,450560.0,505376.0,172425,546.706,10662100.0,18954800000.0,7669030000000.0,440068.0,115881.0,100,0.932724,4.62974,0.852284,6.81141,6.2334,1.84191,4140858954
41441872572.swc,9334,78024.6,1,721,1325,729,231072.0,300736.0,80520,467.46,2811740.0,4357140000.0,1685420000000.0,276304.0,393708.0,251,0.931166,5.83925,0.818939,92.009,89.0423,1.52647,41441872572
4155431871.swc,73866,115812.0,1,5177,10154,5316,948160.0,1041090.0,174042,503.612,22505700.0,36315800000.0,12704800000000.0,1140030.0,1427480.0,586,0.921449,6.0518,0.831759,98.8744,93.64,1.89127,4155431871
41930583347.swc,6988,67607.1,1,230,452,237,115424.0,202336.0,108339,439.556,2187160.0,3168150000.0,1428160000000.0,164744.0,233028.0,46,0.91916,13.6858,0.867233,102.89,90.3746,1.46697,41930583347
42048836801.swc,6083,119079.0,1,136,246,140,105536.0,196192.0,95469,391.613,1929410.0,2472540000.0,828636000000.0,143472.0,208645.0,23,0.925018,22.1911,0.879468,92.7158,81.3523,1.37903,42048836801
4231312301.swc,17783,78024.6,1,1164,2195,1172,275456.0,328704.0,174174,419.09,5415460.0,7369460000.0,2076790000000.0,309409.0,527045.0,177,0.923694,6.71526,0.818016,95.4801,90.7084,1.54833,4231312301
