Name,Nodes,SomaSurface,Stems,Bifurcations,Branches,Tips,OverallWidth,OverallHeight,OverallDepth,AverageDiameter,Length,Surface,Volume,MaxEuclideanDistance,MaxPathDistance,MaxBranchOrder,AverageContraction,AverageFragmentation,AverageParent-daughterRatio,AverageBifurcationAngleLocal,AverageBifurcationAngleRemote,HausdorffDimension,Normalized_Name
1231798802.swc,18767,1312730.0,1,1469,2937,1484,297696.0,287552.0,54846,507.264,5652550.0,9092610000.0,2764210000000.0,236023.0,347897.0,237,0.930792,5.36159,0.860353,99.5129,94.3591,1.68408,1231798802
1274143080.swc,2258,2655270.0,1,58,111,60,170848.0,189536.0,51810,816.71,716518.0,1903660000.0,907526000000.0,231130.0,302584.0,25,0.917171,19.1441,0.911418,104.978,89.0092,1.27925,1274143080
1275267033.swc,44867,51471.9,1,3208,6393,3249,684672.0,617216.0,173778,483.107,13654600.0,20949800000.0,8060910000000.0,633080.0,1040570.0,604,0.926689,5.92805,0.826047,99.9354,95.3507,1.74218,1275267033
1275968412.swc,8034,65156.6,1,81,164,83,172608.0,401600.0,54120,472.715,2592710.0,4179350000.0,2261490000000.0,354481.0,400631.0,20,0.93552,47.9817,0.936683,100.596,89.5319,1.43218,1275968412
12831199228.swc,40172,1364210.0,1,2351,4706,2364,529920.0,593312.0,157707,464.375,12295900.0,18323500000.0,5815520000000.0,448099.0,691443.0,188,0.928386,7.52677,0.816055,100.757,94.1626,1.69831,12831199228
14665552179.swc,9498,12868.0,1,454,909,457,378496.0,296960.0,149061,546.252,2952900.0,5266580000.0,1855590000000.0,336114.0,441415.0,107,0.918715,9.42794,0.830388,102.266,93.307,1.49406,14665552179
15583706758.swc,26019,78024.6,1,1001,1972,1010,1021790.0,625952.0,146916,606.262,8130540.0,15769000000.0,4928100000000.0,584878.0,876545.0,168,0.923483,11.9346,0.845664,101.816,92.6421,1.61051,15583706758
15876719776.swc,32905,2895490.0,1,2142,4204,2156,727712.0,592384.0,174141,428.742,10021000.0,13696300000.0,2891370000000.0,506362.0,570785.0,169,0.923496,6.68839,0.815466,99.6582,93.0806,1.82217,15876719776
1696957444.swc,14864,39420.7,1,1124,2240,1142,415424.0,543808.0,88638,589.844,4528960.0,8761930000.0,4197160000000.0,355604.0,501613.0,305,0.934382,5.58214,0.846103,99.9324,93.3776,1.45897,1696957444
1700024740.swc,13266,116628.0,1,166,333,168,549088.0,321664.0,171237,566.265,4235360.0,7852990000.0,3028570000000.0,337041.0,598918.0,36,0.926736,38.7838,0.943773,106.666,92.1587,1.54393,1700024740
1915887451.swc,18632,1055170.0,1,1259,2502,1274,282496.0,265728.0,55275,406.711,5661860.0,7228790000.0,1575400000000.0,311758.0,495787.0,457,0.931635,6.39369,0.839888,99.6116,93.3173,1.73278,1915887451
1917973755.swc,847,115812.0,1,61,123,63,46976.0,72512.0,21780,742.524,262369.0,674577000.0,310340000000.0,49692.0,58903.5,23,0.94992,5.76423,0.879501,101.035,92.5826,1.27537,1917973755
2047981401.swc,31411,78024.6,1,2655,5268,2676,362112.0,365056.0,173811,379.485,9396210.0,11287500000.0,2167910000000.0,265423.0,367992.0,231,0.932768,4.88971,0.810811,99.2294,93.5573,1.62619,2047981401
2076584617.swc,29924,3012930.0,1,2381,4751,2398,376800.0,565120.0,174174,414.929,9015320.0,12029000000.0,2831890000000.0,344644.0,463826.0,250,0.931036,5.26352,0.818901,100.253,95.0908,1.81982,2076584617
2119321965.swc,13981,106211.0,1,987,1977,991,437216.0,504544.0,78870,401.803,4236090.0,5501300000.0,1313350000000.0,509432.0,803919.0,344,0.927809,6.06879,0.804899,101.081,96.0941,1.42979,2119321965
2120664722.swc,53437,78024.6,1,4338,8684,4367,378944.0,480608.0,174207,415.937,16141900.0,21136800000.0,4819440000000.0,439329.0,692022.0,442,0.926675,5.14417,0.814112,100.669,94.988,1.9516,2120664722
2280398814.swc,5736,64339.8,1,202,401,205,232800.0,293216.0,163746,576.684,1800210.0,3367270000.0,1309140000000.0,332478.0,396704.0,56,0.922385,13.1771,0.861884,104.126,96.6554,1.26509,2280398814
2296286050.swc,15864,106211.0,1,1255,2516,1264,385344.0,250720.0,146718,407.556,4767910.0,6148990000.0,1390030000000.0,207187.0,332761.0,292,0.931171,5.29928,0.838798,101.217,95.151,1.63524,2296286050
2366034130.swc,3131,64339.8,1,120,242,123,93984.0,144576.0,66660,682.157,984708.0,2191190000.0,1074990000000.0,119049.0,192233.0,23,0.927795,11.9256,0.882321,103.114,96.1123,1.20555,2366034130
2456530660.swc,2618,54739.1,1,60,121,61,123872.0,127712.0,52107,491.439,840082.0,1326860000.0,541709000000.0,158797.0,213866.0,23,0.91903,20.6281,0.855942,105.08,89.6342,1.20284,2456530660
2496771332.swc,32125,65156.6,1,2390,4778,2402,374528.0,447296.0,174438,476.482,9707880.0,14672500000.0,3362720000000.0,338739.0,465747.0,245,0.931091,5.70134,0.824322,101.082,94.6269,1.68194,2496771332
2573062993.swc,3049,586410.0,1,87,175,89,115168.0,163456.0,54582,560.039,980146.0,1869100000.0,849955000000.0,130730.0,171229.0,23,0.923465,16.2743,0.866578,102.904,91.4121,1.26114,2573062993
2615929829.swc,6399,78024.6,1,475,936,480,219392.0,148928.0,66792,459.209,1930930.0,2881280000.0,867516000000.0,163987.0,266167.0,118,0.933084,5.77671,0.852811,98.9044,94.5964,1.3999,2615929829
2657996264.swc,48653,115812.0,1,3501,7006,3528,709536.0,833504.0,174471,440.568,14776500.0,20703100000.0,5696300000000.0,807288.0,1007970.0,585,0.930804,5.93434,0.830516,100.46,94.9,1.75349,2657996264
2671137240.swc,13096,78024.6,1,756,1496,769,361440.0,377536.0,66792,481.521,4017990.0,6227560000.0,1869510000000.0,259631.0,398984.0,155,0.923221,7.62166,0.839082,100.014,93.9141,1.56715,2671137240
2671764623.swc,1535,946713.0,1,35,71,37,144480.0,165920.0,52239,756.215,489086.0,1256430000.0,704356000000.0,147584.0,218170.0,21,0.930976,20.4507,0.895792,97.6591,85.5636,1.22992,2671764623
2714457325.swc,16050,1878720.0,1,286,555,291,387808.0,682144.0,174240,601.192,5081350.0,9884080000.0,3703490000000.0,489714.0,760423.0,43,0.931016,27.7423,0.899827,97.3922,88.1244,1.43317,2714457325
2727744751.swc,5535,102944.0,1,294,589,297,139680.0,341216.0,51777,639.785,1701430.0,3510020000.0,1782290000000.0,326740.0,416185.0,119,0.925241,8.37351,0.837557,99.5858,90.6211,1.4514,2727744751
27622860459.swc,945,142364.0,1,27,56,29,73280.0,63328.0,59136,871.688,308609.0,1038970000.0,978502000000.0,62644.3,90750.2,15,0.918416,15.8571,1.03363,105.539,102.313,1.26624,27622860459
27652018127.swc,38540,64339.8,1,3028,6015,3054,358400.0,281824.0,122034,481.999,11665500.0,18260400000.0,6771230000000.0,230344.0,515156.0,344,0.928519,5.36076,0.839016,99.2803,93.9338,1.88775,27652018127
2774817862.swc,63574,78024.6,1,4962,9938,4980,578496.0,828576.0,174471,426.835,19094600.0,26023000000.0,7192320000000.0,558018.0,717752.0,537,0.934213,5.39606,0.833648,100.316,95.5386,2.00579,2774817862
2776001292.swc,10135,102944.0,1,207,413,209,164544.0,195872.0,57486,326.9,3192850.0,3330940000.0,1119700000000.0,175916.0,407393.0,37,0.924496,23.1429,0.883309,99.2547,92.9983,1.49154,2776001292
27783148293.swc,49984,12868.0,1,3493,6978,3521,576288.0,621984.0,119427,481.152,15208800.0,23585600000.0,8625430000000.0,445791.0,652155.0,302,0.929535,6.13141,0.827781,100.304,94.5469,1.93339,27783148293
27797692015.swc,49869,25735.9,1,3483,6953,3503,516608.0,546944.0,119493,463.349,15133300.0,22351100000.0,6924120000000.0,498866.0,737427.0,256,0.931992,6.1398,0.817492,100.444,95.339,1.78299,27797692015
28075125335.swc,39854,54739.1,1,3072,6145,3090,545856.0,492640.0,121869,463.303,12006000.0,17684900000.0,4112640000000.0,434811.0,736544.0,413,0.930811,5.47437,0.82469,100.344,94.9115,1.88036,28075125335
28090428260.swc,12245,102944.0,1,748,1498,750,211328.0,437536.0,116292,396.903,3744260.0,4826180000.0,1484520000000.0,284163.0,379201.0,138,0.928945,7.17356,0.778871,102.036,96.4467,1.5524,28090428260
28133427218.swc,20125,115812.0,1,1519,3042,1524,290880.0,478656.0,120384,417.641,6059900.0,8067430000.0,1778790000000.0,306990.0,461993.0,199,0.931468,5.61243,0.817351,99.4525,93.6213,1.71376,28133427218
28148729981.swc,13911,115812.0,1,968,1915,974,254976.0,338560.0,117381,411.848,4214720.0,5650640000.0,1604640000000.0,280446.0,386809.0,180,0.928938,6.21984,0.793698,99.317,94.5686,1.45308,28148729981
28293512247.swc,75601,115812.0,1,5182,10332,5230,614336.0,849088.0,119625,400.231,22993600.0,29013500000.0,7120760000000.0,594440.0,1356100.0,376,0.926559,6.21612,0.821513,99.246,94.2644,1.90558,28293512247
28306858863.swc,21872,26552.7,1,1425,2855,1435,331232.0,486432.0,115104,472.689,6684810.0,10111400000.0,4498820000000.0,348067.0,521321.0,182,0.929449,6.65499,0.800213,101.533,96.4628,1.70406,28306858863
28424351988.swc,18709,106211.0,1,1184,2372,1193,392608.0,498784.0,119361,475.357,5726020.0,8740490000.0,2309780000000.0,457096.0,592849.0,179,0.932728,6.86889,0.784333,100.189,94.8938,1.66884,28424351988
28600163082.swc,21172,78024.6,1,1571,3114,1577,303872.0,363968.0,117744,394.736,6404770.0,8278740000.0,2260190000000.0,372885.0,519813.0,279,0.928452,5.74213,0.800454,99.6412,94.7478,1.64993,28600163082
28614939806.swc,33786,106211.0,1,2956,5922,2977,394752.0,461920.0,108570,391.197,10069500.0,12465600000.0,2805750000000.0,382132.0,594184.0,444,0.931287,4.69689,0.821073,100.263,95.2476,1.80118,28614939806
28655910220.swc,33563,102944.0,1,2029,4067,2044,492608.0,580928.0,119592,435.357,10272200.0,14448500000.0,4321880000000.0,328822.0,519958.0,167,0.929257,7.24391,0.811435,100.838,94.6965,1.65023,28655910220
28731557531.swc,22444,119079.0,1,1547,3097,1557,374240.0,385568.0,116226,353.798,6791840.0,7723140000.0,1602630000000.0,431786.0,610090.0,254,0.930681,6.22506,0.80943,100.894,96.7625,1.43255,28731557531
28743078088.swc,37793,67607.1,1,2622,5248,2632,561280.0,511776.0,115797,474.326,11483800.0,17752000000.0,8012630000000.0,546348.0,746794.0,306,0.928892,6.19703,0.818561,101.69,95.3769,1.67927,28743078088
28804314547.swc,20775,26552.7,1,1414,2821,1419,533600.0,418048.0,117282,340.621,6281230.0,6816890000.0,1460250000000.0,647918.0,863984.0,198,0.930168,6.35058,0.816633,100.206,94.0942,1.72263,28804314547
28829268388.swc,31039,106211.0,1,2241,4445,2259,424704.0,445984.0,115170,413.692,9376320.0,12505300000.0,3573900000000.0,362026.0,598659.0,196,0.925523,5.91924,0.794363,100.828,94.3736,1.8027,28829268388
28833823537.swc,15797,51471.9,1,1274,2514,1280,278368.0,374784.0,114609,389.163,4736340.0,5874770000.0,1393320000000.0,238645.0,470228.0,259,0.925936,5.18934,0.815574,100.617,94.1055,1.51208,28833823537
28862484869.swc,21250,25735.9,1,1562,3127,1569,447520.0,367424.0,115104,394.295,6416430.0,8149090000.0,1955290000000.0,316682.0,450399.0,214,0.930968,5.78862,0.796062,100.998,96.1838,1.71964,28862484869
28892914134.swc,44827,51471.9,1,3442,6871,3464,480224.0,550144.0,106755,381.05,13484600.0,16257200000.0,3016310000000.0,477070.0,631575.0,371,0.928051,5.50095,0.817384,100.709,95.2322,1.71865,28892914134
28903966576.swc,10856,115812.0,1,590,1158,594,364320.0,390144.0,115203,494.821,3339380.0,5467840000.0,1970430000000.0,316192.0,426258.0,97,0.93424,8.2038,0.790741,98.1279,92.9071,1.35752,28903966576
2893276289.swc,3645,115812.0,1,75,149,77,216288.0,224896.0,53031,596.953,1159210.0,2336920000.0,1425900000000.0,165352.0,226250.0,24,0.91019,23.4161,0.863422,102.096,88.6019,1.19175,2893276289
28949696072.swc,2378,102944.0,1,96,191,98,47552.0,194176.0,84282,551.225,745022.0,1331140000.0,470220000000.0,209618.0,262293.0,32,0.917194,11.4136,0.888604,110.888,96.7239,1.24676,28949696072
29135100819.swc,18509,39420.7,1,878,1759,885,476160.0,756608.0,115203,523.263,5735620.0,9738790000.0,3848790000000.0,688487.0,901614.0,176,0.92922,9.50199,0.79952,100.368,90.7882,1.73113,29135100819
29178771944.swc,12275,115812.0,1,556,1111,559,505184.0,596512.0,115005,446.626,3818320.0,5524530000.0,1883470000000.0,739984.0,892861.0,172,0.924846,10.0333,0.797905,101.044,93.7609,1.37362,29178771944
29241586087.swc,56895,39420.7,1,4878,9777,4931,247328.0,616320.0,108669,370.805,16982500.0,19746200000.0,3889460000000.0,395741.0,847900.0,568,0.92862,4.80065,0.838493,99.4498,94.0659,1.81568,29241586087
29250871523.swc,18707,4006410.0,1,1276,2522,1287,249856.0,431264.0,115038,566.657,5703930.0,10414600000.0,3765910000000.0,270340.0,403909.0,148,0.928661,6.34655,0.827744,101.258,94.2179,1.52128,29250871523
29255967417.swc,15313,1777600.0,1,1171,2349,1180,229856.0,326432.0,103851,363.22,4607330.0,5382800000.0,1222680000000.0,267203.0,359016.0,180,0.924512,5.50702,0.803966,100.778,96.3623,1.62795,29255967417
29325423864.swc,30606,65156.6,1,1554,3112,1560,605984.0,706944.0,118107,449.923,9414750.0,13608900000.0,4640110000000.0,491000.0,582992.0,158,0.928125,8.83033,0.815355,101.63,94.8262,1.79427,29325423864
29342973796.swc,8473,167284.0,1,101,203,103,169280.0,282016.0,105501,392.871,2702640.0,3407780000.0,1116080000000.0,188854.0,269785.0,21,0.92318,40.5172,0.934224,104.428,94.6271,1.47856,29342973796
29414285442.swc,22969,80475.0,1,1738,3478,1747,398784.0,502432.0,119625,475.428,6930370.0,10627000000.0,3174570000000.0,403211.0,504971.0,258,0.935201,5.59201,0.813629,98.4225,93.7005,1.5506,29414285442
29454613911.swc,13852,64339.8,1,683,1367,684,398144.0,366688.0,115038,462.601,4299240.0,6470950000.0,1860720000000.0,400672.0,631763.0,125,0.920371,9.13241,0.811102,102.831,95.7108,1.42099,29454613911
29472937020.swc,3682,78024.6,1,60,121,61,299488.0,383328.0,100221,720.928,1171040.0,2748440000.0,1403290000000.0,422951.0,473779.0,23,0.922935,29.4215,0.920929,107.18,100.271,1.28863,29472937020
29512857703.swc,26825,13684.8,1,1048,2059,1060,652288.0,825088.0,115269,616.091,8374630.0,16814100000.0,7230440000000.0,557636.0,805859.0,148,0.928779,11.8349,0.82472,100.081,91.1486,1.60576,29512857703
29548265340.swc,11899,968767.0,1,174,333,176,562016.0,518400.0,107712,524.918,3780240.0,6328630000.0,1664260000000.0,376102.0,555303.0,33,0.920212,34.3303,0.908453,97.1848,92.7372,1.55651,29548265340
29658882260.swc,15988,121621000.0,1,533,1063,537,474656.0,716128.0,117282,587.735,5023790.0,9605610000.0,3911920000000.0,581835.0,660117.0,82,0.924936,14.0075,0.820722,99.0044,92.2608,1.62195,29658882260
29731171963.swc,16002,64339.8,1,917,1836,920,469280.0,589760.0,115302,480.155,4928070.0,7621850000.0,1872510000000.0,567201.0,736165.0,238,0.925264,7.71133,0.825129,102.404,94.842,1.62198,29731171963
29750940884.swc,21955,54739.1,1,1862,3728,1868,349184.0,447136.0,92994,354.13,6546780.0,7470750000.0,1528880000000.0,315715.0,422772.0,277,0.933479,4.886,0.82653,100.755,97.6573,1.75029,29750940884
29759263767.swc,29801,2029030.0,1,1328,2644,1335,600128.0,758368.0,115335,578.651,9280330.0,17614600000.0,7905060000000.0,429714.0,674590.0,129,0.929315,10.1865,0.791988,100.625,93.5062,1.80182,29759263767
29805811859.swc,11552,106211.0,1,669,1331,674,287776.0,308224.0,117480,472.57,3541580.0,5310730000.0,1287350000000.0,240161.0,433423.0,108,0.923342,7.65515,0.827289,100.588,93.3329,1.38031,29805811859
29837452246.swc,2770,26552.7,1,47,95,48,220864.0,220768.0,115599,650.959,889090.0,1985740000.0,1069400000000.0,162869.0,213661.0,19,0.933154,28.1474,0.963146,103.454,98.952,1.3569,29837452246
29847863137.swc,15238,106211.0,1,473,948,475,488288.0,633728.0,115929,524.78,4784520.0,8251650000.0,3503100000000.0,407800.0,557715.0,91,0.926788,15.0728,0.824899,104.117,94.8194,1.57858,29847863137
29877429820.swc,12049,115812.0,1,460,922,462,396672.0,445088.0,116358,437.428,3750240.0,5216830000.0,1578910000000.0,324564.0,450644.0,92,0.918907,12.0672,0.817651,103.452,95.5451,1.42782,29877429820
29919933680.swc,14309,78024.6,1,395,780,400,290496.0,402944.0,114741,484.505,4489390.0,6990570000.0,2675890000000.0,269487.0,605319.0,67,0.928568,17.0051,0.857931,103.477,92.5768,1.6342,29919933680
29935146387.swc,10892,115812.0,1,473,949,477,351008.0,407776.0,121704,481.767,3376140.0,5196570000.0,1592440000000.0,478070.0,569971.0,119,0.923009,10.4721,0.828552,98.8637,91.1694,1.3724,29935146387
30124113053.swc,10618,119079.0,1,493,989,497,256256.0,242272.0,119493,537.602,3302990.0,5795430000.0,2435520000000.0,251370.0,474899.0,115,0.926417,9.68756,0.812125,100.342,94.5943,1.35334,30124113053
30129939079.swc,52978,25735.9,1,4096,8200,4136,1039300.0,579296.0,106722,366.499,15878900.0,18320500000.0,3537540000000.0,928903.0,1307130.0,349,0.930361,5.44354,0.830461,100.26,94.7538,1.79725,30129939079
30232058166.swc,6329,64339.8,1,498,996,505,117856.0,270208.0,86130,428.953,1911260.0,2621120000.0,626408000000.0,180342.0,239579.0,109,0.928361,5.27912,0.822219,101.213,94.0241,1.46457,30232058166
30298595505.swc,21931,24026300.0,1,855,1687,863,369216.0,484256.0,124278,591.414,6857330.0,13247000000.0,5332380000000.0,342255.0,450303.0,121,0.928149,11.802,0.849567,98.2228,90.032,1.5432,30298595505
30348487646.swc,11035,115812.0,1,768,1539,772,312288.0,268992.0,85734,403.273,3349920.0,4314020000.0,824663000000.0,201470.0,285543.0,125,0.921327,6.16569,0.812881,100.453,94.2342,1.5102,30348487646
30443656692.swc,17036,1381350.0,1,835,1672,838,323040.0,324640.0,116226,474.48,5263080.0,8103270000.0,2949850000000.0,324709.0,469810.0,113,0.930566,9.18541,0.816682,102.178,95.2884,1.43492,30443656692
30522589039.swc,27677,26552.7,1,1836,3668,1844,737824.0,678144.0,105468,364.555,8384910.0,9674270000.0,1800700000000.0,630888.0,868570.0,231,0.928753,6.51581,0.815272,101.43,96.0504,1.75192,30522589039
30605740749.swc,7862,102944.0,1,234,459,239,278048.0,223552.0,119526,493.373,2475120.0,3962760000.0,1456820000000.0,225902.0,369103.0,45,0.92607,15.9412,0.80801,101.494,90.293,1.26327,30605740749
30621102246.swc,21294,78024.6,1,1113,2227,1120,434720.0,457536.0,122133,420.608,6563630.0,8901780000.0,2061170000000.0,368095.0,541718.0,190,0.922345,8.55411,0.838122,100.814,95.0806,1.51814,30621102246
30633716532.swc,19197,116628.0,1,279,562,283,593024.0,656512.0,124311,732.505,6106710.0,14401400000.0,5742620000000.0,460089.0,752435.0,48,0.941239,33.1566,0.927114,102.123,90.3827,1.45115,30633716532
30651369327.swc,29662,80475.0,1,1647,3300,1655,743936.0,727456.0,119493,446.607,9104660.0,13104800000.0,4661770000000.0,513872.0,800719.0,324,0.928278,7.98545,0.824298,101.513,95.7068,1.7971,30651369327
30780982844.swc,40484,51471.9,1,3405,6817,3430,530688.0,597600.0,173382,386.773,12079900.0,14673900000.0,3357810000000.0,595166.0,819521.0,683,0.93035,4.92973,0.818953,99.965,94.6172,1.72708,30780982844
30922643592.swc,19708,64339.8,1,1264,2532,1275,713024.0,349792.0,174207,467.365,5993870.0,9046300000.0,2802830000000.0,412494.0,827985.0,211,0.93307,6.76975,0.825098,100.815,95.3302,1.4928,30922643592
30926234328.swc,6430,12868.0,1,155,311,156,421120.0,345824.0,115764,561.548,2026290.0,3682730000.0,2260250000000.0,375394.0,478248.0,32,0.925746,19.672,0.83461,103.215,93.0188,1.27444,30926234328
30928496018.swc,6009,1457350.0,1,267,535,268,341376.0,311264.0,121836,523.898,1864220.0,3151940000.0,1069400000000.0,233015.0,282827.0,63,0.919262,10.2299,0.83095,98.7378,95.0774,1.42911,30928496018
3092857158.swc,3681,78024.6,1,114,229,116,163648.0,151008.0,54978,565.047,1155600.0,2195700000.0,1571930000000.0,181990.0,248531.0,26,0.928775,15.0262,0.89319,107.767,91.2077,1.2633,3092857158
30945376646.swc,48886,64339.8,1,3963,7935,4001,527424.0,664416.0,91608,468.856,14738700.0,22203300000.0,8079140000000.0,677509.0,921583.0,616,0.93131,5.14379,0.831796,100.176,94.3342,1.91318,30945376646
30958677366.swc,11232,106211.0,1,151,304,153,390656.0,378816.0,119526,577.776,3580100.0,6709580000.0,2353570000000.0,330813.0,437240.0,26,0.928893,35.9441,0.929417,103.619,94.4697,1.54049,30958677366
31041099265.swc,22019,994100.0,1,1484,2961,1494,311744.0,462528.0,124377,490.375,6728130.0,10948800000.0,4142030000000.0,263948.0,391428.0,143,0.924074,6.4002,0.826905,100.763,95.1144,1.706,31041099265
31076362091.swc,54658,119079.0,1,4411,8842,4435,619072.0,410464.0,91113,361.615,16343400.0,18685300000.0,4775150000000.0,362318.0,504223.0,416,0.929148,5.17937,0.81793,100.934,95.3019,1.98458,31076362091
3112628145.swc,1361,136031.0,1,29,59,30,66176.0,76384.0,45144,525.502,431210.0,727717000.0,252995000000.0,68106.9,130375.0,13,0.900595,22.0508,0.961415,105.479,102.516,1.37021,3112628145
31178422482.swc,44582,106211.0,1,3887,7756,3925,337248.0,563456.0,162822,390.99,13321400.0,16505000000.0,4129650000000.0,434552.0,567202.0,438,0.929311,4.71583,0.826416,99.3216,94.6407,1.75143,31178422482
31207244364.swc,38402,67607.1,1,2989,5985,3003,482816.0,529696.0,119328,420.582,11578200.0,15945000000.0,5504210000000.0,495301.0,707912.0,456,0.928888,5.41186,0.82696,100.169,95.3863,1.84589,31207244364
31221845582.swc,43599,67607.1,1,3473,6877,3503,586976.0,461696.0,91707,443.836,13079400.0,18356300000.0,4481130000000.0,532219.0,985726.0,623,0.931661,5.26799,0.839134,98.6647,93.2076,1.62714,31221845582
31265606380.swc,821,13684.8,1,39,79,41,81984.0,80608.0,24816,755.388,258781.0,641853000.0,331533000000.0,85313.0,115072.0,23,0.922146,9.32911,0.885547,103.031,94.7207,1.31748,31265606380
31307174281.swc,8276,12868.0,1,160,321,161,313344.0,226048.0,102003,416.316,2604490.0,3423970000.0,1004020000000.0,235650.0,491362.0,43,0.924648,24.7788,0.871426,107.205,99.3762,1.26449,31307174281
31367593179.swc,26685,1492680.0,1,1983,3958,1995,500160.0,391456.0,108438,393.689,8027490.0,10207400000.0,2451610000000.0,450941.0,602535.0,289,0.932867,5.71854,0.82662,100.38,93.5693,1.55412,31367593179
31484825061.swc,4663,102944.0,1,362,721,365,169120.0,157504.0,28611,496.068,1415930.0,2330730000.0,892795000000.0,115862.0,155505.0,115,0.929627,5.42718,0.812715,102.485,97.4151,1.49631,31484825061
31702627129.swc,37530,67607.1,1,3043,6091,3076,349216.0,394336.0,85767,401.966,11265300.0,14524900000.0,4473590000000.0,382699.0,587313.0,391,0.9329,5.14431,0.832595,99.4823,94.7306,1.86673,31702627129
31746475332.swc,3016,26552.7,1,205,409,209,152576.0,108960.0,27654,549.832,922011.0,1679250000.0,916858000000.0,120261.0,175845.0,70,0.925691,6.29829,0.809334,96.6899,92.572,1.38124,31746475332
31854797989.swc,17017,157683.0,1,830,1656,834,321152.0,499456.0,123981,463.409,5253940.0,7869920000.0,2276070000000.0,317313.0,461160.0,86,0.927039,9.14493,0.804216,101.189,92.4406,1.63622,31854797989
31917189424.swc,16850,102944.0,1,624,1249,625,738688.0,526528.0,120417,532.12,5252840.0,8966780000.0,2465050000000.0,594774.0,786413.0,133,0.924496,12.49,0.811798,101.159,93.8353,1.48452,31917189424
3199387346.swc,4001,102944.0,1,164,325,168,254336.0,129376.0,50028,552.62,1242150.0,2262520000.0,1232220000000.0,255579.0,361319.0,64,0.921861,11.1815,0.844869,107.768,96.5011,1.29397,3199387346
32020271757.swc,4623,51471.9,1,204,399,211,211520.0,185920.0,93390,382.187,1435500.0,1805870000.0,480089000000.0,226391.0,371066.0,65,0.929611,10.391,0.855845,101.152,92.8939,1.36812,32020271757
3210497435.swc,14693,148899.0,1,879,1745,888,430624.0,515648.0,174570,471.913,4484030.0,6743500000.0,1951690000000.0,542856.0,755360.0,231,0.924944,7.28138,0.856652,100.573,94.8871,1.40809,3210497435
32107731363.swc,18233,116628.0,1,1222,2435,1230,712960.0,516480.0,119559,417.89,5529170.0,7425200000.0,1915690000000.0,532623.0,894666.0,354,0.923549,6.4386,0.835219,101.291,94.1101,1.51173,32107731363
32121048480.swc,20672,115812.0,1,1033,2068,1036,669696.0,528480.0,121968,434.674,6370700.0,8782330000.0,2238860000000.0,559764.0,960541.0,216,0.924032,8.99323,0.826766,100.313,93.6282,1.50576,32121048480
32197587647.swc,29179,106211.0,1,2270,4551,2284,373056.0,395744.0,86130,399.252,8796080.0,11536500000.0,3037470000000.0,307762.0,475521.0,256,0.931291,5.36871,0.82708,100.543,96.371,1.75037,32197587647
32296026428.swc,17002,7128760.0,1,942,1861,950,673056.0,471136.0,119394,484.248,5220940.0,8189880000.0,2212650000000.0,410333.0,564569.0,172,0.923578,8.02902,0.835425,99.973,92.0851,1.4525,32296026428
32341611125.swc,18481,78024.6,1,1035,2067,1043,724384.0,414528.0,119592,440.109,5653120.0,7996690000.0,2023430000000.0,568050.0,727475.0,217,0.922532,7.90808,0.839154,100.831,95.1149,1.48161,32341611125
32370068278.swc,37002,54739.1,1,1630,3250,1646,1381890.0,630816.0,122001,482.061,11507200.0,17785600000.0,4965720000000.0,942891.0,1406680.0,179,0.921294,10.3123,0.81762,101.742,94.4742,1.66078,32370068278
32384055580.swc,10748,78024.6,1,711,1424,714,249888.0,287040.0,119625,468.905,3269260.0,5044650000.0,2036090000000.0,174773.0,383676.0,136,0.927901,6.54424,0.827735,99.5243,93.9427,1.53077,32384055580
32398204086.swc,20823,106211.0,1,786,1573,790,626912.0,436256.0,122100,423.502,6469600.0,8729070000.0,2142770000000.0,383080.0,899721.0,141,0.918246,12.199,0.831143,102.351,95.2127,1.48875,32398204086
32413681308.swc,16717,116628.0,1,1073,2144,1079,637888.0,440768.0,119394,472.632,5081630.0,7736380000.0,2468470000000.0,528276.0,737544.0,329,0.923797,6.78265,0.855803,100.712,94.5875,1.62625,32413681308
32442328001.swc,39217,51471.9,1,2260,4504,2277,1109500.0,803104.0,119394,517.725,12089000.0,20383000000.0,6693700000000.0,938652.0,1211070.0,286,0.922865,7.67251,0.834442,100.625,93.8491,1.78502,32442328001
32689085170.swc,1881,12868.0,1,39,79,40,122336.0,179776.0,115764,487.53,597036.0,989777000.0,442570000000.0,150623.0,246515.0,28,0.939951,22.7975,0.875237,104.37,86.5788,1.27487,32689085170
32718477148.swc,20362,51471.9,1,814,1623,821,657120.0,480640.0,115830,441.295,6337320.0,8947360000.0,2252160000000.0,656514.0,824930.0,145,0.92313,11.5176,0.810398,101.666,94.6929,1.50448,32718477148
32735911718.swc,40804,26552.7,1,2864,5729,2882,803008.0,520512.0,118866,466.338,12384200.0,18668100000.0,5208670000000.0,558100.0,679788.0,316,0.92857,6.10578,0.837275,101.067,95.2639,1.87281,32735911718
32749241799.swc,18404,64339.8,1,1102,2212,1112,954848.0,460768.0,116127,434.877,5606560.0,7845080000.0,2184580000000.0,674479.0,970819.0,297,0.933408,7.31555,0.827045,101.631,95.1053,1.61851,32749241799
3282641263.swc,6198,54739.1,1,122,239,125,225344.0,322976.0,57090,580.229,1962710.0,3828600000.0,2035460000000.0,242928.0,449904.0,26,0.911412,24.4561,0.963003,99.0116,91.4231,1.37521,3282641263
