Neuron,Radius_0,Radius_20,Radius_40,Radius_60,Radius_80,Radius_100,Radius_120,Radius_140,Radius_160,Radius_180,Radius_200,Radius_220,Radius_240,Radius_260,Radius_280,Radius_300,Radius_320,Radius_340,Radius_360,Radius_380,Radius_400,Radius_420,Radius_440,Radius_460,Radius_480,Radius_500,Radius_520,Radius_540,Radius_560,Radius_580,Radius_600,Radius_620,Radius_640,Radius_660,Radius_680,Radius_700,Radius_720,Radius_740,Radius_760,Radius_780,Radius_800,Radius_820,Radius_840,Radius_860,Radius_880,Radius_900,Radius_920,Radius_940,Radius_960,Radius_980,Radius_1000,Radius_1020,Radius_1040,Radius_1060,Radius_1080,Radius_1100,Radius_1120,Radius_1140,Radius_1160,Radius_1180,Radius_1200,Radius_1220,Radius_1240,Radius_1260,Radius_1280,Radius_1300,Radius_1320,Radius_1340,Radius_1360,Radius_1380,Radius_1400,Radius_1420,Radius_1440,Radius_1460,Radius_1480,Radius_1500,Radius_1520,Radius_1540,Radius_1560,Radius_1580,Radius_1600,Radius_1620,Radius_1640,Radius_1660,Radius_1680,Radius_1700,Radius_1720,Radius_1740,Radius_1760,Radius_1780,Radius_1800,Radius_1820,Radius_1840
2119088725_sort.swc,344.0,1269.0,5021.0,7889.0,7868.0,6850.0,7062.0,5991.0,5488.0,5007.0,3959.0,3399.0,3098.0,2418.0,1776.0,1048.0,1015.0,1077.0,735.0,428.0,237.0,199.0,285.0,249.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28539934192_sort.swc,438.0,1662.0,5505.0,7847.0,6196.0,5477.0,4648.0,4180.0,3374.0,2821.0,2499.0,2473.0,1936.0,825.0,400.0,342.0,365.0,419.0,536.0,731.0,644.0,466.0,481.0,358.0,194.0,168.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30836190158_sort.swc,386.0,1573.0,2307.0,2448.0,2436.0,1572.0,740.0,278.0,312.0,260.0,250.0,253.0,242.0,207.0,112.0,82.0,75.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33213670050_sort.swc,313.0,1063.0,1889.0,2352.0,1529.0,781.0,554.0,507.0,438.0,411.0,282.0,268.0,279.0,265.0,371.0,323.0,69.0,77.0,79.0,82.0,104.0,96.0,80.0,83.0,75.0,87.0,77.0,75.0,70.0,89.0,85.0,80.0,92.0,88.0,70.0,69.0,85.0,67.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35761633582_sort.swc,313.0,1143.0,1892.0,2625.0,2428.0,1899.0,1743.0,1475.0,1060.0,550.0,226.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4038943832_sort.swc,254.0,1606.0,4156.0,6831.0,5745.0,4921.0,4069.0,2883.0,2798.0,2441.0,2304.0,1145.0,961.0,461.0,440.0,335.0,326.0,284.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4915850339_sort.swc,306.0,955.0,1994.0,2722.0,2472.0,1962.0,1721.0,1380.0,1230.0,908.0,714.0,506.0,338.0,288.0,239.0,201.0,275.0,523.0,424.0,235.0,190.0,273.0,169.0,101.0,75.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36241582340_sort.swc,612.0,2633.0,3526.0,3830.0,3594.0,2240.0,1508.0,1129.0,465.0,170.0,164.0,185.0,144.0,134.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37466357457_sort.swc,322.0,2780.0,6015.0,7450.0,5918.0,4864.0,3965.0,3948.0,2353.0,1641.0,1160.0,871.0,602.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29047947225_sort.swc,259.0,1261.0,1059.0,1065.0,974.0,542.0,192.0,199.0,584.0,380.0,94.0,77.0,215.0,175.0,475.0,130.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32018549008_sort.swc,231.0,834.0,1005.0,853.0,711.0,687.0,668.0,343.0,532.0,469.0,416.0,466.0,341.0,166.0,88.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37723073321_sort.swc,248.0,699.0,1099.0,1053.0,403.0,264.0,92.0,80.0,73.0,79.0,82.0,75.0,72.0,79.0,75.0,198.0,112.0,79.0,69.0,66.0,108.0,160.0,147.0,68.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4359406197_sort.swc,245.0,1397.0,3307.0,4192.0,4678.0,2530.0,2120.0,1619.0,1219.0,1025.0,852.0,666.0,652.0,462.0,211.0,170.0,124.0,98.0,110.0,76.0,84.0,79.0,84.0,76.0,94.0,102.0,77.0,107.0,273.0,116.0,79.0,71.0,80.0,74.0,86.0,82.0,92.0,73.0,93.0,81.0,67.0,79.0,70.0,70.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6428718130_sort.swc,252.0,932.0,1586.0,1899.0,1575.0,1019.0,737.0,720.0,639.0,575.0,437.0,564.0,233.0,226.0,245.0,205.0,154.0,187.0,163.0,179.0,196.0,169.0,167.0,166.0,140.0,93.0,158.0,156.0,147.0,128.0,111.0,150.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
446295770_sort.swc,527.0,622.0,2005.0,2088.0,1368.0,1142.0,929.0,792.0,845.0,391.0,234.0,230.0,225.0,193.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29591147415_sort.swc,412.0,1554.0,4660.0,4806.0,3706.0,3196.0,2839.0,2241.0,1327.0,997.0,848.0,658.0,382.0,230.0,215.0,203.0,209.0,171.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23227840851_sort.swc,276.0,675.0,2099.0,3712.0,3365.0,3161.0,2904.0,2800.0,2499.0,2011.0,1816.0,1699.0,1273.0,706.0,580.0,432.0,250.0,191.0,144.0,131.0,140.0,169.0,108.0,98.0,123.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4361712942_sort.swc,538.0,1592.0,3989.0,6728.0,7736.0,6822.0,7081.0,6673.0,6090.0,4414.0,3898.0,2791.0,2097.0,1462.0,1051.0,1070.0,799.0,801.0,732.0,698.0,452.0,380.0,315.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38057757085_sort.swc,320.0,1281.0,1650.0,1525.0,1038.0,860.0,546.0,310.0,454.0,487.0,611.0,387.0,305.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31244957906_sort.swc,517.0,883.0,1365.0,1572.0,2161.0,2142.0,2148.0,939.0,586.0,701.0,669.0,350.0,229.0,77.0,84.0,139.0,89.0,96.0,90.0,82.0,67.0,68.0,100.0,84.0,81.0,83.0,70.0,89.0,75.0,67.0,75.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30945376646_sort.swc,246.0,1284.0,3501.0,4716.0,4779.0,3876.0,2960.0,3520.0,3623.0,3140.0,3160.0,2624.0,2034.0,1333.0,1497.0,1154.0,942.0,854.0,835.0,906.0,803.0,470.0,203.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5898892521_sort.swc,171.0,1034.0,2017.0,2578.0,2264.0,2332.0,1264.0,784.0,816.0,613.0,468.0,325.0,269.0,200.0,184.0,115.0,118.0,182.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29251426700_sort.swc,304.0,940.0,2123.0,4376.0,3038.0,2788.0,1930.0,1400.0,1641.0,1453.0,1659.0,1464.0,759.0,531.0,253.0,217.0,218.0,198.0,255.0,202.0,165.0,155.0,207.0,207.0,195.0,171.0,186.0,150.0,160.0,166.0,133.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3024860521_sort.swc,487.0,1592.0,3023.0,2161.0,1460.0,1100.0,463.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2863212347_sort.swc,287.0,1466.0,3736.0,3865.0,2911.0,2972.0,3053.0,2899.0,2073.0,1833.0,885.0,844.0,529.0,496.0,350.0,345.0,727.0,648.0,755.0,223.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11537871849_sort.swc,209.0,1088.0,3653.0,6609.0,6608.0,4244.0,4102.0,4177.0,3380.0,2411.0,2120.0,1595.0,1378.0,1260.0,1352.0,1041.0,993.0,995.0,744.0,426.0,219.0,170.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30197367225_sort.swc,459.0,1189.0,1951.0,2593.0,2241.0,1208.0,956.0,644.0,410.0,333.0,270.0,102.0,85.0,82.0,229.0,143.0,72.0,68.0,68.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31877913765_sort.swc,279.0,945.0,1456.0,2010.0,1733.0,1361.0,1399.0,1075.0,1014.0,756.0,891.0,709.0,648.0,1094.0,704.0,279.0,360.0,522.0,417.0,471.0,488.0,487.0,399.0,347.0,244.0,203.0,222.0,243.0,219.0,197.0,165.0,220.0,230.0,186.0,236.0,208.0,314.0,208.0,235.0,212.0,211.0,183.0,109.0,78.0,105.0,121.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4099041351_sort.swc,316.0,1256.0,2309.0,2473.0,2003.0,1437.0,935.0,591.0,330.0,406.0,405.0,222.0,205.0,189.0,119.0,119.0,140.0,121.0,97.0,117.0,120.0,125.0,89.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29585527047_sort.swc,328.0,1488.0,2983.0,2681.0,2182.0,1600.0,1094.0,685.0,606.0,510.0,521.0,397.0,445.0,372.0,254.0,96.0,117.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29745057529_sort.swc,276.0,830.0,1156.0,1468.0,1121.0,1160.0,363.0,203.0,69.0,73.0,71.0,74.0,84.0,89.0,74.0,104.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2276967555_sort.swc,224.0,1160.0,3573.0,5840.0,6815.0,5170.0,4458.0,4175.0,3346.0,3270.0,2970.0,2067.0,2675.0,2043.0,1755.0,1765.0,984.0,343.0,160.0,68.0,209.0,102.0,76.0,71.0,67.0,76.0,76.0,74.0,75.0,83.0,80.0,76.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32080764142_sort.swc,251.0,1291.0,5317.0,4115.0,2868.0,2206.0,2266.0,1587.0,1335.0,654.0,653.0,562.0,549.0,447.0,323.0,426.0,400.0,119.0,345.0,88.0,89.0,117.0,104.0,229.0,291.0,106.0,80.0,83.0,83.0,76.0,80.0,90.0,78.0,82.0,95.0,151.0,223.0,577.0,75.0,72.0,82.0,90.0,99.0,124.0,116.0,125.0,76.0,75.0,72.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3125169351_sort.swc,453.0,1563.0,2220.0,2331.0,2103.0,2210.0,1297.0,477.0,284.0,232.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
