Layer,Boundary,Soma_X,Soma_Y
layer_5,left,1.3944207175033936,1.35178
layer_5,right,2.1145452717309854,1.35178
layer_5,left,1.3952610453771035,1.35229
layer_5,right,2.115001748824572,1.35229
layer_5,left,1.395476035453551,1.35242
layer_5,right,2.115129836806327,1.35242
layer_5,left,1.3957912508770394,1.35261
layer_5,right,2.1153402378699204,1.35261
layer_5,left,1.3974778975481548,1.35363
layer_5,right,2.1164135183638044,1.35363
layer_5,left,1.3976428587797471,1.35373
layer_5,right,2.1165301294123595,1.35373
layer_5,left,1.398384367685132,1.35418
layer_5,right,2.117029929334823,1.35418
layer_5,left,1.4011124643268238,1.35584
layer_5,right,2.1188426488888874,1.35584
layer_5,left,1.4011622171539753,1.35587
layer_5,right,2.1188702309213956,1.35587
layer_5,left,1.4025785155972603,1.35674
layer_5,right,2.1199109906395397,1.35674
layer_5,left,1.403732699533646,1.35744
layer_5,right,2.12062127801889,1.35744
layer_5,left,1.4037825103730566,1.35747
layer_5,right,2.120649189187826,1.35747
layer_5,left,1.404834359847251,1.35811
layer_5,right,2.121328038765373,1.35811
layer_5,left,1.4070684085160103,1.35946
layer_5,right,2.1226602742814906,1.35946
layer_5,left,1.4075944125727151,1.35978
layer_5,right,2.123001876000049,1.35978
layer_5,left,1.4102884514506675,1.36141
layer_5,right,2.12464359185898,1.36141
layer_5,left,1.4105504396072122,1.36157
layer_5,right,2.124820019625832,1.36157
layer_5,left,1.4116354487845724,1.36224
layer_5,right,2.125639842169923,1.36224
layer_5,left,1.4118958420969707,1.3624
layer_5,right,2.125828501531593,1.3624
layer_5,left,1.411945828639062,1.36243
layer_5,right,2.125855644141587,1.36243
layer_5,left,1.4149616017770335,1.36426
layer_5,right,2.127743420896442,1.36426
layer_5,left,1.4154216695590696,1.36454
layer_5,right,2.128043718737436,1.36454
layer_5,left,1.4178139740418616,1.36598
layer_5,right,2.12934608645198,1.36598
layer_5,left,1.417981029559185,1.36608
layer_5,right,2.1294273687218293,1.36608
layer_5,left,1.4180808290148175,1.36614
layer_5,right,2.129479915803268,1.36614
layer_5,left,1.4181458679421064,1.36618
layer_5,right,2.1295282297392704,1.36618
layer_5,left,1.4182923245014356,1.36627
layer_5,right,2.129636771973315,1.36627
layer_5,left,1.4184552548400937,1.36637
layer_5,right,2.129757129574185,1.36637
layer_5,left,1.4188698347438835,1.36662
layer_5,right,2.1299875771752093,1.36662
layer_5,left,1.4190366826665564,1.36672
layer_5,right,2.1300691070811157,1.36672
layer_5,left,1.4197789729214894,1.36717
layer_5,right,2.1305275219172484,1.36717
layer_5,left,1.420139612904542,1.36739
layer_5,right,2.1307897973469596,1.36739
layer_5,left,1.4204033892994161,1.36755
layer_5,right,2.13096789811673,1.36755
layer_5,left,1.4214624709372243,1.36819
layer_5,right,2.131710137113509,1.36819
layer_5,left,1.4216288929621965,1.36829
layer_5,right,2.1318143291461698,1.36829
layer_5,left,1.4216788183943743,1.36832
layer_5,right,2.1318499944007256,1.36832
layer_5,left,1.4217787436433322,1.36838
layer_5,right,2.13192133497141,1.36838
layer_5,left,1.4226958037103896,1.36893
layer_5,right,2.1324436270872353,1.36893
layer_5,left,1.4233331506912732,1.36931
layer_5,right,2.1328958592863425,1.36931
layer_5,left,1.4235520691112074,1.36944
layer_5,right,2.133050934599333,1.36944
layer_5,left,1.4253891589327365,1.37053
layer_5,right,2.134207274179788,1.37053
layer_5,left,1.4255425568331965,1.37062
layer_5,right,2.1343156264953627,1.37062
layer_5,left,1.4269460757710706,1.37146
layer_5,right,2.135005104312784,1.37146
layer_5,left,1.4271446685721791,1.37158
layer_5,right,2.135084807852511,1.37158
layer_5,left,1.4275836532993325,1.37184
layer_5,right,2.135342758881572,1.37184
layer_5,left,1.4278540602807162,1.372
layer_5,right,2.1355020565570606,1.372
layer_5,left,1.4285563458454558,1.37242
layer_5,right,2.135850635765181,1.37242
layer_5,left,1.4325265083455765,1.37478
layer_5,right,2.1379667268038585,1.37478
layer_5,left,1.433361663514468,1.37526
layer_5,right,2.138559882456016,1.37526
layer_5,left,1.4336945996011814,1.37546
layer_5,right,2.1387105971869227,1.37546
layer_5,left,1.433903969073249,1.37558
layer_5,right,2.1388603118848923,1.37558
layer_5,left,1.4363911600710766,1.37706
layer_5,right,2.140112023344589,1.37706
layer_5,left,1.437002932660545,1.37744
layer_5,right,2.1402818145231954,1.37744
layer_5,left,1.438390844127793,1.37827
layer_5,right,2.1409458367355687,1.37827
layer_5,left,1.4385493134410114,1.37837
layer_5,right,2.1409792055360324,1.37837
layer_5,left,1.438644268420581,1.37843
layer_5,right,2.14099885798314,1.37843
layer_5,left,1.4391266063570827,1.37872
layer_5,right,2.1412176313234337,1.37872
layer_5,left,1.4397504703948176,1.3791
layer_5,right,2.141462249027947,1.3791
layer_5,left,1.440231215690215,1.37939
layer_5,right,2.141673079310257,1.37939
layer_5,left,1.4409730741896223,1.37981
layer_5,right,2.142211985402502,1.37981
layer_5,left,1.4415110894271803,1.38013
layer_5,right,2.142481797159089,1.38013
layer_5,left,1.4421748722014016,1.38051
layer_5,right,2.142931876638235,1.38051
layer_5,left,1.4429038844858146,1.38093
layer_5,right,2.1434058285324875,1.38093
layer_5,left,1.4471780523891493,1.38349
layer_5,right,2.1454244240640783,1.38349
layer_5,left,1.4472325005778823,1.38352
layer_5,right,2.1454707306869816,1.38352
layer_5,left,1.449328915498549,1.3848
layer_5,right,2.1463491286430885,1.3848
layer_5,left,1.4495807638523888,1.38496
layer_5,right,2.1464191909139374,1.38496
layer_5,left,1.4498066453997915,1.38509
layer_5,right,2.1465765448627248,1.38509
layer_5,left,1.4499723265590672,1.38518
layer_5,right,2.1467288061824443,1.38518
layer_5,left,1.4502118932313517,1.38531
layer_5,right,2.146950144420749,1.38531
layer_5,left,1.4531980062074208,1.38707
layer_5,right,2.1488857589114434,1.38707
layer_5,left,1.454071720153539,1.38755
layer_5,right,2.1496953578305544,1.38755
layer_5,left,1.456819762434269,1.38909
layer_5,right,2.1521809915578434,1.38909
layer_5,left,1.4568774801319877,1.38912
layer_5,right,2.1522446118278866,1.38912
layer_5,left,1.4574763958966925,1.38944
layer_5,right,2.152871957894408,1.38944
layer_5,left,1.4576697745117098,1.38954
layer_5,right,2.153087409566127,1.38954
layer_5,left,1.4586460780367783,1.39011
layer_5,right,2.153967192292735,1.39011
layer_5,left,1.4588269743433542,1.39021
layer_5,right,2.1541534040607537,1.39021
layer_5,left,1.459467538829441,1.39056
layer_5,right,2.154831561818895,1.39056
layer_5,left,1.4595262877059643,1.39059
layer_5,right,2.154899548340169,1.39059
layer_5,left,1.4597545984102505,1.39072
layer_5,right,2.1551315801570587,1.39072
layer_5,left,1.4642296597915403,1.39318
layer_5,right,2.1602651564557647,1.39318
layer_5,left,1.465831281262421,1.39402
layer_5,right,2.1622536445211114,1.39402
layer_5,left,1.4663266487149031,1.3943
layer_5,right,2.162891472467577,1.3943
layer_5,left,1.4673486862492269,1.39482
layer_5,right,2.1641814855760177,1.39482
layer_5,left,1.4699865326497124,1.39622
layer_5,right,2.1676362531822444,1.39622
layer_5,left,1.4702852904251646,1.39638
layer_5,right,2.168035961234103,1.39638
layer_5,left,1.4706203633076296,1.39654
layer_5,right,2.1684577214332466,1.39654
layer_5,left,1.4715036529933494,1.39696
layer_5,right,2.1695692624857825,1.39696
layer_5,left,1.473739575344775,1.39805
layer_5,right,2.1724376597120254,1.39805
layer_5,left,1.474109897625556,1.39824
layer_5,right,2.1729296527987643,1.39824
layer_5,left,1.4744646465279283,1.39843
layer_5,right,2.173414268369161,1.39843
layer_5,left,1.476012254559921,1.39923
layer_5,right,2.1754896293003054,1.39923
layer_5,left,1.4762227078493988,1.39933
layer_5,right,2.175758583839725,1.39933
layer_5,left,1.4782328308286505,1.40035
layer_5,right,2.178433330899098,1.40035
layer_5,left,1.4793610869549005,1.40093
layer_5,right,2.179946812518121,1.40093
layer_5,left,1.4795577249116405,1.40102
layer_5,right,2.1801943632091625,1.40102
layer_5,left,1.48034628676207,1.40141
layer_5,right,2.181230038002431,1.40141
layer_5,left,1.4817290669515366,1.40208
layer_5,right,2.183026448380608,1.40208
layer_5,left,1.4831132811645789,1.40275
layer_5,right,2.184823843988684,1.40275
layer_5,left,1.4832682786687068,1.40282
layer_5,right,2.1850171169924417,1.40282
layer_5,left,1.4834011934718834,1.40288
layer_5,right,2.185182699046082,1.40288
layer_5,left,1.4834676708002583,1.40291
layer_5,right,2.18526546072673,1.40291
layer_5,left,1.4837977809974943,1.40307
layer_5,right,2.185694192102903,1.40307
layer_5,left,1.4839937078193393,1.40317
layer_5,right,2.1859568844974135,1.40317
layer_5,left,1.4842745937122026,1.4033
layer_5,right,2.1863115523425827,1.4033
layer_5,left,1.4857459763985947,1.40403
layer_5,right,2.18825056344618,1.40403
layer_5,left,1.4858050624236419,1.40406
layer_5,right,2.188329618719491,1.40406
layer_5,left,1.4876453986750724,1.40496
layer_5,right,2.19073345680104,1.40496
layer_5,left,1.4877801357692735,1.40502
layer_5,right,2.1908987488256955,1.40502
layer_5,left,1.4887664136510395,1.4055
layer_5,right,2.1921823585185387,1.4055
layer_5,left,1.4900533202242914,1.40611
layer_5,right,2.1938243411430443,1.40611
layer_5,left,1.4905730516438327,1.40634
layer_5,right,2.1944521323409556,1.40634
layer_5,left,1.4910700368941388,1.40656
layer_5,right,2.1950496228723737,1.40656
layer_5,left,1.4920402861384376,1.40704
layer_5,right,2.196325342639883,1.40704
layer_5,left,1.493071498144776,1.40752
layer_5,right,2.1976112212450105,1.40752
layer_5,left,1.4938258795705097,1.40787
layer_5,right,2.19854614065876,1.40787
layer_5,left,1.496944842793023,1.40934
layer_5,right,2.202454669105381,1.40934
layer_5,left,1.4976951133160237,1.4097
layer_5,right,2.203413455086952,1.4097
layer_5,left,1.4977571898758928,1.40973
layer_5,right,2.2034935353637506,1.40973
layer_5,left,1.4987771567142043,1.41018
layer_5,right,2.2046668287825244,1.41018
layer_5,left,1.4989809434003165,1.41027
layer_5,right,2.204899427036119,1.41027
layer_5,left,1.4990433056829353,1.4103
layer_5,right,2.2049793341848245,1.4103
layer_5,left,1.4997940561291163,1.41066
layer_5,right,2.2059391059294025,1.41066
layer_5,left,1.5000453423475602,1.41078
layer_5,right,2.2062594113717,1.41078
layer_5,left,1.5015212875749258,1.41146
layer_5,right,2.208045059888092,1.41146
layer_5,left,1.5019501843432363,1.41165
layer_5,right,2.208527297903842,1.41165
layer_5,left,1.5021494578314343,1.41174
layer_5,right,2.2087583203312575,1.41174
layer_5,left,1.5030752027803715,1.41216
layer_5,right,2.209834503414022,1.41216
layer_5,left,1.5056355594256978,1.41334
layer_5,right,2.2129056667332225,1.41334
layer_5,left,1.5058568066938407,1.41344
layer_5,right,2.213150351100957,1.41344
layer_5,left,1.5077340922598652,1.4143
layer_5,right,2.215218909886399,1.4143
layer_5,left,1.508849301341655,1.41482
layer_5,right,2.2164434079936983,1.41482
layer_5,left,1.5095315591803289,1.41514
layer_5,right,2.2172096556679395,1.41514
layer_5,left,1.5098728297500787,1.4153
layer_5,right,2.2176012652072545,1.4153
layer_5,left,1.5101279055977324,1.41542
layer_5,right,2.217888620982083,1.41542
layer_5,left,1.5104036804223766,1.41555
layer_5,right,2.2181974699238256,1.41555
layer_5,left,1.51055439298529,1.41562
layer_5,right,2.2183811912150575,1.41562
layer_5,left,1.511635205758592,1.41613
layer_5,right,2.2195993689325464,1.41613
layer_5,left,1.5119071067677539,1.41626
layer_5,right,2.2198913251759285,1.41626
layer_5,left,1.5143137598137832,1.41741
layer_5,right,2.222531454703224,1.41741
layer_5,left,1.5169242923025383,1.41866
layer_5,right,2.2254075446618007,1.41866
layer_5,left,1.5178063756731153,1.41907
layer_5,right,2.2264615744131966,1.41907
layer_5,left,1.5185262536996484,1.41942
layer_5,right,2.2272196330367704,1.41942
layer_5,left,1.5209407207784187,1.42061
layer_5,right,2.2296580932514596,1.42061
layer_5,left,1.5226714503955472,1.4215
layer_5,right,2.231166862970407,1.4215
layer_5,left,1.5250389767104524,1.42262
layer_5,right,2.2338505818474834,1.42262
layer_5,left,1.5260998402830404,1.42314
layer_5,right,2.234932560542189,1.42314
layer_5,left,1.5264366321713394,1.4233
layer_5,right,2.23530536364186,1.4233
layer_5,left,1.5266766519485948,1.42342
layer_5,right,2.235535508734667,1.42342
layer_5,left,1.5269818078588608,1.42358
layer_5,right,2.235784776625935,1.42358
layer_5,left,1.5278077957280394,1.42403
layer_5,right,2.2363666176354933,1.42403
layer_5,left,1.5304438792828414,1.42538
layer_5,right,2.2387455370691423,1.42538
layer_5,left,1.5305073439998371,1.42541
layer_5,right,2.238815958218778,1.42541
layer_5,left,1.5305708206327227,1.42544
layer_5,right,2.2388863804230947,1.42544
layer_5,left,1.5309150697487734,1.42563
layer_5,right,2.2391305992620625,1.42563
layer_5,left,1.533130534541545,1.42685
layer_5,right,2.2407888993498624,1.42685
layer_5,left,1.5346754192049232,1.42774
layer_5,right,2.2418708520537654,1.42774
layer_5,left,1.5349303393948865,1.4279
layer_5,right,2.242011378154718,1.4279
layer_5,left,1.5350890431443331,1.428
layer_5,right,2.242100121169942,1.428
layer_5,left,1.5364108408998647,1.4287
layer_5,right,2.243322206429427,1.4287
layer_5,left,1.5377807629534597,1.4295
layer_5,right,2.244394731945827,1.4295
layer_5,left,1.5382781006044892,1.42976
layer_5,right,2.2448823613898785,1.42976
layer_5,left,1.5383317237694356,1.42979
layer_5,right,2.244929742362375,1.42979
layer_5,left,1.5387858205405,1.43002
layer_5,right,2.245396351774488,1.43002
layer_5,left,1.5405818212397353,1.43094
layer_5,right,2.247224635687833,1.43094
layer_5,left,1.5415722434675725,1.43142
layer_5,right,2.2483049876619243,1.43142
layer_5,left,1.5418393592043307,1.43158
layer_5,right,2.2485275363388686,1.43158
layer_5,left,1.543364536246405,1.43254
layer_5,right,2.2497668623787015,1.43254
layer_5,left,1.5436913621808979,1.4327
layer_5,right,2.2501297347535565,1.4327
layer_5,left,1.5442744243412483,1.43299
layer_5,right,2.2507715149845664,1.43299
layer_5,left,1.5444142771652858,1.43306
layer_5,right,2.2509252567736793,1.43306
layer_5,left,1.5447629216695369,1.43331
layer_5,right,2.2511815021821935,1.43331
layer_5,left,1.5454664106561338,1.43379
layer_5,right,2.2517695965429025,1.43379
layer_5,left,1.5462807073190339,1.43437
layer_5,right,2.2524638295789723,1.43437
layer_5,left,1.5465379266251564,1.43453
layer_5,right,2.252720865086193,1.43453
layer_5,left,1.5468797508708647,1.43478
layer_5,right,2.2530254040002817,1.43478
layer_5,left,1.5475184073765744,1.4351
layer_5,right,2.253764412880934,1.4351
layer_5,left,1.5479175138496841,1.4353
layer_5,right,2.2542297550416555,1.4353
layer_5,left,1.548037230252569,1.43536
layer_5,right,2.254369892403841,1.43536
layer_5,left,1.5486122066410408,1.43565
layer_5,right,2.255044810177197,1.43565
layer_5,left,1.5495062807764024,1.43635
layer_5,right,2.255874200388864,1.43635
layer_5,left,1.5500326122546817,1.43677
layer_5,right,2.256386467583758,1.43677
layer_5,left,1.550971639388337,1.43738
layer_5,right,2.257434493182209,1.43738
layer_5,left,1.5527397304465336,1.43837
layer_5,right,2.2595741589177214,1.43837
layer_5,left,1.5534829862001838,1.43888
layer_5,right,2.2604360342627356,1.43888
layer_5,left,1.5546405057676542,1.43962
layer_5,right,2.261840752028339,1.43962
layer_5,left,1.5556717317678501,1.44045
layer_5,right,2.263018128718182,1.44045
layer_5,left,1.5563915617659165,1.44106
layer_5,right,2.2638359296117674,1.44106
layer_5,left,1.5565908149417151,1.44118
layer_5,right,2.2640924284106894,1.44118
layer_5,left,1.5575515722333704,1.4417
layer_5,right,2.2653769127839922,1.4417
layer_5,left,1.5579566229639423,1.44192
layer_5,right,2.2659244198095827,1.44192
layer_5,left,1.5585989898841281,1.44227
layer_5,right,2.2667991931276887,1.44227
layer_5,left,1.5586539261666272,1.4423
layer_5,right,2.266874344968785,1.4423
layer_5,left,1.5588044596672805,1.44243
layer_5,right,2.267051261089992,1.44243
layer_5,left,1.5600823548119764,1.44336
layer_5,right,2.268674162970093,1.44336
layer_5,left,1.561340231586752,1.44432
layer_5,right,2.270266811144023,1.44432
layer_5,left,1.5615212042780762,1.44451
layer_5,right,2.2704650295365854,1.44451
layer_5,left,1.56286051509288,1.44534
layer_5,right,2.2723001402802887,1.44534
layer_5,left,1.5631078037466326,1.4455
layer_5,right,2.2726352612172245,1.4455
layer_5,left,1.563397812155026,1.44579
layer_5,right,2.272968117649958,1.44579
layer_5,left,1.5636296457212966,1.44605
layer_5,right,2.2732172387555964,1.44605
layer_5,left,1.5662096719059557,1.44822
layer_5,right,2.27642566003157,1.44822
layer_5,left,1.5670284185213559,1.44883
layer_5,right,2.277478531032956,1.44883
layer_5,left,1.567192684102201,1.44899
layer_5,right,2.2776681332970035,1.44899
layer_5,left,1.5679126173421205,1.44947
layer_5,right,2.2786047059017633,1.44947
layer_5,left,1.568301024343269,1.44973
layer_5,right,2.279098939593111,1.44973
layer_5,left,1.5685721572630722,1.44998
layer_5,right,2.2794115571611493,1.44998
layer_5,left,1.5691463597055268,1.45053
layer_5,right,2.2800597376602574,1.45053
layer_5,left,1.569636222594336,1.45091
layer_5,right,2.280640508202624,1.45091
layer_5,left,1.5698210150680236,1.45107
layer_5,right,2.2808510453431894,1.45107
layer_5,left,1.569967274045094,1.45117
layer_5,right,2.2810261536498473,1.45117
layer_5,left,1.5702437357324504,1.45136
layer_5,right,2.281353460523824,1.45136
layer_5,left,1.5709517589540762,1.45222
layer_5,right,2.282057783027933,1.45222
layer_5,left,1.5713232579687013,1.4527
layer_5,right,2.282404743644814,1.4527
layer_5,left,1.5714178331689146,1.4528
layer_5,right,2.282501119305702,1.4528
layer_5,left,1.5715031170943592,1.45293
layer_5,right,2.2825698214095134,1.45293
layer_5,left,1.5720922971360147,1.45344
layer_5,right,2.283213761715089,1.45344
layer_5,left,1.5726584024810648,1.45389
layer_5,right,2.2838419253810556,1.45389
layer_5,left,1.5728362714317883,1.45411
layer_5,right,2.2840043768233134,1.45411
layer_5,left,1.573720418541633,1.45507
layer_5,right,2.284854548531616,1.45507
layer_5,left,1.5742358228958642,1.45565
layer_5,right,2.2853290309925898,1.45565
layer_5,left,1.574922885276249,1.45651
layer_5,right,2.2858851437389753,1.45651
layer_5,left,1.5750581656866187,1.45667
layer_5,right,2.28599760102145,1.45667
layer_5,left,1.575262970383273,1.45699
layer_5,right,2.2860969657241172,1.45699
layer_5,left,1.5753084351391502,1.45706
layer_5,right,2.2861179364243838,1.45706
layer_5,left,1.5758049140702801,1.4576
layer_5,right,2.286554480834504,1.4576
layer_5,left,1.5763241009492166,1.45811
layer_5,right,2.287075309411069,1.45811
layer_5,left,1.5772784550862355,1.45917
layer_5,right,2.287923896595368,1.45917
layer_5,left,1.577711627330754,1.45974
layer_5,right,2.288178201684419,1.45974
layer_5,left,1.577758952629596,1.45981
layer_5,right,2.288190270986761,1.45981
layer_5,left,1.5779303662994213,1.46006
layer_5,right,2.2882315795470687,1.46006
layer_5,left,1.5792965681931976,1.46176
layer_5,right,2.289006987680685,1.46176
layer_5,left,1.5804805306779237,1.46323
layer_5,right,2.289501278105514,1.46323
layer_5,left,1.5808048105292416,1.46362
layer_5,right,2.289751112113993,1.46362
layer_5,left,1.5809574099896375,1.46381
layer_5,right,2.2897855876740913,1.46381
layer_5,left,1.5810861872087898,1.46397
layer_5,right,2.2898005763710523,1.46397
layer_5,left,1.5813454775736224,1.46429
layer_5,right,2.2900251027320406,1.46429
layer_5,left,1.5814492890742586,1.46442
layer_5,right,2.290085095329522,1.46442
layer_5,left,1.5819871099370424,1.46509
layer_5,right,2.290248407702075,1.46509
layer_5,left,1.5829064467391538,1.46621
layer_5,right,2.290361672477136,1.46621
layer_5,left,1.5829320273181056,1.46624
layer_5,right,2.290359375201058,1.46624
layer_5,left,1.5830654545374652,1.4664
layer_5,right,2.290368016649445,1.4664
layer_5,left,1.5832513599654119,1.46662
layer_5,right,2.290367611530304,1.46662
layer_5,left,1.5834721541095156,1.46688
layer_5,right,2.290365074010375,1.46688
layer_5,left,1.5837239880107905,1.46717
layer_5,right,2.2903372562046775,1.46717
layer_5,left,1.5839583655323048,1.46746
layer_5,right,2.2903992390251062,1.46746
layer_5,left,1.5840863503527354,1.46762
layer_5,right,2.2904348178248095,1.46762
layer_5,left,1.5843850371095227,1.46797
layer_5,right,2.290429374061255,1.46797
layer_5,left,1.584411448724142,1.468
layer_5,right,2.2904257101028263,1.468
layer_5,left,1.5847247076727213,1.46838
layer_5,right,2.2904598889189653,1.46838
layer_5,left,1.5852231706786508,1.46906
layer_5,right,2.2906633585807556,1.46906
layer_5,left,1.585443014634072,1.46938
layer_5,right,2.290752259840323,1.46938
layer_5,left,1.5864791349365737,1.47078
layer_5,right,2.2908264342329288,1.47078
layer_5,left,1.5865603297739235,1.47091
layer_5,right,2.2908405382136494,1.47091
layer_5,left,1.586804973918012,1.47123
layer_5,right,2.2908211088450243,1.47123
layer_5,left,1.5868233828640108,1.47126
layer_5,right,2.290823382897051,1.47126
layer_5,left,1.5868843969732331,1.47136
layer_5,right,2.290830223234584,1.47136
layer_5,left,1.5875256972990928,1.47235
layer_5,right,2.290808042690726,1.47235
layer_5,left,1.5885005865758617,1.47354
layer_5,right,2.290595749654776,1.47354
layer_5,left,1.5892188276068653,1.47462
layer_5,right,2.290475247468764,1.47462
layer_5,left,1.5899999629092039,1.47555
layer_5,right,2.290269845958914,1.47555
layer_5,left,1.5901837072463048,1.47581
layer_5,right,2.2902302190400485,1.47581
layer_5,left,1.590749464763297,1.47674
layer_5,right,2.2901396971524375,1.47674
layer_5,left,1.5912393741538944,1.47734
layer_5,right,2.290006148307509,1.47734
layer_5,left,1.5915451088987431,1.47766
layer_5,right,2.2899065593106838,1.47766
layer_5,left,1.5916226618202602,1.47779
layer_5,right,2.289894164941602,1.47779
layer_5,left,1.5919733659136015,1.47837
layer_5,right,2.289836484515631,1.47837
layer_5,left,1.5923765748970238,1.47891
layer_5,right,2.2897337592726337,1.47891
layer_5,left,1.5924724818953917,1.47904
layer_5,right,2.2897094899486805,1.47904
layer_5,left,1.5927314686021743,1.47946
layer_5,right,2.2896635427857635,1.47946
layer_5,left,1.593138596427625,1.48
layer_5,right,2.2895542622268246,1.48
layer_5,left,1.5940268724605078,1.48112
layer_5,right,2.289289713738307,1.48112
layer_5,left,1.5940560415390483,1.48115
layer_5,right,2.28927894595102,1.48115
layer_5,left,1.59491653286977,1.48218
layer_5,right,2.2889964164152565,1.48218
layer_5,left,1.5953042389935221,1.48275
layer_5,right,2.288890210248248,1.48275
layer_5,left,1.5960487641723253,1.48362
layer_5,right,2.288626786734254,1.48362
layer_5,left,1.5965851885685889,1.48422
layer_5,right,2.2884290297520264,1.48422
layer_5,left,1.598707058312068,1.48694
layer_5,right,2.2876450209500243,1.48694
layer_5,left,1.5988752369537689,1.48717
layer_5,right,2.2875774581014268,1.48717
layer_5,left,1.5989152041270742,1.48723
layer_5,right,2.2875610489523837,1.48723
layer_5,left,1.5991686051900813,1.48758
layer_5,right,2.287455863158759,1.48758
layer_5,left,1.5993629547222343,1.48787
layer_5,right,2.2873709338708865,1.48787
layer_5,left,1.599707178277336,1.48829
layer_5,right,2.2872254427963075,1.48829
layer_5,left,1.5997476611717543,1.48835
layer_5,right,2.2872067985361113,1.48835
layer_5,left,1.6002306887071212,1.4889
layer_5,right,2.2870052503847123,1.4889
layer_5,left,1.6007707027891305,1.48954
layer_5,right,2.286773837751507,1.48954
layer_5,left,1.60149527977578,1.49043
layer_5,right,2.2864502357436787,1.49043
layer_5,left,1.6022760095930628,1.49146
layer_5,right,2.2860645689894934,1.49146
layer_5,left,1.6026654502043185,1.492
layer_5,right,2.2858511946182283,1.492
layer_5,left,1.604136113474139,1.4936
layer_5,right,2.2852343979490986,1.4936
layer_5,left,1.6041944053559398,1.49366
layer_5,right,2.2852120183455034,1.49366
layer_5,left,1.6047853037444337,1.49427
layer_5,right,2.284985964060753,1.49427
layer_5,left,1.6049884187967893,1.4945
layer_5,right,2.2848974719259587,1.4945
layer_5,left,1.6050107206849769,1.49453
layer_5,right,2.284885027132362,1.49453
layer_5,left,1.6058238599450236,1.49558
layer_5,right,2.284441442419342,1.49558
layer_5,left,1.6067875204969122,1.49664
layer_5,right,2.2840295928394183,1.49664
layer_5,left,1.6079473935734863,1.49795
layer_5,right,2.283497671634892,1.49795
layer_5,left,1.6080464105421286,1.49805
layer_5,right,2.2834631024688035,1.49805
layer_5,left,1.60823564332352,1.49827
layer_5,right,2.2833678801880746,1.49827
layer_5,left,1.6085643851056641,1.49862
layer_5,right,2.2832345419510687,1.49862
layer_5,left,1.6086637515682174,1.49872
layer_5,right,2.2832005048890798,1.49872
layer_5,left,1.6086935524332036,1.49875
layer_5,right,2.2831903050924742,1.49875
layer_5,left,1.6091872587883502,1.49926
layer_5,right,2.2830078898155146,1.49926
layer_5,left,1.6095546815653539,1.49968
layer_5,right,2.2828228619311566,1.49968
layer_5,left,1.6097426996931778,1.49987
layer_5,right,2.2827583936031752,1.49987
layer_5,left,1.6098582557994463,1.5
layer_5,right,2.2827011129619166,1.5
layer_5,left,1.6101368777361442,1.50029
layer_5,right,2.282594012032819,1.50029
layer_5,left,1.6104520643525913,1.50061
layer_5,right,2.282485152853823,1.50061
layer_5,left,1.6106029715522772,1.50077
layer_5,right,2.282422610283371,1.50077
layer_5,left,1.6106577686215438,1.50083
layer_5,right,2.2823965870496465,1.50083
layer_5,left,1.6115869077555434,1.50179
layer_5,right,2.282046119243245,1.50179
layer_5,left,1.6119631613988703,1.50218
layer_5,right,2.2818921572528095,1.50218
layer_5,left,1.612398916023352,1.50262
layer_5,right,2.281741751940294,1.50262
layer_5,left,1.612630334323187,1.50285
layer_5,right,2.2816818548173634,1.50285
layer_5,left,1.6127191752307548,1.50294
layer_5,right,2.2816475255341797,1.50294
layer_5,left,1.6130782024165127,1.5033
layer_5,right,2.2815149314957766,1.5033
layer_5,left,1.6133004489153357,1.50352
layer_5,right,2.28142709132848,1.50352
layer_5,left,1.6140801912682625,1.50429
layer_5,right,2.281235654399862,1.50429
layer_5,left,1.6146615210267032,1.50486
layer_5,right,2.281103355033034,1.50486
layer_5,left,1.6147317184664525,1.50493
layer_5,right,2.281095485656697,1.50493
layer_5,left,1.6159274740798255,1.50611
layer_5,right,2.2809782432491024,1.50611
layer_5,left,1.6170936050005233,1.5072
layer_5,right,2.280790503740346,1.5072
layer_5,left,1.6174406530884464,1.50755
layer_5,right,2.2808585161909405,1.50755
layer_5,left,1.617598964709816,1.50771
layer_5,right,2.2808979032032832,1.50771
layer_5,left,1.6179441200500246,1.50803
layer_5,right,2.280887638000053,1.50803
layer_5,left,1.6180548680373856,1.50813
layer_5,right,2.280878121794056,1.50813
layer_5,left,1.6183408581071639,1.50842
layer_5,right,2.2809772216212174,1.50842
layer_5,left,1.6187498006410632,1.50883
layer_5,right,2.2811257780798133,1.50883
layer_5,left,1.6201172284264285,1.51008
layer_5,right,2.2812895353176077,1.51008
layer_5,left,1.6203382815944747,1.51027
layer_5,right,2.2812918627821475,1.51027
layer_5,left,1.6206622263928558,1.51059
layer_5,right,2.2814598029573996,1.51059
layer_5,left,1.6211622768218814,1.51101
layer_5,right,2.2814637547408667,1.51101
layer_5,left,1.6215398114621502,1.51133
layer_5,right,2.2814957180563122,1.51133
layer_5,left,1.622232751321808,1.51197
layer_5,right,2.2817709585127672,1.51197
layer_5,left,1.623826399135746,1.51344
layer_5,right,2.282519710076267,1.51344
layer_5,left,1.624208803686109,1.51376
layer_5,right,2.2825891249283865,1.51376
layer_5,left,1.624339597613592,1.51389
layer_5,right,2.2826943036660725,1.51389
