Name,Nodes,SomaSurface,Stems,Bifurcations,Branches,Tips,OverallWidth,OverallHeight,OverallDepth,AverageDiameter,Length,Surface,Volume,MaxEuclideanDistance,MaxPathDistance,MaxBranchOrder,AverageContraction,AverageFragmentation,AverageParent-daughterRatio,AverageBifurcationAngleLocal,AverageBifurcationAngleRemote,HausdorffDimension,Cluster
42555083540_sort.swc,11936,211.947,4,1008,2023,1016,702.88,276.64,114.279,0.687767,3753.23,8441.48,2694.13,574.281,677.65,278,0.965769,4.89965,0.851749,101.106,95.4096,1.13735,0
4261024453_sort.swc,9783,430.897,7,1140,2289,1150,431.04,328.292,58.047,0.621769,3104.23,7282.7,3604.98,299.586,355.137,162,0.975387,3.27348,0.813568,103.059,97.6809,1.17953,3
42685892214_sort.swc,9372,170.542,3,1409,2821,1413,236.48,309.41,79.563,0.54364,2842.75,5125.48,1332.07,198.571,251.452,151,0.98094,2.32187,0.825746,100.871,97.3188,1.13283,3
4272676221_sort.swc,13678,65.0348,5,1177,2357,1181,518.52,545.8,174.372,0.569475,4293.12,7895.22,2154.51,585.469,690.092,191,0.972711,4.80272,0.829224,102.616,96.4428,1.13754,0
4288329521_sort.swc,8220,217.697,5,738,1482,745,591.11,523.076,174.24,0.534128,2600.25,4746.89,1294.32,612.049,705.33,183,0.974571,4.54588,0.807074,102.67,97.2823,1.09628,0
42981460600_sort.swc,10238,162.087,6,1211,2428,1218,323.62,446.212,118.932,0.454419,3178.71,4653.33,819.026,313.906,395.623,197,0.977312,3.21623,0.778333,101.539,96.3471,1.11258,3
4365276903_sort.swc,7329,163.92,6,997,2006,1010,298.46,341.63,57.156,0.428886,2258.5,3216.68,605.304,238.001,306.422,178,0.976974,2.65304,0.78471,103.485,98.9186,1.13041,3
4390331090_sort.swc,11756,311.62,6,494,993,500,810.14,751.682,173.58,0.500106,3765.82,6316.83,1736.2,902.109,998.063,135,0.963645,10.8379,0.837159,102.296,95.8603,1.15529,5
4404218009_sort.swc,17272,131.825,5,1390,2784,1395,467.04,536.99,173.415,0.489269,5397.46,8614.51,2206.87,428.765,486.968,180,0.972458,5.20366,0.828527,101.368,95.7026,1.17075,0
4414394779_sort.swc,20485,91.2197,4,1703,3410,1708,582.56,715.328,173.91,0.608857,6429.69,12727.8,4028.38,554.028,723.58,222,0.974707,5.00704,0.816211,100.934,95.1032,1.12818,5
4415590654_sort.swc,24811,288.047,4,2265,4534,2270,593.25,692.61,174.009,0.749601,7849.75,19590.9,9265.26,486.893,640.679,200,0.974162,4.47199,0.835047,100.646,96.3679,1.15885,5
4419343404_sort.swc,13896,224.735,6,1487,2984,1498,491.72,519.4,174.207,0.551448,4328.61,7718.47,1660.63,302.631,404.143,158,0.976684,3.6565,0.833072,101.094,96.2562,1.12241,0
4432397673_sort.swc,14282,141.088,4,557,1117,561,450.88,438.56,173.58,0.41993,4549.09,6202.24,1293.99,393.443,440.775,80,0.963068,11.7851,0.826256,104.293,95.0542,1.18194,4
4433696369_sort.swc,24059,191.922,5,2779,5566,2788,829.12,766.276,173.052,0.567087,7438.54,13661.0,3337.28,693.373,798.145,416,0.977838,3.32231,0.829431,100.474,96.1011,1.14168,5
4436442183_sort.swc,8100,123.369,11,829,1669,841,354.72,463.01,73.161,0.598661,2617.9,5197.53,1400.41,316.934,377.629,177,0.975931,3.85261,0.834247,101.993,96.9049,1.17214,3
4446341214_sort.swc,24269,452.457,6,1607,3219,1613,780.86,972.292,172.953,0.594734,7698.45,14791.1,3583.44,869.31,959.393,171,0.97205,6.53899,0.787474,100.621,95.4112,1.15397,5
4448560072_sort.swc,4705,259.602,4,293,588,296,296.16,321.7,162.096,0.589881,1515.43,3029.66,849.951,272.91,330.498,84,0.969546,7.0,0.844472,103.3,95.4831,1.08324,4
4462621508_sort.swc,13864,202.481,6,1640,3293,1654,924.93,761.756,173.349,0.575082,4346.73,7925.84,1778.23,868.187,1050.77,467,0.978138,3.20984,0.823999,100.682,96.2396,1.09954,5
44728310257_sort.swc,5469,91.6231,11,621,1252,632,225.12,186.528,88.869,0.480767,1769.62,2939.2,631.936,158.949,210.373,79,0.975277,3.36741,0.809658,101.478,97.4087,1.12936,3
45020871021_sort.swc,11743,204.56,3,1124,2254,1131,281.35,340.8,88.935,0.403773,3650.59,4797.16,897.949,207.692,276.561,108,0.975145,4.20941,0.788652,99.8229,95.7128,1.14315,3
4505081202_sort.swc,12622,127.302,4,828,1660,833,555.58,427.29,172.887,0.487676,3959.75,6238.01,1362.1,391.491,505.964,125,0.9701,6.60301,0.822349,102.534,96.0043,1.15734,0
4534895551_sort.swc,5096,162.103,4,245,492,248,505.05,168.25,104.28,0.570926,1643.63,3126.8,854.992,366.912,434.437,67,0.964664,9.35569,0.817114,102.152,93.5782,1.13646,4
4535129012_sort.swc,12105,175.077,5,1234,2473,1240,817.25,565.666,173.811,0.577788,3782.51,7380.86,2260.1,748.85,891.597,338,0.974766,3.89446,0.838587,101.731,96.7692,1.14948,0
4566391006_sort.swc,30328,74.6938,6,4103,8230,4128,793.5,656.83,173.415,0.542007,9260.64,15733.1,4201.54,573.648,667.073,444,0.979561,2.68493,0.827127,100.093,96.6375,1.18528,1
4592671898_sort.swc,36959,217.686,3,2110,4222,2113,1063.68,1129.69,174.174,0.588234,11698.5,22011.8,6489.62,1120.24,1252.63,241,0.970048,7.75367,0.80195,102.538,95.5306,1.20632,5
4596292618_sort.swc,17670,233.141,6,3369,6755,3387,506.37,471.71,108.339,0.679752,5317.93,12165.3,4887.83,339.905,420.937,301,0.98154,1.61569,0.850096,101.244,98.6193,1.22548,2
459698247_sort.swc,4388,146.706,5,565,1134,570,247.87,159.04,55.968,0.866964,1411.78,4293.58,2311.67,169.217,243.576,149,0.97556,2.86861,0.841114,101.286,97.8152,1.19082,3
4606922484_sort.swc,5350,173.587,5,285,573,289,244.04,252.1,172.656,0.52217,1716.04,3182.21,1215.87,204.976,241.691,63,0.967395,8.33508,0.811795,99.7029,92.6891,1.15174,4
4609609691_sort.swc,29366,288.401,7,4123,8265,4143,564.54,634.68,173.844,0.537661,8949.63,15932.7,4646.72,401.094,452.922,260,0.980203,2.55293,0.83653,100.419,97.1669,1.17598,1
4609683146_sort.swc,12565,94.9544,4,1526,3065,1540,823.36,719.076,152.658,0.584464,3875.47,7253.4,1816.35,783.779,943.294,382,0.976252,3.09918,0.831843,100.893,96.7697,1.13534,0
4678963542_sort.swc,18753,157.598,4,1208,2421,1214,631.65,576.13,173.283,0.740816,5963.88,14283.6,5450.33,538.623,717.29,178,0.971655,6.74556,0.80137,102.014,94.718,1.13635,5
4682482998_sort.swc,16795,75.0373,4,1551,3105,1555,645.66,615.93,172.227,0.500802,5214.11,8451.61,1930.17,550.96,643.898,221,0.972685,4.4087,0.818695,100.905,95.2211,1.1217,0
4683826956_sort.swc,10399,161.275,6,895,1794,900,782.82,398.62,58.938,0.510057,3263.82,5432.2,1122.11,634.951,746.079,243,0.972398,4.79599,0.833889,100.406,95.5415,1.19887,3
4714883468_sort.swc,10056,89.6347,4,1787,3585,1799,356.87,391.81,52.602,0.530368,2999.14,5264.28,1459.63,313.13,393.966,300,0.982196,1.80474,0.811167,100.168,97.4132,1.17148,3
4723803344_sort.swc,17640,259.414,6,679,1362,684,886.88,904.094,173.283,0.630952,5671.62,11959.1,3507.46,911.569,1017.83,121,0.967114,11.9508,0.809085,102.65,93.5349,1.13126,5
47490439983_sort.swc,3902,166.579,5,78,159,82,255.72,453.826,97.647,0.680394,1275.31,2943.3,1036.23,344.504,381.383,27,0.955981,23.5346,0.817132,101.593,82.5909,1.07981,4
4757955063_sort.swc,10174,73.3798,4,2023,4051,2029,253.37,343.07,53.559,0.563799,3020.71,5639.05,1629.57,213.034,275.759,224,0.98109,1.51123,0.829787,101.018,98.2117,1.22923,3
4811965453_sort.swc,13824,212.781,4,597,1196,600,433.67,497.73,174.207,0.585342,4407.36,8706.08,3511.81,282.489,334.842,58,0.970297,10.5577,0.794573,103.611,94.8908,1.15632,4
4867885834_sort.swc,28506,360.028,5,2047,4100,2054,737.19,524.0,173.448,0.669161,9047.97,19946.2,7398.61,516.058,719.124,201,0.968728,5.95244,0.824846,102.402,96.7385,1.16924,5
48778715488_sort.swc,4601,167.368,4,874,1755,882,173.64,422.95,56.265,0.498966,1391.76,2241.74,441.012,331.764,421.715,307,0.981369,1.62108,0.802366,101.548,98.3584,1.11146,3
4884618548_sort.swc,9921,107.166,3,751,1505,755,511.26,477.09,173.382,0.540713,3103.65,5482.75,1404.75,456.431,514.631,147,0.973002,5.59136,0.822986,101.991,95.6798,1.10819,0
4912229103_sort.swc,8057,203.601,5,545,1095,551,605.31,325.31,162.36,0.535356,2568.63,4655.58,1429.7,422.952,496.608,123,0.969842,6.35708,0.820116,99.794,93.8233,1.15278,0
4927560106_sort.swc,18882,98.7428,3,1210,2422,1213,665.6,616.67,174.207,0.825139,5990.34,15849.9,6262.06,582.735,667.438,172,0.967033,6.79562,0.851137,102.677,96.9347,1.13627,5
4986812415_sort.swc,8040,181.357,6,468,941,474,629.02,420.19,66.792,0.605345,2587.38,5333.42,2038.64,564.092,672.26,142,0.96687,7.54304,0.815108,103.614,94.4751,1.12023,4
5028264562_sort.swc,23392,468.823,7,1408,2827,1420,527.16,630.75,173.811,0.66665,7496.87,16401.0,5271.0,407.195,524.841,133,0.968816,7.27414,0.813863,102.482,95.4089,1.14428,5
5031066627_sort.swc,29243,388.504,9,1965,3939,1975,1066.65,779.522,174.108,0.603117,9303.82,18555.8,5556.13,984.332,1106.69,238,0.969759,6.42371,0.800576,101.307,95.0902,1.17584,5
5032293103_sort.swc,13625,130.338,6,1989,3988,2000,439.71,379.0,173.877,0.590202,4154.14,7985.55,2018.01,341.862,413.397,217,0.977438,2.41625,0.851806,101.913,97.9603,1.18165,2
5045448572_sort.swc,12241,278.274,4,1694,3394,1701,658.78,433.41,173.58,0.678576,3771.07,8480.23,2883.44,596.832,696.859,402,0.978739,2.60636,0.853354,99.4227,96.2231,1.20827,2
5057553049_sort.swc,27294,297.585,5,1898,3803,1906,766.4,800.732,172.689,0.69286,8662.37,20128.5,8572.42,742.233,830.714,156,0.96955,6.1767,0.834314,101.809,95.9492,1.1852,5
5062620410_sort.swc,13295,69.2697,3,1842,3689,1848,385.76,452.516,172.227,0.47424,4046.8,6150.72,1397.71,389.326,485.448,233,0.978769,2.60369,0.800906,101.418,96.9376,1.11461,0
5086230088_sort.swc,12188,245.075,4,732,1469,738,386.24,358.15,171.369,0.557983,3865.87,7007.21,1806.25,341.904,399.497,96,0.967099,7.29612,0.829443,101.349,93.5808,1.11609,0
5089572984_sort.swc,7521,265.374,7,721,1450,730,604.0,387.61,65.901,0.607062,2387.22,4643.82,1005.11,578.707,681.049,285,0.971272,4.18621,0.866951,102.991,97.3438,1.15349,3
5100685756_sort.swc,22127,103.153,4,1961,3931,1971,541.28,664.352,173.613,0.617216,6953.7,13707.9,4101.69,529.486,603.88,229,0.974898,4.62859,0.823717,100.831,95.8741,1.17144,2
5116191738_sort.swc,8363,131.075,6,365,734,370,844.22,671.17,173.646,0.85273,2712.84,7560.22,3158.36,885.773,1042.25,151,0.958339,10.3924,0.867305,105.414,98.096,1.13967,5
5117928533_sort.swc,15305,166.617,7,1608,3225,1618,714.17,614.05,172.194,0.538637,4755.91,8405.69,2052.53,604.798,716.034,309,0.975572,3.74543,0.823395,100.66,95.7438,1.13771,0
5131011976_sort.swc,11877,81.8532,5,1250,2505,1256,350.78,485.54,172.887,0.659765,3729.95,7895.53,2556.35,361.212,483.714,186,0.968814,3.74092,0.828214,102.51,96.993,1.1762,0
5150327548_sort.swc,12201,141.477,4,2028,4065,2038,427.36,412.8,144.606,0.615888,3697.08,7520.55,2524.07,300.653,366.292,278,0.981787,2.00123,0.833226,100.723,97.6191,1.16117,2
5172755723_sort.swc,14523,207.921,6,970,1946,977,618.08,563.45,174.009,0.638183,4654.09,9767.27,3126.41,563.905,646.712,133,0.967919,6.46249,0.80911,102.728,95.7144,1.14312,0
5176697915_sort.swc,13168,160.11,4,829,1661,833,774.5,648.13,171.534,0.518604,4176.75,6991.25,1475.3,648.667,735.58,173,0.971244,6.92715,0.81861,103.266,95.6781,1.11476,0
5177514614_sort.swc,39109,296.18,7,5088,10206,5119,704.83,633.28,173.91,0.58864,12065.8,23530.2,7424.21,481.666,553.027,280,0.978703,2.83186,0.842284,100.715,96.9062,1.17301,1
5187808756_sort.swc,17309,152.441,5,1250,2506,1257,466.59,365.31,124.146,0.698069,5489.31,12909.4,6041.13,283.928,357.504,142,0.969504,5.90662,0.82737,102.036,96.1745,1.124,0
5216105078_sort.swc,19403,125.154,7,2132,4278,2147,903.45,1072.22,173.514,0.715232,6040.19,13963.0,4530.15,1084.0,1267.03,557,0.976382,3.5353,0.851905,99.8888,95.7471,1.13217,5
5234985644_sort.swc,5131,94.7169,5,384,771,388,453.34,297.16,65.967,0.661793,1637.05,3791.03,1628.04,431.018,514.699,156,0.973371,5.6537,0.865982,102.002,96.7551,1.15928,3
5251468735_sort.swc,18480,252.657,4,3034,6088,3055,604.06,583.33,140.415,0.704662,5599.51,13043.0,5336.11,517.47,611.428,420,0.9819,2.03532,0.858282,99.8942,97.0174,1.19611,2
5276963335_sort.swc,5943,45.2467,5,509,1022,514,436.74,297.89,146.751,0.639789,1906.65,3885.84,1105.86,363.355,423.157,156,0.970861,4.81409,0.804546,101.414,97.0277,1.12001,0
5282424048_sort.swc,6207,253.098,6,1134,2282,1149,333.31,244.23,64.713,0.624237,1894.98,3945.51,1045.39,339.299,458.372,411,0.979956,1.71954,0.838803,98.7502,96.2806,1.16403,3
5292512276_sort.swc,13419,115.161,6,1366,2738,1373,682.82,584.898,172.293,0.539613,4197.4,7418.33,1566.76,679.993,783.48,293,0.972881,3.90066,0.840737,100.714,95.7275,1.1448,0
5322387162_sort.swc,20182,115.016,5,2378,4771,2394,746.88,566.37,173.91,0.608711,6203.73,12410.3,3697.43,667.735,805.696,407,0.978263,3.22993,0.846504,99.655,96.2081,1.17964,2
5335936626_sort.swc,12064,112.43,6,424,852,429,594.37,539.2,174.174,0.572353,3857.83,7440.19,2220.16,562.205,636.577,80,0.962755,13.1585,0.846989,101.544,92.1826,1.12825,4
5339279783_sort.swc,10389,197.078,5,1398,2805,1408,394.78,333.31,82.731,0.47876,3177.91,5126.67,1486.95,239.486,357.003,231,0.978693,2.70339,0.830691,102.295,98.4854,1.13989,3
5365955112_sort.swc,8197,140.241,4,459,921,463,501.15,613.41,56.958,0.778348,2625.85,6836.35,3057.17,630.7,781.807,167,0.971587,7.89902,0.810809,102.066,95.698,1.18877,3
5380337105_sort.swc,10475,172.57,4,1278,2562,1285,503.07,400.58,173.349,0.566721,3246.13,5988.05,1465.84,357.732,456.472,186,0.971875,3.08821,0.846563,103.515,98.8637,1.12711,0
5380702139_sort.swc,8911,228.89,9,820,1652,833,478.94,344.77,60.654,0.518182,2835.59,4914.43,1279.43,493.097,579.135,119,0.966401,4.39346,0.828258,105.822,102.869,1.28192,3
5383813801_sort.swc,10272,185.407,4,2058,4130,2073,287.59,283.2,53.724,0.502607,3034.6,4996.81,1306.65,185.668,243.063,242,0.980576,1.48692,0.823269,101.05,98.4901,1.19896,3
5389711818_sort.swc,24412,564.251,6,2105,4221,2117,810.626,661.44,171.468,0.626043,7700.76,15882.2,4636.82,617.786,727.015,228,0.973823,4.78323,0.841153,100.748,95.8641,1.17083,5
5462220303_sort.swc,17396,619.697,7,1284,2576,1293,739.04,840.484,173.415,0.654113,5529.88,11755.5,3132.23,841.522,1043.13,300,0.966314,5.75272,0.860128,102.395,95.7647,1.16127,5
5467579212_sort.swc,10058,198.9,5,429,862,434,759.55,487.81,174.141,0.685342,3221.51,7427.8,2735.0,677.144,747.856,98,0.969146,10.6671,0.805189,101.586,91.1268,1.0899,4
5481538337_sort.swc,13944,200.195,3,1248,2499,1252,696.77,463.59,173.316,0.582814,4374.51,8296.44,2271.1,468.265,644.598,217,0.973958,4.57943,0.824591,100.801,94.8999,1.13906,0
5507119268_sort.swc,25665,488.058,12,2894,5802,2909,544.45,721.09,172.095,0.657467,8181.83,17554.1,4977.54,569.918,746.252,298,0.975613,3.4233,0.831759,99.9662,95.3047,1.15608,1
5527633035_sort.swc,34768,479.21,7,3807,7631,3825,591.14,650.4,173.283,0.532694,10749.8,18632.1,4610.64,423.267,509.689,236,0.97544,3.55602,0.839335,101.565,97.1157,1.20059,1
5570151329_sort.swc,7740,264.812,4,262,526,265,539.1,333.28,173.976,0.615463,2487.08,5112.52,1521.47,480.837,530.872,71,0.969909,13.7129,0.837052,102.294,90.9381,1.11639,4
5697237210_sort.swc,26279,377.691,3,2611,5227,2617,847.8,552.19,173.613,0.735663,8265.2,19478.0,6841.59,703.489,840.455,378,0.973833,4.02736,0.834767,101.06,96.3825,1.18781,5
5818660217_sort.swc,7786,263.147,7,969,1948,980,553.5,386.14,67.188,0.606726,2431.37,4882.58,1380.13,459.637,562.054,318,0.974702,2.99641,0.852742,102.246,98.7491,1.17267,3
5844036180_sort.swc,10167,65.1446,5,392,787,396,711.01,442.82,173.91,0.573539,3245.39,6071.17,1639.71,686.71,796.475,87,0.963075,11.9174,0.812849,100.837,91.3627,1.12175,4
5875647667_sort.swc,20279,122.576,8,2812,5637,2826,838.3,476.35,172.326,0.563941,6222.95,11289.4,2474.05,705.5,840.431,437,0.976977,2.5973,0.838077,101.302,97.0473,1.17585,2
58968635929_sort.swc,9086,167.368,5,1515,3044,1530,266.34,319.65,46.167,0.601826,2751.35,5742.2,2488.14,250.324,295.241,239,0.980811,1.98456,0.812309,100.144,96.6492,1.17949,3
59172452028_sort.swc,6537,276.291,7,953,1915,963,309.31,226.65,41.943,0.534369,2039.91,3831.94,1304.03,198.562,239.627,158,0.97334,2.41305,0.846342,101.327,98.0273,1.20047,3
5930663917_sort.swc,28647,277.209,5,2961,5929,2969,808.41,470.66,172.194,0.659241,8929.91,19141.7,7166.81,627.779,851.657,328,0.973259,3.83151,0.837834,101.149,96.3067,1.2471,1
5934840084_sort.swc,12561,250.745,4,1075,2156,1082,662.5,454.62,66.363,0.650605,3962.98,8634.96,3766.21,451.557,539.207,172,0.968353,4.8256,0.840843,102.395,96.7781,1.18848,3
5977927757_sort.swc,8681,317.126,8,810,1628,819,765.25,267.36,60.786,0.57607,2756.12,5093.0,1146.45,583.921,673.12,232,0.972458,4.3317,0.845288,101.985,96.6047,1.19327,3
5978452884_sort.swc,6986,37.9258,4,721,1447,727,542.59,277.99,57.222,0.59058,2156.99,4089.12,940.471,491.365,574.422,254,0.970945,3.82723,0.865366,101.651,95.4593,1.21519,3
6005990657_sort.swc,8746,168.471,4,750,1502,753,394.37,342.08,167.541,0.550166,2747.34,4996.13,1310.37,278.871,349.37,94,0.973078,4.82224,0.823533,100.848,94.922,1.10835,0
6006077742_sort.swc,12555,75.1098,2,1498,3003,1506,503.62,382.56,173.052,0.53262,3848.03,6544.79,1500.49,320.545,428.111,198,0.976993,3.18049,0.847199,101.673,97.1584,1.17216,0
6105335791_sort.swc,29442,147.686,6,2855,5723,2869,1001.67,493.41,172.128,0.653125,9170.13,19487.1,8123.3,571.738,917.9,374,0.974096,4.14433,0.846624,101.704,96.5557,1.20153,1
6107235000_sort.swc,24091,370.162,6,1600,3209,1610,1074.88,664.03,173.382,0.694065,7669.26,17765.3,7309.89,946.704,1087.76,195,0.96801,6.50701,0.8399,102.157,95.5925,1.1931,5
6150686670_sort.swc,22290,136.646,6,1495,2995,1501,1185.48,906.12,174.075,0.689824,7084.39,15787.0,4941.19,1146.23,1313.64,298,0.969358,6.44207,0.822906,100.434,94.2549,1.14207,5
6164834261_sort.swc,17738,195.602,3,1261,2523,1263,713.09,447.97,173.811,0.558928,5561.84,10074.9,2694.51,380.024,497.835,138,0.970703,6.03012,0.825173,102.191,95.9002,1.11923,0
6166484330_sort.swc,14720,111.128,6,973,1955,983,741.79,454.12,172.425,0.475184,4625.85,7106.07,1731.58,682.008,785.388,218,0.970509,6.5289,0.833809,101.289,96.1522,1.19801,0
6224382529_sort.swc,13102,254.414,4,1142,2287,1146,680.41,495.49,160.116,0.552727,4100.26,7242.28,1517.52,563.372,684.035,215,0.973829,4.72847,0.848834,101.608,95.8738,1.1205,0
6251857174_sort.swc,12593,333.422,5,765,1535,771,574.18,442.91,173.976,0.622974,4022.47,8303.88,2732.48,519.062,613.864,138,0.969619,7.20326,0.832207,102.672,96.2901,1.1502,0
6340367532_sort.swc,12709,302.907,7,511,1028,518,750.2,477.56,172.26,0.539333,4078.92,7256.12,1774.41,608.123,730.085,97,0.961761,11.3619,0.824937,103.217,95.0337,1.14736,4
6371381482_sort.swc,15968,304.482,8,1632,3275,1644,542.17,466.69,172.425,0.533587,4978.23,9022.34,2426.9,335.096,395.921,148,0.977036,3.87542,0.827278,101.404,96.6073,1.14299,0
6398801021_sort.swc,7854,379.268,6,419,842,424,409.89,229.35,65.109,0.577306,2538.7,4876.25,1330.44,245.813,310.841,54,0.963522,8.3266,0.824305,102.565,95.234,1.1297,4
6430018598_sort.swc,8213,151.339,4,422,850,429,472.48,243.04,54.615,0.446496,2597.57,3895.4,1115.42,288.451,354.075,157,0.965714,8.66118,0.856722,103.246,97.3568,1.23787,3
6485559790_sort.swc,44310,352.551,10,4710,9440,4731,1250.47,820.52,174.042,0.684423,13916.7,30756.0,8775.96,1133.29,1299.04,353,0.975999,3.69375,0.839402,101.38,97.1343,1.2106,1
6527305613_sort.swc,18448,267.183,5,696,1395,700,875.1,526.56,173.811,0.580454,5873.27,11285.4,3658.26,636.149,728.664,100,0.960307,12.2237,0.851482,104.327,95.6323,1.15647,5
6619057507_sort.swc,4804,102.167,6,456,916,461,289.73,258.4,97.482,0.635937,1525.59,3236.65,964.727,255.671,435.413,132,0.971505,4.24345,0.848122,104.184,98.3061,1.13941,3
664740839_sort.swc,5495,240.742,5,870,1750,881,233.76,318.176,65.34,0.649299,1709.06,3915.82,1440.25,183.36,233.539,143,0.980747,2.13943,0.81868,100.898,98.7916,1.11152,3
6660174348_sort.swc,29443,201.624,2,3267,6538,3272,1332.26,764.93,173.613,0.599612,9103.77,17436.2,5621.87,1156.0,1353.6,597,0.975748,3.50321,0.825877,100.894,96.8171,1.24082,1
6675826193_sort.swc,17408,99.4373,2,913,1826,914,743.17,406.63,173.877,0.705881,5533.16,12412.8,4434.89,535.516,598.752,106,0.965255,8.53286,0.840938,101.679,95.393,1.13348,0
6734419751_sort.swc,15375,138.871,5,996,1996,1001,996.32,496.96,173.877,0.524809,4878.31,8425.36,1966.36,827.196,948.919,152,0.966707,6.7024,0.81867,101.459,95.4778,1.11581,5
6779127816_sort.swc,30185,141.33,3,4093,8203,4111,709.28,514.78,171.534,0.51651,9234.11,15350.0,4846.76,540.362,625.499,277,0.974738,2.67963,0.811652,101.396,96.9406,1.20232,1
692832056_sort.swc,7249,161.496,4,806,1616,811,306.24,340.896,141.141,0.55237,2260.35,4157.36,1287.91,248.29,356.047,111,0.977169,3.48515,0.803074,101.476,96.6703,1.11282,3
7008874260_sort.swc,5535,306.901,7,505,1015,511,412.39,213.47,57.981,0.923258,1813.29,5922.14,3348.04,336.125,448.544,179,0.972274,4.45222,0.855609,101.157,95.9278,1.20108,3
7037506859_sort.swc,27537,187.282,3,2341,4683,2343,456.32,475.36,121.638,0.456396,8554.99,12561.3,3042.35,319.893,436.444,151,0.974413,4.87999,0.818474,100.674,95.4401,1.19262,2
7096087212_sort.swc,11445,385.132,4,1084,2173,1090,689.0,251.84,57.816,0.687643,3615.06,8146.62,2723.94,522.355,636.017,266,0.965407,4.26645,0.850881,104.481,99.1543,1.27282,3
71642025897_sort.swc,3775,198.776,4,411,826,416,186.02,215.2,47.091,0.647244,1200.17,2791.35,1179.26,167.761,204.869,73,0.964031,3.56901,0.848799,102.556,97.0724,1.11044,3
73459573746_sort.swc,15305,308.112,5,2339,4698,2360,577.41,356.0,106.656,0.638882,4690.65,9940.85,3937.49,421.855,513.01,340,0.975377,2.25756,0.833077,100.968,97.1985,1.16863,2
73998745466_sort.swc,7558,132.36,4,289,580,292,348.8,420.926,122.661,0.624205,2443.41,5303.02,2131.44,292.074,381.759,70,0.959324,12.0293,0.802694,100.294,91.662,1.10044,4
74840857048_sort.swc,7439,89.278,4,536,1076,541,340.956,301.28,49.368,0.74358,2359.16,6014.94,2541.86,254.089,329.542,161,0.967822,5.91264,0.872627,104.574,97.7544,1.1331,3
752171842_sort.swc,6790,114.023,3,843,1687,845,283.08,415.936,54.12,0.583877,2121.02,4134.85,1298.5,248.874,300.282,130,0.978763,3.0243,0.803495,101.32,96.7659,1.13524,3
78152422514_sort.swc,4291,86.9488,4,694,1392,699,199.74,223.04,55.77,0.70741,1330.91,3320.69,1417.17,225.66,268.744,205,0.978596,2.0819,0.870754,100.874,97.3132,1.18594,3
927076559_sort.swc,13101,105.852,3,1075,2151,1077,593.82,579.554,168.663,0.554525,4083.12,7287.76,2013.46,485.759,550.725,168,0.973661,5.09019,0.827311,101.666,96.0235,1.14742,0
11378560540_sort.swc,17186,45.7364,4,2334,4680,2347,441.19,598.24,147.312,0.514354,5239.05,8565.86,2026.23,418.552,492.22,273,0.979329,2.67201,0.801923,100.003,96.1685,1.1178,2
1201619536_sort.swc,7837,132.776,6,738,1481,744,371.9,498.752,149.952,0.541508,2467.8,4475.28,1493.45,388.623,445.478,197,0.97668,4.29102,0.820337,101.164,96.0681,1.11257,0
1260416782_sort.swc,11513,353.67,6,1900,3814,1915,592.73,334.08,54.648,0.695347,3533.58,8313.71,2897.69,428.996,531.979,375,0.980637,2.01835,0.836521,101.577,99.0867,1.22763,3
1304175957_sort.swc,21861,35.0044,5,3462,6943,3482,498.31,456.128,174.075,0.635013,6622.37,13133.1,2710.82,355.86,535.78,265,0.979388,2.14849,0.839227,100.884,97.4602,1.16427,2
1317492596_sort.swc,31558,145.388,5,4546,9105,4560,475.1,588.736,174.108,0.608224,9633.49,18605.5,5107.61,370.577,468.024,253,0.979637,2.4659,0.823913,101.131,97.4714,1.20186,1
13880587619_sort.swc,31645,492.589,8,1387,2783,1397,925.24,1080.64,146.454,0.598694,10098.7,19810.5,5405.78,970.995,1088.96,126,0.968227,10.3705,0.826254,102.07,94.9165,1.18894,5
1404866077_sort.swc,9502,325.696,14,1335,2686,1352,349.12,357.312,56.727,0.76169,3051.88,7456.19,2221.52,250.113,303.359,140,0.97762,2.53723,0.846856,100.218,97.0043,1.14143,3
14865761342_sort.swc,14946,251.729,4,1055,2116,1062,1110.98,1144.03,153.318,0.779909,4750.69,12109.9,4595.92,1439.27,1760.85,473,0.964897,6.06285,0.857369,101.126,95.5012,1.17647,5
15321443610_sort.swc,16528,200.281,3,717,1435,719,1010.79,720.32,148.962,0.628147,5256.33,10700.3,2975.74,935.182,1074.8,134,0.965469,10.5171,0.814237,101.932,93.8875,1.14607,5
1539020057_sort.swc,9441,40.3539,3,1245,2494,1250,377.73,532.158,54.351,0.526951,2880.2,4834.91,1079.59,311.75,393.788,178,0.978954,2.78508,0.821017,102.424,98.4213,1.18599,3
15587283768_sort.swc,2660,102.546,5,264,531,268,324.25,100.96,27.489,0.914429,864.422,2801.19,1361.03,306.502,365.298,128,0.965522,4.00753,0.862507,106.191,99.1207,1.1741,3
1568571878_sort.swc,12965,146.356,5,1888,3785,1898,384.83,372.96,98.604,0.474331,3941.83,6271.0,2001.28,267.319,332.466,212,0.979845,2.4251,0.806751,102.118,97.834,1.1124,3
1608403259_sort.swc,27021,216.356,4,3907,7827,3921,504.32,677.124,173.844,0.717339,8352.65,19295.1,8292.3,400.176,465.209,223,0.980346,2.45215,0.808787,99.3451,95.6999,1.16595,1
