Name,Nodes,SomaSurface,Stems,Bifurcations,Branches,Tips,OverallWidth,OverallHeight,OverallDepth,AverageDiameter,Length,Surface,Volume,MaxEuclideanDistance,MaxPathDistance,MaxBranchOrder,AverageContraction,AverageFragmentation,AverageParent-daughterRatio,AverageBifurcationAngleLocal,AverageBifurcationAngleRemote,HausdorffDimension,Cell type,Cell body layer,predict_layer,level,Cluster
38729197703_sort.swc,1863,87.5023,5,49,101,53,151.4,110.08,77.088,0.378725,609.408,912.084,367.205,108.643,162.379,10,0.932453,17.4356,0.84774,96.7713,89.6611,1.05333,interneuron,layer_4,layer_4,1level,32
38733534743_sort.swc,2488,115.698,5,59,121,63,114.85,164.8,67.023,0.373753,816.39,1042.57,169.532,102.448,181.611,20,0.90938,19.5537,0.887321,104.002,95.8013,1.07273,interneuron,layer_2,layer_2,1level,32
38747362188_sort.swc,7248,202.458,5,82,167,86,223.14,344.26,85.272,0.356947,2341.75,2700.7,368.153,246.387,510.174,17,0.905852,42.3952,0.861301,104.284,96.5122,1.13523,interneuron,layer_2,layer_2,1level,32
38755129423_sort.swc,2471,67.7259,5,45,93,49,103.55,149.76,95.106,0.686048,806.391,1955.0,823.193,119.959,139.55,12,0.905472,25.5591,0.847652,105.983,86.3483,1.08302,interneuron,layer_5,layer_5,1level,32
38776359040_sort.swc,6048,61.5622,4,181,365,185,267.65,278.688,94.116,0.451093,1900.77,2872.03,828.177,246.734,272.267,29,0.917374,15.5671,0.862021,109.274,96.6791,1.14723,interneuron,layer_2,layer_2,1level,32
38776987503_sort.swc,1983,42.5105,3,65,131,67,108.71,86.85,74.316,0.560785,631.254,1215.19,478.789,87.4384,101.23,18,0.926305,14.1298,0.896455,103.648,96.5682,1.1085,interneuron,layer_2,layer_2,1level,32
38788039884_sort.swc,7039,110.707,4,98,198,101,458.01,282.11,98.142,0.517097,2247.41,3897.87,915.772,286.088,362.392,23,0.927853,34.5455,0.861768,101.972,91.3209,1.08082,interneuron,layer_3,layer_3,1level,32
38804948333_sort.swc,2325,79.4611,6,43,90,48,171.91,184.84,47.487,0.44845,759.924,1234.83,417.468,120.032,146.681,13,0.921615,24.8222,0.882885,100.182,90.0211,1.05686,interneuron,layer_3,layer_3,1level,32
38818686914_sort.swc,3278,69.2154,4,41,84,44,269.16,199.91,111.705,0.482294,1064.15,1843.94,512.505,201.731,315.365,11,0.913373,38.0119,0.887253,101.074,84.6059,1.05159,interneuron,layer_3,layer_3,1level,32
38845758034_sort.swc,3863,168.448,7,55,115,61,241.41,254.242,96.888,0.518457,1277.84,2330.84,683.042,244.141,288.276,14,0.91865,32.5826,0.864785,102.685,83.0893,1.12629,interneuron,layer_3,layer_3,1level,32
38847947115_sort.swc,11650,147.355,4,124,250,127,655.07,653.568,110.715,0.498765,3724.71,6053.8,1434.44,613.307,736.046,19,0.935584,45.596,0.885523,102.125,88.7269,1.12876,interneuron,layer_3,layer_3,1level,31
38862446587_sort.swc,1933,76.8488,2,31,63,33,89.8201,81.98,87.219,0.477243,624.813,1080.05,453.265,69.2251,110.853,9,0.916233,29.6667,0.857483,100.835,89.129,1.01172,interneuron,layer_3,layer_3,1level,32
38878740946_sort.swc,8492,76.3846,2,115,230,116,637.24,416.7,95.601,0.439964,2699.3,3881.87,862.429,361.223,471.416,22,0.913663,35.9174,0.886359,105.264,88.6505,1.10989,interneuron,layer_2,layer_2,1level,32
38887910782_sort.swc,2411,128.623,9,182,371,190,97.5999,54.37,54.285,0.391941,787.905,1188.08,389.549,84.4828,94.6314,20,0.929981,5.49596,0.857859,106.294,100.944,1.33609,interneuron,layer_4,layer_3,1level,32
38889911336_sort.swc,3769,147.312,3,60,121,62,281.99,338.398,87.021,0.583709,1211.0,2349.72,522.769,385.651,470.331,26,0.927035,30.1405,0.919026,100.821,99.9568,1.0725,interneuron,layer_4,layer_4,1level,32
38901329525_sort.swc,5615,97.3724,6,163,330,168,301.47,223.52,107.415,0.50319,1785.82,3062.34,1188.53,176.686,215.445,24,0.928914,16.0121,0.877095,100.183,88.5954,1.08535,interneuron,layer_5,layer_5,1level,32
38918762655_sort.swc,2075,75.8848,3,39,79,41,263.55,182.43,74.151,0.544938,671.323,1273.65,428.573,258.756,309.798,18,0.914697,25.2532,0.893101,96.4548,88.9773,1.10356,interneuron,layer_3,layer_2,1level,32
38935101659_sort.swc,5623,143.529,7,85,175,91,325.67,280.928,82.566,0.480365,1826.55,2926.23,544.912,310.687,361.685,14,0.918556,31.1257,0.87333,111.887,99.6156,1.11774,interneuron,layer_3,layer_3,1level,32
38936109019_sort.swc,3813,31.0135,3,71,143,73,184.45,211.14,73.986,0.422022,1210.49,1654.71,360.468,137.155,174.592,17,0.9164,25.6573,0.895315,102.78,85.8323,1.10103,interneuron,layer_2,layer_2,1level,32
38964580881_sort.swc,3288,77.8558,3,96,193,98,272.32,186.91,86.889,0.463961,1037.4,1687.84,525.931,214.803,274.988,39,0.908329,16.0311,0.857621,99.6097,85.5211,1.10607,interneuron,layer_3,layer_3,1level,32
38975283188_sort.swc,7233,112.34,5,123,249,127,131.9,237.854,107.283,0.414881,2321.7,3392.55,1114.16,136.885,205.366,15,0.917084,28.0442,0.894349,106.908,89.9469,1.1794,interneuron,layer_4,layer_4,1level,32
3897678996_sort.swc,9293,231.56,4,172,347,176,393.95,266.97,73.128,0.433846,2986.4,4376.51,974.436,310.827,408.459,27,0.918928,25.7781,0.89637,103.019,94.17,1.20459,interneuron,layer_2,layer_2,1level,32
38980364185_sort.swc,5419,83.8914,2,214,429,216,197.57,297.06,76.56,0.468228,1688.09,2637.65,736.318,258.477,310.821,61,0.916253,11.6294,0.85895,103.1,95.9727,1.16808,interneuron,layer_2,layer_2,1level,32
38981358367_sort.swc,1069,28.4529,3,35,71,37,56.8599,91.9299,19.503,0.433836,341.787,503.108,159.405,95.1185,108.834,16,0.920536,14.0423,0.856445,109.708,85.8612,1.16197,interneuron,layer_2,layer_2,1level,32
38992234739_sort.swc,5499,50.7901,4,153,308,156,144.42,188.2,95.667,0.351858,1738.93,2022.51,583.699,139.05,329.716,35,0.919855,16.8506,0.854929,104.336,93.953,1.12586,interneuron,layer_3,layer_3,1level,32
38992336484_sort.swc,3919,14.9027,4,117,236,120,351.72,296.13,108.405,0.577358,1238.91,2295.93,484.379,319.095,381.13,40,0.930899,15.6017,0.903707,106.111,93.0001,1.08606,interneuron,layer_3,layer_3,1level,29
38995665819_sort.swc,10308,58.6557,4,843,1691,849,160.6,145.89,74.316,0.282951,3120.05,3001.67,523.983,135.496,221.324,41,0.934007,5.09521,0.872025,102.79,96.9805,1.31264,interneuron,layer_2,layer_2,1level,32
39003798718_sort.swc,2186,102.025,4,36,74,39,138.43,131.04,110.946,0.64874,719.182,1608.66,657.245,170.807,190.905,12,0.922904,28.527,0.874675,109.134,90.3881,1.09649,interneuron,layer_5,layer_5,1level,32
39004514726_sort.swc,4573,85.9777,4,73,148,76,267.45,462.526,97.119,0.304178,1467.96,1628.38,488.967,443.929,517.066,18,0.925178,29.8919,0.869387,108.048,90.9696,1.09729,interneuron,layer_5,layer_5,1level,32
39016969370_sort.swc,2025,67.4019,4,73,148,76,67.55,118.79,56.661,0.458015,646.798,1117.59,453.948,72.9657,89.4279,17,0.9289,12.6757,0.884199,107.311,94.2032,1.13159,interneuron,layer_5,layer_5,1level,32
39052464884_sort.swc,11405,128.003,5,446,895,450,420.51,416.254,109.428,0.420883,3586.24,4915.86,925.881,392.8,468.511,114,0.924685,11.7419,0.851943,103.001,94.8621,1.25459,interneuron,layer_3,layer_3,1level,29
39052800624_sort.swc,7291,149.41,4,80,162,83,391.23,452.93,113.982,0.517431,2346.58,4162.34,1345.18,403.032,457.507,15,0.93848,44.0,0.890323,104.191,88.3384,1.11733,interneuron,layer_2,layer_2,1level,32
3905636378_sort.swc,2295,70.4406,4,103,208,106,97.1799,134.92,52.041,0.489077,730.8,1275.4,491.619,86.4662,112.443,17,0.934268,10.0288,0.936756,102.981,94.2072,1.08123,interneuron,layer_5,layer_5,1level,32
39096997062_sort.swc,3298,126.65,3,76,153,78,224.83,208.48,85.47,0.449215,1053.21,1605.7,358.408,252.463,285.721,21,0.922187,20.549,0.855339,106.464,92.0917,1.11496,interneuron,layer_2,layer_2,1level,32
3909826632_sort.swc,4024,116.36,5,97,197,101,184.51,268.84,66.627,0.557505,1297.51,2458.23,798.135,171.49,221.145,59,0.92909,19.4213,0.850434,105.585,94.7581,1.13438,interneuron,layer_3,layer_3,1level,32
39104618608_sort.swc,2237,176.588,6,39,82,44,184.8,165.05,91.608,0.511083,754.42,1494.86,631.761,148.13,225.261,16,0.934011,26.2683,0.842182,95.3423,82.8518,1.07035,interneuron,layer_5,layer_5,1level,32
3910980137_sort.swc,6350,61.1612,5,192,387,196,233.82,178.17,174.174,0.498946,2012.87,3326.23,864.711,199.516,254.042,32,0.92301,15.4057,0.894885,103.811,93.8583,1.12324,interneuron,layer_3,layer_3,1level,29
3911682387_sort.swc,5620,119.99,8,132,270,139,220.67,174.75,122.793,0.315164,1812.02,2067.55,705.192,169.589,283.365,27,0.928575,19.8111,0.898388,108.337,94.3344,1.17615,interneuron,layer_3,layer_3,1level,29
39136361547_sort.swc,6736,130.607,4,65,132,68,230.14,304.54,108.57,0.319838,2170.88,2359.99,569.466,219.074,336.774,15,0.919144,50.0227,0.822215,104.303,89.1492,1.12559,interneuron,layer_4,layer_4,1level,31
39140566339_sort.swc,3900,158.043,7,80,165,86,221.0,185.47,97.383,0.39865,1278.59,1854.64,485.72,157.544,239.282,25,0.917968,22.6303,0.827359,106.914,97.9933,1.08277,interneuron,layer_2,layer_2,1level,32
39140727216_sort.swc,7758,182.809,7,95,195,101,181.92,183.61,94.842,0.340839,2508.86,2813.54,502.567,125.729,167.356,17,0.925868,38.7795,0.867165,107.326,91.2186,1.14883,interneuron,layer_2,layer_2,1level,31
39155357656_sort.swc,1979,47.3704,3,33,67,35,152.8,320.732,71.742,0.528951,636.844,1143.54,435.81,283.539,329.566,23,0.920312,28.5224,0.861197,106.707,97.4392,1.0718,interneuron,layer_2,layer_2,1level,32
39155445006_sort.swc,3076,126.904,4,41,84,44,204.25,184.1,86.196,0.387716,999.574,1343.12,304.653,186.766,242.13,12,0.903544,35.6071,0.840557,100.534,94.248,1.09561,interneuron,layer_2,layer_2,1level,32
39166481918_sort.swc,3896,91.5301,4,66,134,69,256.77,296.35,107.481,0.35247,1252.81,1521.83,319.664,216.375,265.443,20,0.929386,28.0672,0.845791,107.928,93.8659,1.07078,interneuron,layer_3,layer_3,1level,32
39170337737_sort.swc,3121,110.333,4,58,118,61,141.06,135.39,81.015,0.381207,1018.92,1336.57,242.773,133.83,187.827,22,0.915362,25.4407,0.828057,104.281,94.2774,1.06235,interneuron,layer_2,layer_2,1level,32
39192823423_sort.swc,5255,327.609,3,113,228,116,279.68,283.1,112.299,0.7457,1689.89,4246.75,1571.24,238.278,365.331,38,0.938342,22.0439,0.885968,107.388,97.107,1.08669,interneuron,layer_5,layer_5,1level,32
39195363701_sort.swc,3674,95.269,2,40,80,41,204.86,252.73,107.415,0.452327,1175.83,1798.33,466.916,230.603,277.205,16,0.930512,44.9125,0.88718,96.6243,84.3967,1.09192,interneuron,layer_4,layer_4,1level,31
39197977927_sort.swc,4708,104.404,5,51,105,55,268.23,372.226,107.382,0.487873,1536.83,2617.87,1029.59,275.329,334.635,18,0.933317,43.8286,0.904724,109.282,92.3747,1.08664,interneuron,layer_3,layer_3,1level,32
3921245833_sort.swc,947,156.432,3,16,33,18,79.52,57.0499,49.335,0.446102,324.896,557.454,163.33,68.9319,98.0628,8,0.928589,27.6667,0.868512,97.3408,70.2095,1.03545,interneuron,layer_5,layer_5,1level,32
3922954038_sort.swc,11074,339.367,6,118,242,125,459.78,413.154,173.976,0.53877,3586.66,6334.35,1152.41,345.581,433.333,25,0.930943,44.7562,0.955682,105.534,87.4113,1.12204,interneuron,layer_3,layer_3,1level,29
39250380595_sort.swc,1182,92.6978,5,34,71,38,122.68,72.8301,94.677,0.517784,399.983,788.084,282.864,96.678,119.05,13,0.925086,15.6338,0.813193,96.5355,80.8771,1.11591,interneuron,layer_5,layer_5,1level,32
3925465493_sort.swc,12402,272.524,4,212,426,215,510.34,622.016,174.24,0.504711,3961.75,6939.96,2467.01,445.286,586.149,35,0.927649,28.1103,0.894599,105.306,95.6485,1.10712,interneuron,layer_3,layer_3,1level,29
39299469711_sort.swc,10218,104.596,3,95,191,97,417.21,387.08,107.448,0.331376,3263.64,3554.67,705.219,369.514,411.186,20,0.933308,52.4921,0.89393,104.939,91.8141,1.1844,interneuron,layer_3,layer_3,1level,32
39315852261_sort.swc,6063,105.944,10,295,598,304,151.11,184.45,72.534,0.314783,1918.66,2127.19,350.447,132.182,175.565,53,0.911428,9.13712,0.847577,100.484,90.8785,1.16266,interneuron,layer_2,layer_2,1level,32
39357639147_sort.swc,6827,171.906,7,212,429,218,213.95,147.3,107.448,0.340464,2178.89,2405.93,291.045,145.069,213.849,45,0.916987,14.9114,0.864584,101.679,91.1807,1.14346,interneuron,layer_3,layer_3,1level,32
3937554028_sort.swc,4605,67.6821,3,67,135,69,200.22,162.63,66.462,0.331674,1469.87,1613.05,565.548,186.244,361.047,17,0.909337,33.1037,0.854196,109.287,95.1031,1.12067,interneuron,layer_3,layer_3,1level,32
39400522283_sort.swc,2926,39.0744,3,35,71,37,203.58,151.3,109.065,0.482876,944.439,1569.77,585.203,147.898,175.111,8,0.936293,40.1972,0.877116,105.697,92.6165,1.05519,interneuron,layer_3,layer_3,1level,32
3941059182_sort.swc,13148,215.875,6,163,330,168,549.08,321.67,171.237,0.5217,4232.42,7546.77,2178.69,381.87,459.733,26,0.926791,38.8394,0.934626,107.476,89.76,1.20669,interneuron,layer_3,layer_3,1level,29
3941569746_sort.swc,9228,40.773,5,213,429,217,315.42,284.99,66.528,0.462079,2926.94,4374.71,1148.71,280.965,406.479,41,0.922066,20.5082,0.898848,110.302,92.428,1.19588,interneuron,layer_2,layer_2,1level,32
39417122900_sort.swc,1409,118.316,4,24,50,27,149.86,135.9,63.294,0.432925,468.925,811.325,252.459,137.641,165.566,8,0.911318,27.16,0.822732,104.719,86.5429,1.08229,interneuron,layer_2,layer_2,1level,32
39427227492_sort.swc,1471,127.627,4,15,32,18,170.75,125.22,107.382,0.717673,493.364,1413.45,839.908,147.075,185.741,9,0.905048,44.9375,0.818434,108.033,98.8438,1.06563,interneuron,layer_5,layer_5,1level,32
39428921609_sort.swc,3846,113.002,3,53,107,55,149.6,148.19,83.886,0.310172,1240.32,1334.94,362.584,151.643,271.982,13,0.888439,34.9346,0.815759,113.024,92.3878,1.17003,interneuron,layer_3,layer_3,1level,32
39459860591_sort.swc,5703,75.662,3,53,107,55,402.81,380.764,94.875,0.432639,1836.58,2601.82,616.109,338.358,387.07,14,0.930788,52.2897,0.902289,102.084,88.0991,1.10526,interneuron,layer_2,layer_2,1level,32
39461511174_sort.swc,4158,46.8303,5,77,157,81,268.8,296.672,108.174,0.359041,1340.63,1661.23,467.371,254.933,308.968,20,0.914206,25.4777,0.860409,107.388,93.8577,1.13714,interneuron,layer_2,layer_2,1level,32
3949294425_sort.swc,2375,133.959,8,68,142,75,89.76,108.86,49.203,0.39595,793.593,1267.51,461.82,74.6965,84.5332,9,0.929327,15.7183,0.88559,107.881,91.9015,1.11419,interneuron,layer_5,layer_5,1level,32
39514279412_sort.swc,2353,85.8292,4,46,94,49,169.38,143.2,107.58,0.577933,760.195,1513.97,566.107,197.866,249.307,12,0.929692,24.0213,0.899074,99.6306,85.5638,1.11724,interneuron,layer_5,layer_5,1level,32
39520017827_sort.swc,3201,118.932,4,136,274,139,171.81,181.92,80.289,0.467656,1019.77,1637.21,494.868,147.808,177.083,30,0.915267,10.6788,0.81387,106.283,91.2513,1.08298,interneuron,layer_2,layer_2,1level,32
39548664683_sort.swc,3053,86.6442,3,30,61,32,242.28,261.92,74.349,0.410931,985.351,1394.47,299.36,303.943,353.149,11,0.910324,49.0328,0.873144,109.141,83.9307,1.06504,interneuron,layer_2,layer_2,1level,31
39560870622_sort.swc,5980,214.665,5,74,151,78,153.53,176.8,108.537,0.366381,1943.18,2439.97,402.335,133.551,165.903,12,0.917944,38.596,0.886357,103.316,84.651,1.09195,interneuron,layer_3,layer_3,1level,32
39629115660_sort.swc,1717,129.628,5,39,81,43,102.85,82.9199,107.316,0.491961,574.818,1059.18,273.018,82.0462,103.131,10,0.920443,20.1852,0.829683,98.4147,87.2224,1.08961,interneuron,layer_5,layer_5,1level,32
39635059028_sort.swc,4780,87.0612,4,122,247,126,345.7,238.27,74.778,0.433429,1521.69,2216.94,490.237,333.022,382.112,54,0.924981,18.3482,0.881369,103.463,93.4389,1.18313,interneuron,layer_3,layer_3,1level,32
39643935658_sort.swc,9484,200.249,5,428,860,433,125.4,188.64,100.749,0.243625,2949.04,2406.71,398.408,123.07,353.459,52,0.924004,10.0267,0.854719,101.026,91.7402,1.20819,interneuron,layer_5,layer_5,1level,29
3968173214_sort.swc,3166,78.9777,3,106,213,108,194.91,211.39,54.78,0.392351,1020.57,1410.92,373.047,183.468,272.907,20,0.942559,13.8592,0.851863,106.485,94.0185,1.10157,interneuron,layer_4,layer_4,1level,32
39705814947_sort.swc,4264,102.575,3,129,259,131,181.6,188.93,107.448,0.329226,1348.85,1538.63,336.096,159.457,271.626,28,0.913229,15.4595,0.856379,103.943,93.5899,1.15033,interneuron,layer_4,layer_4,1level,32
39707538205_sort.swc,4938,79.4687,6,89,183,95,328.13,248.73,86.394,0.441452,1587.66,2436.08,576.452,310.561,388.637,19,0.916759,25.9781,0.905997,101.303,92.2231,1.138,interneuron,layer_3,layer_3,1level,32
39708091717_sort.swc,5294,123.442,3,115,232,118,413.47,191.23,95.634,0.348407,1682.77,1922.09,345.049,266.593,368.069,27,0.919528,21.8147,0.826478,108.307,93.6926,1.11972,interneuron,layer_3,layer_3,1level,32
39831339039_sort.swc,1625,84.5596,2,34,68,35,101.18,123.04,82.467,0.635358,524.393,1147.05,616.508,137.874,170.501,13,0.920448,22.8824,0.897686,109.504,91.38,1.09085,interneuron,layer_6,layer_6,1level,32
39835734164_sort.swc,2754,52.9922,5,71,145,75,324.54,268.76,94.281,0.650478,894.344,2015.17,630.425,363.214,441.931,21,0.933118,17.9862,0.964672,107.082,96.9944,1.09005,interneuron,layer_4,layer_4,1level,32
39851415800_sort.swc,13567,158.17,6,257,518,262,313.4,217.41,111.21,0.386006,4325.82,5502.29,992.591,236.283,361.171,27,0.913087,25.1892,0.856189,103.464,91.2658,1.20432,interneuron,layer_4,layer_4,1level,32
39895861251_sort.swc,3999,58.0729,5,104,211,108,354.91,292.55,107.415,0.556278,1275.82,2448.57,678.421,331.599,465.416,43,0.920983,17.9479,0.903121,100.664,91.9191,1.05045,interneuron,layer_3,layer_3,1level,32
39922522641_sort.swc,6419,73.2432,3,74,149,76,284.92,224.03,113.091,0.461941,2053.22,3096.27,1041.28,254.354,336.894,15,0.923301,42.0738,0.847319,112.31,90.5894,1.09213,interneuron,layer_5,layer_5,1level,32
39936963532_sort.swc,5108,181.155,3,33,67,35,280.8,299.23,107.415,0.520746,1650.78,2975.76,1047.53,214.105,255.695,8,0.933293,75.2239,0.888962,102.308,97.3771,1.07514,interneuron,layer_5,layer_5,1level,31
39969026856_sort.swc,5406,91.0729,4,92,186,95,178.66,172.96,96.195,0.392427,1727.76,2357.27,661.774,115.684,172.95,14,0.926599,28.0591,0.876705,105.563,90.8832,1.10824,interneuron,layer_3,layer_3,1level,32
3999724967_sort.swc,4353,129.014,4,52,106,55,232.89,329.53,54.813,0.476417,1412.14,2461.92,988.622,233.414,349.65,14,0.927912,40.0566,0.877306,113.496,99.3747,1.11268,interneuron,layer_3,layer_3,1level,32
40015795997_sort.swc,816,84.9676,3,30,61,32,42.27,108.0,23.661,0.435955,270.633,522.034,249.569,67.7587,84.821,11,0.934958,12.3607,0.837306,110.053,91.3704,1.08662,interneuron,layer_1,layer_1,1level,32
40043667040_sort.swc,10813,50.6613,5,121,246,126,669.67,475.87,76.923,0.486744,3464.46,5456.83,1553.47,659.714,773.073,33,0.929008,42.9512,0.891822,109.434,95.8583,1.17553,interneuron,layer_2,layer_2,1level,31
40072212975_sort.swc,2266,94.0158,3,40,81,42,181.95,145.44,82.83,0.355793,732.254,911.065,260.54,143.449,182.114,11,0.920055,26.963,0.869804,97.7143,90.4125,1.11199,interneuron,layer_2,layer_2,1level,32
40146970761_sort.swc,1069,114.939,3,38,78,41,127.58,125.34,23.925,0.586291,351.374,828.669,426.451,150.512,180.344,23,0.920797,12.6923,0.814566,105.277,88.3361,1.07497,interneuron,layer_2,layer_2,1level,32
40160402003_sort.swc,5092,68.5399,4,376,759,384,194.98,183.59,74.646,0.377366,1542.73,1975.27,418.574,193.222,222.537,154,0.929863,5.70751,0.805228,102.422,97.6189,1.17858,interneuron,layer_2,layer_2,1level,32
40165265336_sort.swc,1746,36.4305,4,104,211,108,123.744,79.36,24.024,0.900771,557.904,1728.92,802.413,91.2048,146.945,46,0.916932,7.27014,0.910945,109.443,95.9319,1.166,interneuron,layer_6,layer_6,1level,32
40189853177_sort.swc,992,45.9938,3,32,65,34,80.54,128.19,21.78,0.657135,325.575,787.215,337.041,103.721,142.212,14,0.911736,14.2462,0.909974,111.311,110.559,1.03391,interneuron,layer_2,layer_2,1level,32
40218295373_sort.swc,10381,92.162,7,333,671,339,179.61,198.43,74.382,0.363567,3284.18,4161.37,1285.76,129.835,289.776,43,0.927333,14.4694,0.863681,100.21,86.8589,1.1883,interneuron,layer_2,layer_2,1level,32
40241291830_sort.swc,3265,161.455,5,39,81,43,243.01,289.82,114.279,0.538359,1080.85,2057.27,991.486,231.994,298.961,13,0.924389,39.2963,0.890854,110.744,95.656,1.06012,interneuron,layer_5,layer_5,1level,32
40243102998_sort.swc,2342,102.91,5,26,55,30,168.64,134.56,104.049,0.510519,770.652,1401.85,552.73,145.484,188.982,10,0.934364,41.5636,0.836075,90.5994,74.7934,1.02415,interneuron,layer_5,layer_5,1level,31
40258098001_sort.swc,6351,154.253,3,93,188,96,532.38,391.65,107.349,0.502465,2030.98,3420.73,884.246,386.551,458.019,17,0.927845,32.7766,0.88025,108.583,101.37,1.06837,interneuron,layer_4,layer_4,1level,32
40261894729_sort.swc,4480,69.36,3,84,169,86,262.66,251.81,68.211,0.495082,1430.62,2325.26,654.307,222.736,254.04,15,0.918068,25.503,0.925845,99.2409,88.6645,1.16673,interneuron,layer_2,layer_2,1level,32
4026678800_sort.swc,1645,218.868,4,74,150,77,121.54,97.41,53.823,0.391914,544.231,720.364,104.097,91.6194,112.419,23,0.930465,9.96,0.885455,101.166,91.7769,1.12517,interneuron,layer_3,layer_3,1level,32
4027249385_sort.swc,14149,71.8873,2,873,1749,877,347.55,270.56,174.207,0.39585,4339.63,5514.86,1143.37,239.887,340.863,151,0.929016,7.08919,0.833325,100.825,95.1856,1.30514,interneuron,layer_3,layer_3,1level,29
40274188418_sort.swc,2733,141.874,6,21,46,26,212.07,153.92,111.705,0.576347,910.82,1778.52,588.445,210.612,253.446,5,0.918945,58.3913,0.803316,105.516,99.0112,1.04804,interneuron,layer_3,layer_3,1level,31
40305462872_sort.swc,6507,217.735,6,75,154,80,260.64,293.15,101.508,0.324324,2115.3,2415.24,499.754,243.745,382.172,21,0.911617,41.2468,0.785004,102.893,90.4024,1.14702,interneuron,layer_2,layer_2,1level,31
40361384837_sort.swc,14152,137.227,3,269,540,272,483.94,367.07,110.253,0.49201,4495.18,7204.21,1863.92,280.911,374.584,33,0.916665,25.2056,0.907432,103.256,91.7424,1.09277,interneuron,layer_3,layer_3,1level,32
40364028336_sort.swc,5656,89.2914,3,151,303,153,397.48,275.62,74.349,0.433787,1783.35,2566.23,566.765,275.169,317.023,32,0.924372,17.6634,0.881632,103.879,93.8078,1.11281,interneuron,layer_2,layer_2,1level,32
40364174086_sort.swc,4193,186.76,6,62,128,67,193.09,265.85,67.221,0.460235,1373.84,2234.97,718.652,207.014,253.611,18,0.923924,31.75,0.859408,106.947,89.0057,1.10247,interneuron,layer_2,layer_2,1level,32
40374775430_sort.swc,2587,144.425,3,38,77,40,123.33,243.33,107.349,0.513842,842.68,1527.4,436.819,160.031,281.316,17,0.935294,32.5844,0.906915,111.569,100.81,1.06549,interneuron,layer_4,layer_4,1level,32
40421746143_sort.swc,2845,120.844,2,125,250,126,302.68,142.53,103.092,0.479294,894.048,1553.27,577.817,183.494,235.642,41,0.913525,10.376,0.855375,107.358,94.314,1.1011,interneuron,layer_3,layer_3,1level,32
4042477047_sort.swc,3225,39.1329,4,141,284,144,247.01,140.35,129.855,0.672118,1025.52,2257.41,805.391,128.087,200.195,33,0.916099,10.3521,0.895313,108.35,98.7062,1.09225,interneuron,layer_3,layer_3,1level,32
40463898619_sort.swc,8017,88.7629,4,265,535,271,199.9,143.74,107.415,0.40289,2518.45,3348.95,743.803,120.764,277.257,54,0.914664,13.9832,0.860801,103.259,91.8945,1.16724,interneuron,layer_3,layer_3,1level,32
40492122654_sort.swc,3097,336.123,6,29,62,34,246.11,144.45,107.613,0.498061,1046.0,1643.37,259.832,199.642,244.255,9,0.932175,48.9355,0.768102,92.5436,88.5737,1.08885,interneuron,layer_4,layer_4,1level,31
40495014181_sort.swc,3628,162.279,7,58,121,64,133.21,115.42,71.577,0.440662,1207.91,1969.88,629.198,114.546,133.178,10,0.922312,28.9752,0.830374,104.873,80.6627,1.10373,interneuron,layer_2,layer_2,1level,32
40517747597_sort.swc,1619,33.8814,4,40,82,43,69.12,109.06,107.382,0.646476,522.069,1149.63,456.672,112.768,144.144,15,0.930403,18.7317,0.916028,102.878,95.4379,1.07013,interneuron,layer_5,layer_5,1level,32
40549022387_sort.swc,5858,62.5502,5,72,147,76,429.92,259.97,107.349,0.619617,1879.91,3871.88,1069.76,266.466,347.199,17,0.918362,38.8435,0.919722,101.976,89.9319,1.08038,interneuron,layer_5,layer_5,1level,32
40552745857_sort.swc,5757,51.6379,5,67,137,71,128.32,240.71,80.058,0.381862,1845.4,2308.88,512.175,126.463,179.741,20,0.937452,41.0146,0.886468,115.967,97.7653,1.12158,interneuron,layer_2,layer_2,1level,32
4055311024_sort.swc,4647,277.986,5,88,179,92,465.05,231.52,72.468,0.682528,1533.39,3648.15,1415.49,320.992,416.203,20,0.925398,24.9553,0.91837,107.847,95.9923,1.1115,interneuron,layer_3,layer_3,1level,32
40562221359_sort.swc,2740,113.875,4,55,112,58,144.89,163.78,107.514,0.606407,889.488,1860.09,876.066,134.79,168.394,17,0.929241,23.4554,0.908234,107.908,89.8884,1.06407,interneuron,layer_5,layer_5,1level,32
4057019730_sort.swc,6093,99.0241,3,70,141,72,174.04,165.21,56.397,0.414581,1950.43,2822.84,1167.57,133.773,236.675,23,0.935502,42.2057,0.866965,109.446,93.088,1.15323,interneuron,layer_3,layer_3,1level,32
40579888670_sort.swc,14269,113.978,4,217,436,220,242.18,227.84,93.522,0.299416,4555.04,4476.65,776.873,168.605,313.42,38,0.922253,31.7248,0.893767,103.662,91.9935,1.2398,interneuron,layer_3,layer_3,1level,29
40581992226_sort.swc,9393,114.243,3,340,681,342,447.71,513.47,92.565,0.40955,2931.74,3947.33,837.578,456.041,530.284,83,0.920953,12.7915,0.837611,100.596,89.5742,1.12567,interneuron,layer_3,layer_3,1level,32
4058349495_sort.swc,2146,119.037,5,42,87,46,120.93,160.0,54.351,0.490944,718.508,1262.2,540.113,156.72,190.995,11,0.938185,23.6552,0.823825,106.816,91.8289,1.07769,interneuron,layer_2,layer_2,1level,32
