Name,Nodes,SomaSurface,Stems,Bifurcations,Branches,Tips,OverallWidth,OverallHeight,OverallDepth,AverageDiameter,Length,Surface,Volume,MaxEuclideanDistance,MaxPathDistance,MaxBranchOrder,AverageContraction,AverageFragmentation,AverageParent-daughterRatio,AverageBifurcationAngleLocal,AverageBifurcationAngleRemote,HausdorffDimension,Cell type,Cell body layer,predict_layer,level,Cluster
10475824258_sort.swc,60250,120.562,2,4977,9979,5003,297.09,446.304,149.622,0.393916,18195.2,22421.2,4324.71,232.229,419.524,253,0.922187,5.03758,0.825005,101.549,95.6553,1.42073,excitatory/spiny neuron with atypical tree,layer_2,layer_2,1level,7
1146063092_sort.swc,6820,105.661,3,469,939,471,239.88,292.928,54.549,0.432855,2098.25,3127.11,880.373,258.198,375.832,169,0.927982,6.26198,0.789499,101.956,94.5782,1.25019,excitatory/spiny neuron with atypical tree,layer_2,layer_2,1level,32
1436782663_sort.swc,15358,56.8535,3,1218,2444,1227,196.67,336.736,174.372,0.382541,4633.42,5712.89,1120.71,309.845,402.094,228,0.933179,5.28355,0.821014,99.9066,95.3534,1.31611,excitatory/spiny neuron with atypical tree,layer_2,layer_2,1level,29
15289875663_sort.swc,25728,276.906,5,1450,2904,1455,519.07,374.75,174.042,0.477462,7962.04,12617.9,3291.68,303.079,381.586,110,0.925102,7.85916,0.821778,101.475,93.2596,1.22004,excitatory/spiny neuron with atypical tree,layer_6,layer_6,1level,29
15566039754_sort.swc,27935,341.307,7,1894,3797,1904,678.4,330.34,157.905,0.553407,8570.56,15771.2,5189.0,393.099,583.549,251,0.926693,6.35686,0.839397,102.003,94.5782,1.23695,excitatory/spiny neuron with atypical tree,white_matter,white_matter,1level,7
15654740825_sort.swc,53474,208.756,5,3503,7018,3516,798.31,535.71,122.1,0.532819,16361.4,28462.9,9941.08,417.731,653.039,231,0.929211,6.61941,0.841871,100.976,94.2229,1.28699,excitatory/spiny neuron with atypical tree,layer_6,layer_6,1level,7
15915938175_sort.swc,8685,29.0093,4,512,1027,516,194.75,230.31,151.437,0.54108,2685.25,4651.89,1087.18,247.805,391.453,100,0.921158,7.4557,0.834702,99.1473,93.9709,1.18521,excitatory/spiny neuron with atypical tree,layer_6,layer_6,1level,29
1800566150_sort.swc,18329,225.233,5,1177,2359,1183,282.94,531.776,174.174,0.414545,5624.6,7537.44,1234.87,338.564,407.568,112,0.925771,6.76939,0.792929,100.833,92.2693,1.23424,excitatory/spiny neuron with atypical tree,layer_2,layer_2,1level,29
1932926188_sort.swc,7160,107.523,5,524,1053,530,299.04,217.92,54.747,0.415441,2201.79,3100.98,930.265,255.256,328.309,170,0.926598,5.79867,0.808165,103.714,97.5966,1.25828,excitatory/spiny neuron with atypical tree,layer_2,layer_2,1level,32
1990103194_sort.swc,19521,202.84,5,1171,2346,1176,395.43,360.256,161.667,0.396672,6003.46,7865.77,1825.26,296.306,438.378,188,0.927074,7.32055,0.800184,101.561,94.5802,1.25811,excitatory/spiny neuron with atypical tree,layer_2,layer_2,1level,29
2034430344_sort.swc,2841,62.502,3,120,241,122,153.5,214.53,107.085,0.569063,897.612,1768.73,653.268,228.124,292.348,51,0.924384,10.7842,0.836077,97.6263,90.6023,1.09762,excitatory/spiny neuron with atypical tree,layer_2,layer_5,1level,29
2044476393_sort.swc,7564,75.1393,4,593,1191,599,189.31,211.136,58.014,0.575966,2312.12,4528.98,1845.53,198.093,230.264,138,0.927957,5.35013,0.848707,102.265,96.0759,1.34837,excitatory/spiny neuron with atypical tree,layer_3,layer_3,1level,32
2120664722_sort.swc,53317,139.346,3,4333,8682,4350,378.94,480.608,174.207,0.412182,16121.1,21072.8,4760.1,346.336,667.1,337,0.926645,5.14098,0.813978,100.988,95.1136,1.39926,excitatory/spiny neuron with atypical tree,layer_2,layer_2,1level,7
2149691670_sort.swc,19073,108.988,3,1448,2904,1457,216.96,378.912,174.042,0.45019,5828.92,8488.86,2374.06,273.263,314.994,117,0.923102,5.56749,0.794045,100.483,94.2678,1.28458,excitatory/spiny neuron with atypical tree,layer_2,layer_2,1level,29
2165577027_sort.swc,9256,78.8341,3,712,1427,716,315.2,235.584,54.681,0.451045,2799.39,4191.66,1375.61,209.759,299.068,204,0.934787,5.48563,0.838587,101.887,97.2868,1.30488,excitatory/spiny neuron with atypical tree,layer_2,layer_2,1level,32
2296286050_sort.swc,15780,127.74,4,1253,2513,1261,385.34,250.722,146.718,0.389704,4759.51,5968.71,1114.47,338.003,439.865,316,0.931334,5.27895,0.838046,101.62,94.9578,1.36249,excitatory/spiny neuron with atypical tree,layer_2,layer_2,1level,29
2339168813_sort.swc,44198,166.119,5,3861,7748,3888,337.25,563.458,162.822,0.376385,13238.1,16065.7,3541.89,408.636,504.087,353,0.929288,4.70431,0.825903,99.6269,95.2006,1.38541,excitatory/spiny neuron with atypical tree,layer_2,layer_2,1level,7
2646330667_sort.swc,7842,31.2192,5,625,1255,631,138.82,219.614,54.516,0.44784,2363.11,3422.56,770.815,210.191,271.249,167,0.929661,5.24781,0.847576,101.337,96.1806,1.30788,excitatory/spiny neuron with atypical tree,layer_2,layer_2,1level,32
2727744751_sort.swc,5420,116.557,4,293,588,296,139.68,341.22,51.777,0.544837,1687.06,3266.24,1351.02,258.711,312.766,106,0.925534,8.21599,0.835471,99.7509,88.9785,1.18549,excitatory/spiny neuron with atypical tree,layer_4,layer_4,1level,32
2756960839_sort.swc,3844,216.567,6,166,336,171,158.98,201.468,51.777,0.548952,1247.2,2331.23,610.596,168.41,195.647,43,0.919731,10.4375,0.837768,100.637,89.4065,1.13199,excitatory/spiny neuron with atypical tree,layer_4,layer_4,1level,32
2772043698_sort.swc,17894,108.267,4,628,1260,633,582.82,646.176,126.951,0.5218,5604.14,9549.09,2658.93,616.165,737.036,76,0.926286,13.2008,0.846734,102.075,92.4808,1.18565,excitatory/spiny neuron with atypical tree,layer_3,layer_5,1level,29
27768388911_sort.swc,22478,104.834,5,1556,3119,1564,473.34,521.632,116.259,0.480308,6866.96,10762.8,2540.81,531.621,581.503,178,0.932321,6.20648,0.830505,101.61,95.489,1.24196,excitatory/spiny neuron with atypical tree,layer_2,layer_2,1level,29
27827039927_sort.swc,10719,69.5154,3,809,1623,815,234.98,209.568,118.965,0.482898,3254.29,5154.6,1342.52,206.229,253.957,147,0.932026,5.60382,0.820597,99.1297,95.4691,1.31276,excitatory/spiny neuron with atypical tree,layer_2,layer_2,1level,29
27841189087_sort.swc,18125,165.009,6,1111,2231,1121,614.14,772.772,118.899,0.369039,5567.39,6740.13,1391.65,864.008,995.016,186,0.929867,7.12371,0.803801,101.402,95.8584,1.20126,excitatory/spiny neuron with atypical tree,layer_2,layer_2,1level,29
2785842811_sort.swc,3844,128.37,4,275,553,279,114.85,159.196,107.382,0.441027,1188.34,1804.12,488.603,151.895,179.122,81,0.931357,5.94937,0.833015,99.6517,94.7831,1.21953,excitatory/spiny neuron with atypical tree,layer_4,layer_2,1level,29
2786527903_sort.swc,8780,143.57,5,527,1058,532,335.74,245.06,115.83,0.423088,2719.76,3918.38,840.066,226.985,288.403,107,0.926224,7.29773,0.827374,101.788,93.7292,1.22366,excitatory/spiny neuron with atypical tree,layer_3,layer_4,1level,29
2789755020_sort.swc,23651,76.9769,3,1767,3546,1780,386.24,294.334,174.24,0.35117,7122.29,7907.3,1250.1,300.903,442.969,288,0.932718,5.66949,0.833442,100.241,94.0701,1.3329,excitatory/spiny neuron with atypical tree,layer_3,layer_3,1level,29
2815862747_sort.swc,10996,2.07194,1,592,1186,594,453.41,465.116,84.414,0.58903,3421.43,6566.78,2590.54,466.399,646.444,132,0.924892,8.27066,0.831236,103.33,95.8968,1.25482,excitatory/spiny neuron with atypical tree,layer_4,layer_4,1level,32
2816504707_sort.swc,10513,98.6787,6,322,648,327,400.51,395.488,172.557,0.491215,3324.37,5566.46,1763.04,434.708,505.86,83,0.928422,15.2222,0.80477,100.676,89.4006,1.18443,excitatory/spiny neuron with atypical tree,layer_4,layer_4,1level,29
28248396519_sort.swc,27519,129.037,4,2140,4289,2150,372.71,341.184,119.493,0.46174,8309.46,12445.6,2912.28,272.061,352.045,188,0.934576,5.41595,0.82896,100.733,95.3123,1.31008,excitatory/spiny neuron with atypical tree,layer_2,layer_2,1level,29
28396960832_sort.swc,49045,287.317,5,3508,7033,3526,445.85,522.11,109.131,0.337251,14908.5,15945.9,2436.85,332.837,448.653,226,0.926807,5.97341,0.807135,100.834,95.5466,1.4191,excitatory/spiny neuron with atypical tree,layer_2,layer_2,1level,7
28408495574_sort.swc,8148,30.6949,5,579,1161,583,224.35,274.528,119.592,0.478312,2484.79,3854.99,786.854,280.512,316.601,110,0.935085,6.01723,0.794573,100.338,93.0683,1.21702,excitatory/spiny neuron with atypical tree,layer_3,layer_2,1level,29
28453321285_sort.swc,15620,1.72758,4,1345,2696,1352,253.57,340.578,111.804,0.348775,4638.19,5066.32,608.523,200.024,269.708,175,0.936969,4.7934,0.799496,100.18,95.4122,1.28143,excitatory/spiny neuron with atypical tree,layer_2,layer_2,1level,29
28454445934_sort.swc,13193,94.2744,3,935,1873,939,280.87,300.416,115.269,0.418815,4016.97,5567.91,1462.2,204.826,280.428,186,0.933261,6.04325,0.795643,101.482,95.4513,1.21462,excitatory/spiny neuron with atypical tree,layer_2,layer_2,1level,29
28553163055_sort.swc,28153,107.293,3,2183,4378,2196,403.94,401.54,117.48,0.448785,8524.75,12264.3,2983.8,327.718,392.051,205,0.926148,5.43033,0.820199,101.2,95.5868,1.32818,excitatory/spiny neuron with atypical tree,layer_3,layer_3,1level,29
28644171552_sort.swc,12405,3.84341,3,850,1703,854,186.63,440.572,117.414,0.449355,3760.37,5378.01,1172.01,269.914,347.568,125,0.928509,6.28362,0.808496,101.029,95.2451,1.22206,excitatory/spiny neuron with atypical tree,layer_2,layer_2,1level,29
28656245327_sort.swc,45665,145.675,7,3622,7260,3639,479.27,488.962,115.17,0.490179,13842.0,22139.3,6584.35,316.465,398.543,196,0.932251,5.28981,0.81797,100.43,95.0155,1.33292,excitatory/spiny neuron with atypical tree,layer_3,layer_3,1level,7
28833823537_sort.swc,15481,77.6589,6,1253,2511,1259,278.36,374.784,114.609,0.368611,4664.89,5655.97,1117.71,271.341,326.23,157,0.925911,5.16487,0.814553,101.791,95.0113,1.28159,excitatory/spiny neuron with atypical tree,layer_2,layer_2,1level,29
28863682744_sort.swc,44078,129.206,4,3594,7204,3611,421.6,466.052,108.933,0.403593,13281.6,17329.8,3951.48,334.703,426.527,276,0.925509,5.11841,0.815733,100.929,95.386,1.33345,excitatory/spiny neuron with atypical tree,layer_2,layer_2,1level,29
2890079485_sort.swc,21107,141.297,2,740,1481,742,827.52,1038.4,174.438,0.587247,6643.62,12769.4,4437.21,871.348,973.455,117,0.922968,13.2512,0.852399,101.032,92.783,1.16787,excitatory/spiny neuron with atypical tree,layer_5,layer_5,1level,29
29052049928_sort.swc,46633,288.53,3,3841,7698,3858,365.02,503.772,118.173,0.366158,14027.2,16355.5,2703.92,368.398,476.277,311,0.927341,5.05768,0.82812,100.317,95.5275,1.4045,excitatory/spiny neuron with atypical tree,layer_2,layer_2,1level,7
29122032384_sort.swc,20008,135.477,4,1514,3034,1521,314.82,376.126,116.325,0.390865,6046.68,7736.76,1475.53,297.998,372.666,148,0.926609,5.59426,0.823799,100.236,93.5848,1.28759,excitatory/spiny neuron with atypical tree,layer_3,layer_3,1level,29
29193256115_sort.swc,19229,110.982,5,971,1946,976,522.37,685.796,117.48,0.460163,5957.94,9015.77,2513.96,527.499,603.263,160,0.927288,8.88078,0.816175,102.443,94.8395,1.19877,excitatory/spiny neuron with atypical tree,layer_4,layer_3,1level,29
29241586087_sort.swc,56652,142.968,3,4870,9777,4908,247.33,616.318,108.537,0.36495,16933.3,19657.3,3806.82,463.07,567.159,365,0.928572,4.79431,0.838355,99.635,94.1559,1.48474,excitatory/spiny neuron with atypical tree,layer_2,layer_2,1level,7
29252784657_sort.swc,22608,121.176,4,1619,3242,1624,497.12,305.728,116.127,0.399305,6848.13,8939.49,2060.64,303.871,381.278,181,0.926399,5.97316,0.80661,101.526,95.568,1.29151,excitatory/spiny neuron with atypical tree,layer_3,layer_3,1level,29
29266465723_sort.swc,8408,105.709,3,370,742,373,244.29,348.158,115.797,0.507724,2635.91,4405.14,1096.81,225.88,276.718,56,0.928985,10.3302,0.785232,100.995,92.3975,1.13477,excitatory/spiny neuron with atypical tree,layer_4,layer_3,1level,29
29270247271_sort.swc,24147,119.085,4,1726,3457,1732,372.7,288.42,116.391,0.350774,7296.34,8306.59,1405.13,232.096,315.061,150,0.934472,5.98467,0.8256,100.566,95.5004,1.24149,excitatory/spiny neuron with atypical tree,layer_2,layer_2,1level,29
29314167472_sort.swc,43898,118.691,3,3657,7327,3671,354.52,592.484,111.441,0.346499,13128.4,14439.3,2121.88,428.159,498.072,284,0.931936,4.99113,0.812763,101.311,96.0361,1.38562,excitatory/spiny neuron with atypical tree,layer_2,layer_2,1level,29
2931735203_sort.swc,7144,55.2331,5,417,837,421,276.7,396.38,119.559,0.438641,2209.0,3302.44,784.326,349.812,478.831,136,0.929025,7.53405,0.813046,98.3925,91.7301,1.17564,excitatory/spiny neuron with atypical tree,layer_4,layer_4,1level,29
29324168928_sort.swc,8187,158.373,3,372,745,374,261.53,353.472,114.873,0.424234,2554.84,3792.46,1334.67,251.954,347.877,80,0.925575,9.98792,0.775783,102.072,94.1942,1.15829,excitatory/spiny neuron with atypical tree,layer_3,layer_3,1level,29
29338331875_sort.swc,6349,109.452,4,320,643,324,275.81,217.314,114.642,0.451177,1978.15,2989.2,756.993,227.052,307.836,68,0.926126,8.87247,0.813155,101.111,95.2118,1.15165,excitatory/spiny neuron with atypical tree,layer_3,layer_3,1level,29
29367241933_sort.swc,11098,115.94,5,483,969,487,428.48,606.912,114.708,0.454368,3466.06,5187.69,1353.78,379.491,445.649,78,0.926182,10.452,0.788143,101.758,95.3418,1.14733,excitatory/spiny neuron with atypical tree,layer_4,layer_4,1level,29
29440334499_sort.swc,9579,274.296,5,587,1178,592,447.94,310.498,114.741,0.495524,2985.75,5338.15,2465.77,322.524,398.111,146,0.929306,7.13073,0.822556,100.943,94.4634,1.1944,excitatory/spiny neuron with atypical tree,layer_4,layer_4,1level,29
29455753195_sort.swc,16394,222.474,4,909,1820,912,411.14,572.476,115.335,0.438742,5053.47,7200.5,1413.41,410.952,507.342,134,0.927747,8.00714,0.831334,101.666,94.6361,1.24795,excitatory/spiny neuron with atypical tree,layer_4,layer_4,1level,29
29469638782_sort.swc,18600,39.2332,2,1382,2765,1384,277.21,519.33,114.048,0.396983,5597.39,7136.75,1375.42,329.514,409.51,153,0.922902,5.72658,0.808762,100.924,93.7751,1.28633,excitatory/spiny neuron with atypical tree,layer_3,layer_3,1level,29
29517133882_sort.swc,15620,1.72758,4,1345,2696,1352,253.57,340.578,111.804,0.348775,4638.19,5066.32,608.523,200.024,269.708,175,0.936969,4.7934,0.799496,100.18,95.4122,1.28143,excitatory/spiny neuron with atypical tree,layer_2,layer_2,1level,29
29571627060_sort.swc,6077,29.4851,4,330,662,333,126.72,251.164,114.708,0.438406,1874.59,2655.55,506.102,251.297,323.528,75,0.932162,8.17825,0.801566,103.193,93.6487,1.15349,excitatory/spiny neuron with atypical tree,layer_3,layer_3,1level,29
29572181326_sort.swc,25790,63.1465,3,2244,4495,2252,434.75,303.394,115.863,0.380613,7713.32,9427.04,1697.95,256.734,337.25,173,0.927247,4.73726,0.811943,100.562,94.5611,1.32659,excitatory/spiny neuron with atypical tree,layer_3,layer_3,1level,29
29620246024_sort.swc,11363,152.799,5,741,1485,745,223.78,334.564,108.834,0.370552,3490.41,4233.78,799.502,211.985,293.046,108,0.91931,6.65118,0.79839,101.548,96.0855,1.19882,excitatory/spiny neuron with atypical tree,layer_2,layer_2,1level,29
29630994552_sort.swc,9862,36.4935,6,684,1374,691,321.38,268.862,116.424,0.381677,3005.07,3729.76,554.381,239.799,285.768,93,0.922819,6.17686,0.80072,101.497,94.9404,1.22473,excitatory/spiny neuron with atypical tree,layer_3,layer_3,1level,29
29658590681_sort.swc,11964,189.25,3,619,1242,624,355.71,313.794,115.797,0.449547,3715.38,5415.35,1039.8,247.546,320.546,88,0.921041,8.63205,0.837313,103.203,95.7667,1.18069,excitatory/spiny neuron with atypical tree,layer_4,layer_4,1level,29
29659875108_sort.swc,8103,171.778,4,397,798,402,265.76,316.9,115.83,0.404611,2526.19,3480.76,968.473,264.755,362.604,104,0.932659,9.15288,0.805082,100.728,92.0107,1.16541,excitatory/spiny neuron with atypical tree,layer_4,layer_4,1level,29
29672446871_sort.swc,16051,147.955,4,795,1593,799,353.69,378.5,114.939,0.564723,5000.27,9497.56,4052.42,248.097,322.819,77,0.922917,9.07533,0.821303,102.451,92.4794,1.21058,excitatory/spiny neuron with atypical tree,layer_4,layer_4,1level,29
29701415126_sort.swc,7409,70.6496,4,381,764,384,234.34,165.344,114.675,0.480589,2313.53,3778.39,1266.5,188.244,271.909,68,0.921126,8.69634,0.817175,101.765,92.5637,1.19072,excitatory/spiny neuron with atypical tree,layer_4,layer_4,1level,29
29701429815_sort.swc,9203,64.2488,7,482,969,488,262.24,253.538,114.807,0.454754,2863.92,4339.1,1224.22,175.574,219.427,57,0.925155,8.49639,0.804751,101.903,95.4391,1.17842,excitatory/spiny neuron with atypical tree,layer_4,layer_4,1level,29
29717476066_sort.swc,13112,121.449,5,605,1214,610,439.68,650.748,115.302,0.426635,4072.51,5875.0,1709.67,579.395,654.251,151,0.926656,9.79984,0.803599,102.526,95.3314,1.19532,excitatory/spiny neuron with atypical tree,layer_4,layer_3,1level,29
29774230350_sort.swc,4638,120.919,4,256,514,259,221.19,141.122,114.708,0.506292,1443.45,2565.84,882.166,236.255,310.522,91,0.918962,8.0214,0.826699,102.361,96.0895,1.17033,excitatory/spiny neuron with atypical tree,layer_4,layer_4,1level,29
29775413068_sort.swc,17894,108.267,4,628,1260,633,582.82,646.176,126.951,0.5218,5604.14,9549.09,2658.93,616.165,737.036,76,0.926286,13.2008,0.846734,102.075,92.4808,1.18565,excitatory/spiny neuron with atypical tree,layer_5,layer_5,1level,29
29819084477_sort.swc,7873,154.392,5,434,872,439,276.6,181.37,115.269,0.523942,2452.21,4435.46,1320.17,188.246,248.277,63,0.921994,8.02752,0.821332,103.541,95.1381,1.17546,excitatory/spiny neuron with atypical tree,layer_4,layer_4,1level,29
29920824142_sort.swc,6134,190.577,4,323,648,326,258.24,286.82,115.269,0.485088,1923.35,3258.81,1002.78,246.987,313.365,65,0.920401,8.46451,0.814812,105.091,93.3165,1.1331,excitatory/spiny neuron with atypical tree,layer_4,layer_4,1level,29
30022096841_sort.swc,12814,136.802,4,651,1304,654,321.63,425.476,115.005,0.449163,3974.91,5881.56,1769.87,277.02,358.987,105,0.926034,8.82592,0.812552,101.963,94.3087,1.17301,excitatory/spiny neuron with atypical tree,layer_4,layer_4,1level,29
30081682986_sort.swc,8615,103.666,3,396,793,398,333.44,437.7,115.863,0.479819,2687.19,4403.34,1495.27,404.032,467.734,89,0.92509,9.86255,0.826721,100.037,91.4709,1.17509,excitatory/spiny neuron with atypical tree,layer_4,layer_4,1level,29
30124113053_sort.swc,10450,170.769,6,490,985,496,256.25,242.27,119.493,0.481395,3284.6,5529.41,1930.08,173.237,313.093,73,0.926459,9.60812,0.806818,101.156,93.9645,1.18753,excitatory/spiny neuron with atypical tree,layer_5,layer_5,1level,29
30183160057_sort.swc,10778,152.693,4,515,1034,520,369.28,376.67,115.863,0.450229,3352.82,4951.8,1087.37,271.863,374.277,102,0.922946,9.42263,0.83489,102.902,94.3593,1.17159,excitatory/spiny neuron with atypical tree,layer_4,layer_4,1level,29
30210610362_sort.swc,25677,247.014,4,1159,2323,1165,464.39,518.91,116.259,0.494575,8009.4,13225.6,5137.95,398.424,488.586,114,0.929344,10.0529,0.81982,100.821,94.5398,1.20375,excitatory/spiny neuron with atypical tree,layer_5,layer_5,1level,29
30211019506_sort.swc,12590,222.276,6,680,1365,686,413.76,362.718,114.873,0.452791,3926.68,5917.83,1315.79,277.549,332.849,91,0.930485,8.22271,0.814026,100.921,93.7177,1.158,excitatory/spiny neuron with atypical tree,layer_4,layer_4,1level,29
30239812095_sort.swc,8538,107.902,9,447,904,458,290.28,494.94,114.213,0.490959,2684.45,4433.76,1449.57,279.142,327.358,70,0.932499,8.44358,0.839131,104.005,98.2472,1.19439,excitatory/spiny neuron with atypical tree,layer_4,layer_4,1level,29
30358036369_sort.swc,7135,190.415,6,294,592,299,237.09,304.44,115.731,0.473829,2257.93,3776.89,1034.55,234.68,272.401,56,0.921234,11.0507,0.839413,101.698,94.7135,1.11903,excitatory/spiny neuron with atypical tree,layer_4,layer_4,1level,29
30358153581_sort.swc,11834,481.602,4,1029,2069,1041,197.7,208.54,102.63,0.33487,3565.18,3797.67,455.733,197.15,225.472,207,0.929538,4.71919,0.811592,102.148,96.4791,1.36519,excitatory/spiny neuron with atypical tree,layer_4,layer_2,1level,29
30358225757_sort.swc,8780,143.57,5,527,1058,532,335.74,245.06,115.83,0.423088,2719.76,3918.38,840.066,226.985,288.403,107,0.926224,7.29773,0.827374,101.788,93.7292,1.22366,excitatory/spiny neuron with atypical tree,layer_4,layer_4,1level,29
30362913191_sort.swc,12562,153.762,8,1090,2193,1104,259.45,269.99,104.478,0.374217,3797.88,4903.12,1160.4,181.882,220.808,188,0.928499,4.72777,0.818486,101.895,96.2371,1.29192,excitatory/spiny neuron with atypical tree,layer_2,layer_2,1level,29
30443656692_sort.swc,16992,125.827,5,832,1668,837,323.04,324.64,116.226,0.463632,5272.65,8287.4,3230.99,290.315,345.986,68,0.930066,9.18645,0.818243,102.735,95.3106,1.24818,excitatory/spiny neuron with atypical tree,layer_5,layer_5,1level,29
30475179608_sort.swc,10581,163.396,5,611,1225,615,344.07,328.19,116.457,0.41477,3280.21,4587.14,1042.05,257.107,344.051,116,0.928663,7.63673,0.821919,101.003,92.2961,1.1904,excitatory/spiny neuron with atypical tree,layer_4,layer_4,1level,29
30532897819_sort.swc,3927,139.72,3,156,313,158,248.16,179.1,115.269,0.421932,1243.66,1842.9,647.872,228.976,263.076,67,0.924763,11.5431,0.822383,104.354,92.3471,1.12998,excitatory/spiny neuron with atypical tree,layer_4,layer_4,1level,29
30547425090_sort.swc,21549,401.657,4,887,1776,890,469.86,350.82,122.43,0.443845,6757.43,9840.54,2256.11,346.273,499.042,104,0.927042,11.1329,0.790529,101.025,92.1834,1.23926,excitatory/spiny neuron with atypical tree,layer_4,layer_4,1level,29
30547454237_sort.swc,8294,153.038,4,366,734,369,318.4,357.41,119.526,0.480517,2607.08,4303.55,1427.76,226.772,297.611,63,0.926765,10.2984,0.823729,103.454,92.3765,1.14887,excitatory/spiny neuron with atypical tree,layer_4,layer_4,1level,29
30576190003_sort.swc,21118,94.9848,8,838,1682,845,473.31,669.316,124.311,0.444337,6594.3,9726.01,2611.48,485.19,538.936,66,0.927819,11.5547,0.812921,101.666,91.5417,1.2053,excitatory/spiny neuron with atypical tree,layer_4,layer_4,1level,29
30589097324_sort.swc,9269,222.291,4,404,810,407,261.02,313.28,115.236,0.497705,2904.39,5013.72,1749.48,220.185,314.846,62,0.929044,10.442,0.824013,101.713,92.2823,1.14312,excitatory/spiny neuron with atypical tree,layer_5,layer_5,1level,29
30621247530_sort.swc,6086,80.4431,3,338,677,340,312.64,238.91,119.559,0.467117,1894.51,3075.34,1325.25,234.214,318.771,85,0.924293,7.98818,0.785509,102.864,93.4713,1.14015,excitatory/spiny neuron with atypical tree,layer_4,layer_4,1level,29
30623584204_sort.swc,15698,94.1746,3,1181,2366,1186,301.25,328.22,116.391,0.379917,4732.09,5938.66,1193.11,249.288,277.999,126,0.933049,5.6344,0.825052,99.4449,95.2758,1.24753,excitatory/spiny neuron with atypical tree,layer_3,layer_3,1level,29
30741853202_sort.swc,4414,174.109,5,340,684,345,110.05,221.09,85.767,0.405479,1362.64,2036.67,580.33,186.051,239.52,158,0.934329,5.45175,0.819793,101.514,96.3582,1.19503,excitatory/spiny neuron with atypical tree,layer_2,layer_2,1level,32
30792328901_sort.swc,14697,211.631,4,848,1701,854,337.15,428.58,114.609,0.546638,4566.4,8585.24,3280.05,262.997,330.374,92,0.923473,7.63962,0.83447,101.351,95.4415,1.18412,excitatory/spiny neuron with atypical tree,layer_5,layer_5,1level,29
30810068715_sort.swc,14234,109.552,8,661,1328,668,360.03,381.12,115.698,0.412674,4441.95,6226.36,1439.82,291.083,358.475,63,0.927416,9.71762,0.811796,98.987,90.7206,1.21689,excitatory/spiny neuron with atypical tree,layer_4,layer_4,1level,29
30837518791_sort.swc,15208,101.095,3,737,1475,739,504.99,501.63,124.344,0.538445,4740.57,8327.93,2675.81,407.92,480.148,119,0.921519,9.30983,0.802717,101.8,95.113,1.19139,excitatory/spiny neuron with atypical tree,layer_5,layer_5,1level,29
30851169843_sort.swc,12569,79.8667,2,685,1371,687,217.6,224.13,119.559,0.530862,3898.35,6716.61,2074.84,186.283,287.345,82,0.92351,8.16703,0.82144,104.034,94.4178,1.24042,excitatory/spiny neuron with atypical tree,layer_5,layer_5,1level,29
30881743067_sort.swc,10289,302.354,3,531,1063,533,271.72,316.96,128.502,0.448652,3196.28,4708.92,994.752,192.498,247.236,67,0.921672,8.67827,0.811216,100.065,93.9472,1.19248,excitatory/spiny neuron with atypical tree,layer_5,layer_5,1level,29
30912786611_sort.swc,5470,52.5498,2,322,644,323,246.94,206.88,115.83,0.39596,1682.29,2177.25,552.394,214.356,300.519,102,0.930021,7.49224,0.801802,101.814,95.1998,1.16821,excitatory/spiny neuron with atypical tree,layer_4,layer_4,1level,29
30922729388_sort.swc,10338,210.323,4,528,1058,531,375.94,317.08,119.526,0.69282,3238.89,7819.9,4003.39,256.18,347.919,82,0.930214,8.77032,0.866975,102.02,93.4929,1.17666,excitatory/spiny neuron with atypical tree,layer_5,layer_5,1level,29
30982068484_sort.swc,9738,360.675,6,378,760,383,348.96,242.5,116.226,0.53089,3087.7,5616.76,1604.13,200.042,247.909,44,0.922309,11.8118,0.841174,103.101,95.2464,1.14365,excitatory/spiny neuron with atypical tree,layer_5,layer_5,1level,29
30997195192_sort.swc,10154,153.387,7,483,971,489,257.24,381.6,115.269,0.51551,3189.33,5782.75,2483.3,202.595,269.287,66,0.913136,9.45623,0.829214,102.626,91.4702,1.17218,excitatory/spiny neuron with atypical tree,layer_5,layer_5,1level,29
31039815759_sort.swc,12924,234.72,5,719,1441,723,273.41,243.84,116.259,0.520473,4028.02,7095.87,2054.92,183.214,233.026,89,0.925137,7.96808,0.813927,100.29,91.8241,1.23028,excitatory/spiny neuron with atypical tree,layer_5,layer_5,1level,29
31041099265_sort.swc,21807,182.82,7,1475,2957,1483,311.74,462.53,124.377,0.473227,6700.02,10863.7,4004.99,258.349,344.706,133,0.924088,6.37437,0.825779,101.138,95.2658,1.23815,excitatory/spiny neuron with atypical tree,layer_5,layer_5,1level,29
31043406757_sort.swc,11616,139.185,3,420,841,422,469.38,325.98,119.559,0.413814,3633.14,4973.4,1269.8,343.082,519.217,65,0.923595,12.8109,0.825507,102.293,93.7807,1.14307,excitatory/spiny neuron with atypical tree,layer_4,layer_4,1level,29
31043610670_sort.swc,13501,258.03,3,599,1200,602,423.81,276.48,115.962,0.405276,4200.9,5546.41,965.111,254.37,331.152,71,0.93021,10.25,0.800042,101.512,93.4915,1.17825,excitatory/spiny neuron with atypical tree,layer_4,layer_4,1level,29
3106656265_sort.swc,4964,35.7491,2,297,595,299,262.91,170.82,55.407,0.487977,1527.25,2390.07,507.205,283.295,355.372,119,0.926782,7.34118,0.833644,104.036,95.9751,1.20347,excitatory/spiny neuron with atypical tree,layer_4,layer_3,1level,32
